doc_id,page_number,table_index,site_name,json_latitude,json_longitude,water_year,month,month_num,max_discharge_cfs,min_discharge_cfs,mean_discharge_cfs,total_runoff_acre_ft,discharge_unit,quality_flag,notes,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
3217,210,1,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,March,6,,,34.2,,cfs,,,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,1,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,April,7,,,17.4,,cfs,,,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,1,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,May,8,,,9.29,,cfs,,,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,1,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,June,9,,,6.37,,cfs,,,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,1,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,July,10,,,4.13,,cfs,,,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,1,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,August,11,,,2.60,,cfs,,,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,1,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,September,12,,,2.00,,cfs,,,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,2,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1912,April,7,,,,2550,cfs,,runoff in acre-feet,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,2,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1912,May,8,,,,990,cfs,,runoff in acre-feet,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,2,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1912,June,9,,,,506,cfs,,runoff in acre-feet,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,2,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1912,July,10,,,,332,cfs,,runoff in acre-feet,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,2,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1912,August,11,,,,215,cfs,,runoff in acre-feet,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,2,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1912,September,12,,,,190,cfs,,runoff in acre-feet,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,2,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,October,1,,,,150,cfs,,runoff in acre-feet,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,2,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,November,2,,,,150,cfs,,runoff in acre-feet,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,2,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,December,3,,,,156,cfs,,runoff in acre-feet,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,2,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,January,4,,,,824,cfs,,runoff in acre-feet,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,2,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,February,5,,,,5450,cfs,,runoff in acre-feet,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,2,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,March,6,,,,2100,cfs,,runoff in acre-feet,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,2,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,April,7,,,,1040,cfs,,runoff in acre-feet,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,2,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,May,8,,,,571,cfs,,runoff in acre-feet,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,2,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,June,9,,,,379,cfs,,runoff in acre-feet,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,2,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,July,10,,,,254,cfs,,runoff in acre-feet,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,2,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,August,11,,,,160,cfs,,runoff in acre-feet,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,2,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,September,12,,,,119,cfs,,runoff in acre-feet,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,October,1,,,26,,cfs,e,# prefix (not previously published; estimated),Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,November,2,,,28,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,December,3,,,26.9,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,January,4,,,26.2,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,February,5,,,27.8,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,March,6,,,26.3,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,April,7,,,26.5,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,May,8,,,45.5,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,June,9,,,96.3,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,July,10,,,48.1,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,August,11,,,44.7,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,September,12,,,39.4,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1913,October,1,,,36,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1913,November,2,,,35,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1913,December,3,,,32,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1913,January,4,,,30,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1913,February,5,,,30,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1913,March,6,,,28,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1913,August,11,,,32,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1913,September,12,,,31,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,October,1,,,31.4,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,November,2,,,34.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,December,3,,,31.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,January,4,,,30.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,February,5,,,30.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,March,6,,,28.7,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,April,7,,,37.5,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,May,8,,,81.7,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,June,9,,,66.4,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,July,10,,,50.3,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,August,11,,,47.3,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,September,12,,,41.6,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,October,1,,,25,,cfs,e,# prefix,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,November,2,,,23,,cfs,e,# prefix,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,December,3,,,22.1,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,January,4,,,21.4,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,February,5,,,20.3,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,March,6,,,19.5,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,April,7,,,20.9,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,May,8,,,28.7,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,June,9,,,27.8,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,July,10,,,24.7,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,August,11,,,24.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,September,12,,,24.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,October,1,,,23.5,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,November,2,,,21.7,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,December,3,,,20.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,January,4,,,19.2,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,February,5,,,18.6,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,March,6,,,18.2,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,April,7,,,18.1,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,May,8,,,25.9,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,June,9,,,29.5,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,July,10,,,27.6,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
