agency_cd,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,alt_va,alt_acy_va,alt_datum_cd,huc_cd,data_type_cd,parm_cd,stat_cd,ts_id,loc_web_ds,medium_grp_cd,parm_grp_cd,srs_id,access_cd,begin_date,end_date,count_nu,county_name,county_fips
USGS,11387200,STONY C AB BLACK BUTTE LK NR ORLAND CA,ST,39.7321012,-122.4149926,F,NAD83,,,,18020115,qw,70338,,0,,wat,SED,17164666,0,1981-01-23,1982-04-12,8,Glenn,06021
USGS,11387200,STONY C AB BLACK BUTTE LK NR ORLAND CA,ST,39.7321012,-122.4149926,F,NAD83,,,,18020115,qw,70339,,0,,sed,SED,17164666,0,1982-11-18,1983-03-01,5,Glenn,06021
USGS,11387200,STONY C AB BLACK BUTTE LK NR ORLAND CA,ST,39.7321012,-122.4149926,F,NAD83,,,,18020115,qw,70339,,0,,wat,SED,17164666,0,1981-01-23,1982-04-12,8,Glenn,06021
USGS,11387200,STONY C AB BLACK BUTTE LK NR ORLAND CA,ST,39.7321012,-122.4149926,F,NAD83,,,,18020115,qw,70340,,0,,sed,SED,17164666,0,1982-11-18,1983-03-01,5,Glenn,06021
USGS,11387200,STONY C AB BLACK BUTTE LK NR ORLAND CA,ST,39.7321012,-122.4149926,F,NAD83,,,,18020115,qw,70340,,0,,wat,SED,17164666,0,1981-01-23,1982-04-12,8,Glenn,06021
USGS,11387200,STONY C AB BLACK BUTTE LK NR ORLAND CA,ST,39.7321012,-122.4149926,F,NAD83,,,,18020115,qw,70341,,0,,sed,SED,17164666,0,1982-11-18,1983-03-01,5,Glenn,06021
USGS,11387200,STONY C AB BLACK BUTTE LK NR ORLAND CA,ST,39.7321012,-122.4149926,F,NAD83,,,,18020115,qw,70341,,0,,wat,SED,17164666,0,1981-01-23,1982-04-12,8,Glenn,06021
USGS,11387200,STONY C AB BLACK BUTTE LK NR ORLAND CA,ST,39.7321012,-122.4149926,F,NAD83,,,,18020115,qw,70342,,0,,sed,SED,17164666,0,1982-11-18,1983-03-01,2,Glenn,06021
USGS,11387200,STONY C AB BLACK BUTTE LK NR ORLAND CA,ST,39.7321012,-122.4149926,F,NAD83,,,,18020115,qw,70342,,0,,wat,SED,17164666,0,1982-02-17,1982-02-17,1,Glenn,06021
USGS,11387200,STONY C AB BLACK BUTTE LK NR ORLAND CA,ST,39.7321012,-122.4149926,F,NAD83,,,,18020115,qw,70343,,0,,sed,SED,17164666,0,1982-11-18,1983-03-01,2,Glenn,06021
USGS,11387200,STONY C AB BLACK BUTTE LK NR ORLAND CA,ST,39.7321012,-122.4149926,F,NAD83,,,,18020115,qw,70343,,0,,wat,SED,17164666,0,1982-02-17,1982-02-17,1,Glenn,06021
USGS,11387200,STONY C AB BLACK BUTTE LK NR ORLAND CA,ST,39.7321012,-122.4149926,F,NAD83,,,,18020115,qw,70344,,0,,sed,SED,17164666,0,1982-11-18,1983-03-01,2,Glenn,06021
USGS,11387200,STONY C AB BLACK BUTTE LK NR ORLAND CA,ST,39.7321012,-122.4149926,F,NAD83,,,,18020115,qw,70344,,0,,wat,SED,17164666,0,1982-02-17,1982-02-17,1,Glenn,06021
USGS,11387200,STONY C AB BLACK BUTTE LK NR ORLAND CA,ST,39.7321012,-122.4149926,F,NAD83,,,,18020115,qw,70345,,0,,sed,SED,17164666,0,1983-03-01,1983-03-01,1,Glenn,06021
