URL,Publication ID,Index ID,Publication type,Publication Subtype,Display title,Title,Series title,Series number,Subseries,Chapter,Sub-chapter,ISSN (online),ISSN (print),ISBN,DOI,Edition,Volume,Issue,Year Published,No Year Published,Language,Publisher,Publisher location,Contributing office(s),Description,Larger Work Type,Larger Work Subtype,Larger Work Title,First page,Last page,Number of Pages,Public Comments,Time Range Start,Time Range End,Conference Title,Conference Location,Conference Date,Country,State,County,City,Other Geospatial,Datum,Projection,Scale,Online Only (Y/N),Additional Online Files(Y/N),Author(s),Editor(s),Compiler(s),Number of Links,ScienceBase URI,CHORUS DOI,CHORUS URL,CHORUS Publisher,CHORUS Authors,CHORUS Journal Name,CHORUS Publication Date,CHORUS Audited On,CHORUS Publicly Accessible Date
https://pubs.usgs.gov/publication/wsp1107,2848,wsp1107,Report,USGS Numbered Series,,"Geology and water resources of the Santa Ynez River basin, Santa Barbara County, California",Water Supply Paper,1107,,,,,,,10.3133/wsp1107,-,,,1951,false,ENGLISH,"U.S. G.P.O.,",,,"vii, 194 p. :ill. ;24 cm. + plates folded in pocket.",,,,,,,,,,,,,,,,,,,,,,,"Upson, J. E.; Thomasson, H.G. Jr.",,,8,4f4e4ad6e4b07f02db68405f,,,,,,,,
https://pubs.usgs.gov/publication/wsp1068,2060,wsp1068,Report,USGS Numbered Series,,"Wells and water levels in principal ground-water basins in Santa Barbara County, California",Water Supply Paper,1068,,,,,,,10.3133/wsp1068,,,,1950,false,English,U.S. Geological Survey,,,"Report: v, 459 p.; 7 Plates: 31.89 × 13.68 inches or smaller",,,,,,,,,,,,,United States,California,Santa Barbara County,,,,,,,,"La Rocque, G. A.; Upson, J. E.; Worts, G. F.; Porter, L.",,,12,4f4e49e2e4b07f02db5e4ac4,,,,,,,,
https://pubs.usgs.gov/publication/ofr50101,52982,ofr50101,Report,USGS Numbered Series,,"Second progress report on the cooperative investigation of springs and stream flow in the Tecolote Tunnel area of Santa Barbara County, California",Open-File Report,50-101,,,,2331-1258,0196-1497,,10.3133/ofr50101,,,,1950,false,English,U.S. Geological Survey,,,156 p.,,,,,,159,,,,,,,United States,California,Santa Barbara County,,Tecolote Tunnel,,,50000,,,"Troxell, Harold C.; Burgess, C.E.",,,1,4f4e4a0ce4b07f02db5fc336,,,,,,,,
https://pubs.usgs.gov/publication/ofr50105,52987,ofr50105,Report,USGS Numbered Series,,"Water levels in observation wells in Santa Barbara County, California, in 1948",Open-File Report,50-105,,,,2331-1258,0196-1497,,10.3133/ofr50105,-,,,1950,false,ENGLISH,,,,57 p.,,,,,,,,,,,,,,,,,,,,,,,"Warren, M.A.",,,0,4f4e4a08e4b07f02db5f9dbe,,,,,,,,
https://pubs.usgs.gov/publication/ofr50110,52993,ofr50110,Report,USGS Numbered Series,,"Water levels in observation wells in Santa Barbara County, California, in 1949",Open-File Report,50-110,,,,2331-1258,0196-1497,,10.3133/ofr50110,-,,,1950,false,ENGLISH,,,,"53 p., 1 plate",,,,,,,,,,,,,,,,,,,,,,,"Wilson, H.D. Jr.",,,0,4f4e4a08e4b07f02db5f9dbf,,,,,,,,
https://pubs.usgs.gov/publication/ofr49118,52056,ofr49118,Report,USGS Numbered Series,,"Progress report on the cooperative investigation of springs and stream flow in the Tecolote Tunnel area of Santa Barbara County, California",Open-File Report,49-118,,,,2331-1258,0196-1497,,10.3133/ofr49118,-,,,1949,false,ENGLISH,,,,18 p.,,,,,,,,,,,,,,,,,,,,,,,"Troxell, H.C.; Burgess, C.E.; Warren, M.A.",,,0,4f4e4a9be4b07f02db65de4b,,,,,,,,
https://pubs.usgs.gov/publication/om26,68855,om26,Report,USGS Numbered Series,,"Geology of Santa Rosa Hills, eastern Purisima Hills district, Santa Barbara County, California",Oil and Gas Investigation Map,26,,,,,,,10.3133/om26,-,,,1945,false,English,U.S. Geological Survey,,,Map: 38.93 x 43.28 inches,,,,,,,,,,,,,United States,California,Santa Barbara County,,,,,48000,,,"Woodring, W. P.; Loofbourow, John S.; Bramlette, M. N.",,,1,4f4e4ad5e4b07f02db683b59,,,,,,,,
https://pubs.usgs.gov/publication/om34,68859,om34,Report,USGS Numbered Series,,"Geology of oil-impregnated diatomaceous rock near Casmalia, Santa Barbara County, California",Oil and Gas Investigation Map,34,,,,,,,10.3133/om34,-,,,1945,false,ENGLISH,,,,1 map :col. ;41 x 49 cm. on sheet 67 x 94 cm.,,,,,,,,,,,,,,,,,,,,600,,,"Williams, M. Dean; Holmes, Clifford Norton",,,1,4f4e4b25e4b07f02db6aee22,,,,,,,,
https://pubs.usgs.gov/publication/om14,69067,om14,Report,USGS Numbered Series,,"Geologic map of Santa Maria district, Santa Barbara County, California",Oil and Gas Investigation Map,14,,,,,,,10.3133/om14,,,,1944,false,English,U.S. Geological Survey,,,HTML,,,,,,,,,,,,,United States,California,Santa Barbara County,Santa Maria,,,,24000,,,"Woodring, W. P.; Bramlette, M. N.; Lohman, K. E.; Bryson, R.P.",,,1,4f4e4b12e4b07f02db6a2bd0,,,,,,,,
https://pubs.usgs.gov/publication/70047721,70047721,70047721,Report,USGS Unnumbered Series,,"Preliminary report on water storage capacity of unconsolidated deposits beneath the Lompoc Plain, Santa Barbara County, California",,,,,,,,,10.3133/70047721,,,,1943,false,English,U.S. Geological Survey,,California Water Science Center,39 p.,,,,,,64,,,,,,,United States,California,,Santa Barbara County,Lompoc Plain,,,,,,"Upson, Joseph E.",,,1,52148fe4e4b06d85e08fb50e,,,,,,,,
https://pubs.usgs.gov/publication/b317,33623,b317,Report,USGS Numbered Series,,"Preliminary report on the Santa Maria oil district, Santa Barbara County, California",Bulletin,317,,,,,,,10.3133/b317,-,,,1907,false,ENGLISH,"Govt. Print. Off.,",,,"69 p. :ill., maps ;24 cm.",,,,,,,,,,,,,,,,,,,,,,,"Arnold, Ralph; Anderson, Robert van Vleck",,,2,4f4e4aafe4b07f02db66c9c3,,,,,,,,
https://pubs.usgs.gov/publication/b322,33647,b322,Report,USGS Numbered Series,,"Geology and oil resources of the Santa Maria oil district, Santa Barbara County, California",Bulletin,322,,,,,,,10.3133/b322,-,,,1907,false,ENGLISH,"Govt. Print. Off.,",,,"161 p. :ill., maps ;23 cm.",,,,,,,,,,,,,,,,,,,,,,,"Arnold, Ralph; Anderson, Robert van Vleck",,,2,4f4e4ad8e4b07f02db6847fb,,,,,,,,
https://pubs.usgs.gov/publication/b321,33648,b321,Report,USGS Numbered Series,,"Geology and oil resources of the Summerland district, Santa Barbara County, California",Bulletin,321,,,,,,,10.3133/b321,-,,,1907,false,ENGLISH,"Govt. Print. Off.,",,,93 p.,,,,,,,,,,,,,,,,,,,,,,,"Arnold, Ralph",,,1,4f4e4ad8e4b07f02db684762,,,,,,,,
https://pubs.usgs.gov/publication/wsp116,2133,wsp116,Report,USGS Numbered Series,,"Water problems of Santa Barbara, California",Water Supply Paper,116,,,,,,,10.3133/wsp116,-,,,1905,false,ENGLISH,"Govt. Print. Off.,",,,"99 p., 1 l. :illus., VIII pl. (incl. fold. map) diagrs. ;23 cm.",,,,,,,,,,,,,,,,,,,,,,,"Lippincott, Joseph Barlow",,,1,4f4e4a08e4b07f02db5f9c55,,,,,,,,
