agency_cd	site_no	station_nm	site_tp_cd	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	county_cd	peak_begin_date	peak_end_date	peak_count_nu	gw_begin_date	gw_end_date	gw_count_nu
USGS	364028117324901	014S041E32NS02M	SP	36.6743819	-117.5478466	F	NAD83	027	--	--	0	--	--	0
USGS	364307117072901	014S045E30BS02M	SP	36.7185578	-117.1256206	F	NAD83	027	--	--	0	--	--	0
USGS	364340117091301	014S045E19ES01M	SP	36.72777778	-117.153611	F	NAD83	027	--	--	0	--	--	0
USGS	364425116541101	030N001E07JS01S	SP	36.7402259	-116.9039478	F	NAD83	027	--	--	0	--	--	0
USGS	364647117293401	013S041E24MS01M	SP	36.77965989	-117.4936798	F	NAD83	027	--	--	0	--	--	0
USGS	364847116575901	013S046E22MS01M	SP	36.8130015	-116.9672834	F	NAD83	027	--	--	0	--	--	0
USGS	364915117262801	013S042E07HS01M	SP	36.82077159	-117.4420139	F	NAD83	027	--	--	0	--	--	0
USGS	365029117052401	013S045E09LS01M	SP	36.8413327	-117.0908983	F	NAD83	027	--	--	0	--	--	0
USGS	365905117211401	011S042E24LS01M	SP	36.9846573	-117.3547925	F	NAD83	027	--	--	0	--	--	0
USGS	365906117211501	011S042E24LS02M	SP	36.9849351	-117.3550703	F	NAD83	027	--	--	0	--	--	0
USGS	370008117203701	243  011S043E18ES01M    Surprise Spring	SP	37.00215684	-117.3445147	F	NAD83	027	--	--	0	--	--	0
USGS	370111117231101	243  011S042E10BS01M    Grapevine Spring	SP	37.01965637	-117.3872933	F	NAD83	027	--	--	0	--	--	0
USGS	370114117230801	011S042E10BS04M	SP	37.02048969	-117.3864599	F	NAD83	027	--	--	0	--	--	0
USGS	370115117231101	011S042E10BS02M	SP	37.02076746	-117.3872933	F	NAD83	027	--	--	0	--	--	0
USGS	370125117230101	011S042E03RS01M	SP	37.02354519	-117.3845155	F	NAD83	027	--	--	0	--	--	0
USGS	370131117230201	011S042E03RS02M	SP	37.0252118	-117.3847933	F	NAD83	027	--	--	0	--	--	0
USGS	370154117225901	011S042E03HS01M	SP	37.0316006	-117.38396	F	NAD83	027	--	--	0	--	--	0
USGS	370156117192901	243  011S043E05ES1S     Spring	SP	37.03215625	-117.325626	F	NAD83	027	--	--	0	--	--	0
USGS	371024117322001	009S041E17QS01M	SP	37.17326549	-117.5397987	F	NAD83	027	--	--	0	--	--	0
USGS	371632117394101	008S039E02QS01M	SP	37.27548699	-117.662305	F	NAD83	027	--	--	0	--	--	0
USGS	371651117394001	008S039E02KS01M	SP	37.28076475	-117.6620273	F	NAD83	027	--	--	0	--	--	0
USGS	371734117392401	007S039E35JS01M	SP	37.29270917	-117.657583	F	NAD83	027	--	--	0	--	--	0
USGS	400610119530701	097  N28 E17 25CDB 1    High Rock Springs	SP	40.25434866	-120.0079839	F	NAD83	035	--	--	0	--	--	0
USGS	415837122235400	JENNY CR NR COPCO LAKE, CA	ST	41.97701944	-122.3981972	S	NAD83	093	--	--	0	--	--	0
