agency_cd	site_no	station_nm	site_tp_cd	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	county_cd	peak_begin_date	peak_end_date	peak_count_nu	gw_begin_date	gw_end_date	gw_count_nu
USGS	09423350	CARUTHERS C NR IVANPAH CA	ST	35.24500556	-115.2989889	5	NAD83	071	1963-10-18	2024-02-20	61	--	--	0
USGS	10253000	GOURD C NR LUDLOW CA	ST	34.6763788	-116.0230618	F	NAD83	071	1959	2024	62	--	--	0
USGS	10254050	SALT C NR MECCA	ST	33.44698439	-115.8433229	F	NAD83	065	1962-09-27	1990-06-09	29	--	--	0
USGS	10255550	NEW R NR WESTMORLAND CA	ST	33.10477248	-115.664426	F	NAD83	025	1962-01-25	2024-01-24	63	--	--	0
USGS	10256500	SNOW C NR WHITE WATER CA	ST	33.87057878	-116.6811266	F	NAD83	065	1922-12-14	2024-02-05	73	--	--	0
USGS	10258000	TAHQUITZ C NR PALM SPRINGS CA	ST	33.80502575	-116.5591784	F	NAD83	065	1948-07-22	2024-02-05	76	--	--	0
USGS	10258500	PALM CYN C NR PALM SPRINGS CA	ST	33.74502747	-116.535566	F	NAD83	065	1930-08-01	2024-02-08	90	--	--	0
USGS	10259000	ANDREAS C NR PALM SPRINGS CA	ST	33.76002698	-116.550011	F	NAD83	065	1949-04-18	2024-02-05	76	--	--	0
USGS	10259200	DEEP C NR PALM DESERT CA	ST	33.63113647	-116.3922342	F	NAD83	065	1962	2024-02-01	63	--	--	0
USGS	10259540	WHITEWATER R NR MECCA	ST	33.52475856	-116.0774964	F	NAD83	065	1961-08-15	1992-02-16	32	--	--	0
USGS	10260500	DEEP C NR HESPERIA CA	ST	34.34305858	-117.2264316	F	NAD83	071	1905-03-13	2024-02-05	113	--	--	0
USGS	10260950	WF MOJAVE R AB MOJAVE R FORKS RES NR HESPERIA CA	ST	34.33889196	-117.2578213	S	NAD83	071	1975-03-08	2024-02-05	50	--	--	0
USGS	10261000	WF MOJAVE R NR HESPERIA CA	ST	34.3408364	-117.2408764	F	NAD83	071	1907-03-05	1970-11-29	49	--	--	0
USGS	10261100	MOJAVE R BL FORKS RES NR HESPERIA CA	ST	34.34583624	-117.2380986	S	NAD83	071	1971-12-24	1997-01-26	20	--	--	0
USGS	10261500	MOJAVE R A LO NARROWS NR VICTORVILLE CA	ST	34.57304916	-117.3206018	F	NAD83	071	1931-04-27	2024-02-06	94	--	--	0
USGS	10262000	MOJAVE R NR HODGE CA	ST	34.83551667	-117.1916778	5	NAD83	071	1931-04-28	2024-02-07	27	--	--	0
USGS	10262500	MOJAVE R A BARSTOW CA	ST	34.90693947	-117.0228129	F	NAD83	071	1931	2024-02-07	94	--	--	0
USGS	10263500	BIG ROCK C NR VALYERMO CA	ST	34.42083115	-117.8395072	F	NAD83	037	1923-04-10	2024-02-05	102	--	--	0
USGS	10289500	GREEN CK NR BRIDGEPORT, CA	ST	38.17380969	-119.2337656	S	NAD83	051	1954-05-20	2024-06-07	35	--	--	0
USGS	10290500	ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA	ST	38.17214225	-119.3246032	U	NAD83	051	1911-06-21	2024-06-08	48	--	--	0
USGS	10291500	BUCKEYE CK NR BRIDGEPORT, CA	ST	38.23880787	-119.3259923	1	NAD83	051	1954-05-20	2024-06-06	47	--	--	0
USGS	10293000	E WALKER RV NR BRIDGEPORT, CA	ST	38.3276958	-119.2148759	F	NAD83	051	1923-05-22	2024-06-13	102	--	--	0
USGS	10295500	L WALKER RV NR BRIDGEPORT, CA	ST	38.3607482	-119.4448868	S	NAD83	051	1945-02-02	2008-05-20	55	--	--	0
USGS	10296000	W WALKER RV BLW L WALKER RV NR COLEVILLE, CA	ST	38.3796366	-119.4501649	S	NAD83	051	1937-12-11	2024-05-19	87	--	--	0
USGS	10296500	W WALKER RV NR COLEVILLE, CA	ST	38.51324495	-119.4498872	S	NAD83	051	1903-06-01	2024-05-19	99	--	--	0
USGS	10303000	SILVER KING C NR COLEVILLE CA	ST	38.5165765	-119.6010046	F	NAD83	003	1947-05-02	1950-11-20	5	--	--	0
USGS	10304500	SILVER CK BLW PENN CR NR MARKLEEVILLE, CA	ST	38.59990726	-119.7760107	U	NAD83	003	1947-05-02	1973-07-31	27	--	--	0
USGS	10308200	E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE	ST	38.7146274	-119.7648985	S	NAD83	003	1961-05-26	2024-05-18	64	--	--	0
USGS	10309500	W FK CARSON RV ABV WOODFORDS, CA	ST	38.77685048	-119.8993464	T	NAD83	003	1947-05-02	1950-11-20	5	--	--	0
USGS	10310000	W FK CARSON RV AT WOODFORDS, CA	ST	38.76962765	-119.833789	S	NAD83	003	1890-06-09	2024-04-23	109	--	--	0
USGS	10310300	FREDERICKSBURG CYN CK NR FREDERICKSBURG, CA	ST	38.82712805	-119.7998997	T	NAD83	003	1989-05-08	2001-05-08	13	--	--	0
USGS	10310330	LUTHER CK NR FREDRICKSBURG, CA	ST	38.85712847	-119.8099	T	NAD83	003	--	--	0	--	--	0
USGS	10336610	UPPER TRUCKEE RV AT SOUTH LAKE TAHOE, CA	ST	38.9224078	-119.9915706	S	NAD83	017	1972-06-01	2024-05-19	49	--	--	0
USGS	10336626	TAYLOR C NR CAMP RICHARDSON CA	ST	38.9215744	-120.0612952	F	NAD83	017	1969-05-28	1992-04-30	24	--	--	0
USGS	10336660	BLACKWOOD C NR TAHOE CITY CA	ST	39.107385	-120.1621147	F	NAD83	061	1961-05-10	2024-05-18	64	--	--	0
USGS	10336676	WARD C AT HWY 89 NR TAHOE PINES CA	ST	39.13210688	-120.1576705	F	NAD83	061	1973-05-16	2024-05-18	52	--	--	0
USGS	10336780	TROUT CK NR TAHOE VALLEY, CA	ST	38.9199077	-119.9724036	S	NAD83	017	1961-06-14	2024-05-19	64	--	--	0
USGS	10337500	TRUCKEE R A TAHOE CITY CA	ST	39.16627309	-120.1443373	F	NAD83	061	1901-08-11	2024-06-16	124	--	--	0
USGS	10338000	TRUCKEE R NR TRUCKEE CA	ST	39.29627044	-120.2054519	F	NAD83	061	1945-02-02	2024-04-23	55	--	--	0
USGS	10338500	DONNER C A DONNER LK NR TRUCKEE CA	ST	39.3235172	-120.2343654	F	NAD83	057	1909-11-25	2024-06-05	91	--	--	0
USGS	10339400	MARTIS C NR TRUCKEE CA	ST	39.32879577	-120.1176964	F	NAD83	057	1959-02-16	2010-04-28	50	--	--	0
USGS	10340500	PROSSER C BL PROSSER C DAM NR TRUCKEE CA	ST	39.37324026	-120.131587	F	NAD83	057	1943-01-21	2024-03-29	82	--	--	0
USGS	10343000	INDEPENDENCE C NR TRUCKEE CA	ST	39.45654494	-120.287123	F	NAD83	091	1903-05-13	2024-06-05	62	--	--	0
USGS	10343500	SAGEHEN C NR TRUCKEE CA	ST	39.43154577	-120.2379547	F	NAD83	057	1954-04-22	2024-04-22	71	--	--	0
USGS	10344400	LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA	ST	39.4357137	-120.0843395	F	NAD83	057	1904-04-14	2024-05-22	92	--	--	0
USGS	10344500	LITTLE TRUCKEE R BL BOCA DAM NR TRUCKEE CA	ST	39.38682549	-120.0954502	F	NAD83	057	1890-05-06	2024-06-28	91	--	--	0
USGS	10346000	TRUCKEE R A FARAD CA	ST	39.42793648	-120.0340602	S	NAD83	057	1900-05-10	2024-05-15	125	--	--	0
USGS	10356500	SUSAN R A SUSANVILLE CA	ST	40.4137361	-120.6642556	5	NAD83	035	1901-02-23	1997-01-02	54	--	--	0
USGS	10358500	WILLOW C NR SUSANVILLE CA	ST	40.4890637	-120.5371707	F	NAD83	035	1951-01-23	1997-01-02	44	--	--	0
USGS	11014000	JAMUL C NR JAMUL CA	ST	32.6375566	-116.8841893	F	NAD83	073	1940-04-10	2024-02-08	77	--	--	0
USGS	11027000	GUEJITO C NR SAN PASQUAL CA	ST	33.11587469	-116.9530708	F	NAD83	073	1946-12-28	2024-02-07	55	--	--	0
USGS	11028500	SANTA MARIA C NR RAMONA CA	ST	33.0522655	-116.9455844	F	NAD83	073	1914-02-21	2024-02-08	85	--	--	0
USGS	11032500	WF SAN LUIS REY R NR NELLIE CA	ST	33.32642444	-116.8064118	S	NAD83	073	--	--	0	--	--	0
USGS	11035500	SAN LUIS REY R NR NELLIE CA	ST	33.26670319	-116.8911368	S	NAD83	073	--	--	0	--	--	0
USGS	11042400	TEMECULA C NR AGUANGA CA	ST	33.459199	-116.9236289	F	NAD83	065	1958-04-03	2024-02-08	67	--	--	0
USGS	11043000	MURRIETA C A TEMECULA CA	ST	33.47975066	-117.1439203	F	NAD83	065	1931-02-05	2024-02-06	94	--	--	0
USGS	11044000	SANTA MARGARITA R NR TEMECULA CA	ST	33.4739175	-117.1422536	F	NAD83	065	1923-02-12	2024-02-06	101	--	--	0
USGS	11046300	SAN MATEO C NR SAN CLEMENTE CA	ST	33.47085987	-117.4730986	S	NAD83	073	1953-01-07	2024-02-06	47	--	--	0
USGS	11055500	PLUNGE C NR EAST HIGHLANDS CA	ST	34.11834458	-117.141704	F	NAD83	071	1919-03-15	2024-02-05	106	--	--	0
USGS	11055700	CITY C WATER CO CN NR HIGHLAND CA	ST	34.14417935	-117.1891982	F	NAD83	071	--	--	0	--	--	0
USGS	11055800	CITY C NR HIGHLAND CA	ST	34.14390158	-117.1886426	F	NAD83	071	1920-03-22	2024-03-02	105	--	--	0
USGS	11058500	E TWIN C NR ARROWHEAD SPRINGS CA	ST	34.1791779	-117.2655894	S	NAD83	071	1920-02-22	2024-03-02	103	--	--	0
USGS	11063500	LONE PINE C NR KEENBROOK CA	ST	34.2663946	-117.4639388	F	NAD83	071	1920-03-22	2008-01-27	78	--	--	0
USGS	11070240	SUNNYMEAD CHANNEL A ALLESANDRO BLVD NR SNYM CA	ST	33.91723957	-117.2436504	F	NAD83	065	1990-02-17	1993-01-16	4	--	--	0
USGS	11070256	PERRIS VALLEY STORM DR A NANDINO AVE NR MAR CA	ST	33.8669625	-117.2128148	F	NAD83	065	1990-02-17	1993-01-06	4	--	--	0
USGS	11070262	PERRIS VALLEY STORM DR A LAT B A PERRIS BLV N CA	ST	33.8586293	-117.2264265	F	NAD83	065	1989-12-11	1993-01-16	2	--	--	0
USGS	11073360	CHINO C A SCHAEFER AVENUE NR CHINO CA	ST	34.00390144	-117.7270006	S	NAD83	071	1969-01-25	2024-02-04	56	--	--	0
USGS	11075720	CARBON C BL CARBON CYN DAM CA	ST	33.9133473	-117.8425461	F	NAD83	059	1962-02-13	2024-02-05	63	--	--	0
USGS	11085000	SAN GABRIEL R BL SANTA FE DAM NR BALDWIN PK CA	ST	34.11223019	-117.9695092	F	NAD83	037	1943-01-23	2024-04-29	82	--	--	0
USGS	11087020	SAN GABRIEL R AB WHITTIER NARROWS DAM CA	ST	34.03417767	-118.0381225	F	NAD83	037	1956-01-26	2024-02-05	63	--	--	0
USGS	11089500	FULLERTON C BL FULLERTON DAM NR BREA CA	ST	33.89584744	-117.8861582	F	NAD83	059	1942-07-04	2024-02-05	83	--	--	0
USGS	11092450	LOS ANGELES R A SEPULVEDA DAM CA	ST	34.16167247	-118.466749	F	NAD83	037	1930-03-15	2024-02-05	72	--	--	0
USGS	11098000	ARROYO SECO NR PASADENA CA	ST	34.22222629	-118.1775727	F	NAD83	037	1914-02-20	2024-03-02	111	--	--	0
USGS	11101250	RIO HONDO AB WHITTIER NARROWS DAM CA	ST	34.05834368	-118.0717348	F	NAD83	037	1957-02-23	2024-03-07	68	--	--	0
USGS	11102300	RIO HONDO BL WHITTIER NARROWS DAM CA	ST	34.0166788	-118.0884018	F	NAD83	037	1967-01-24	2024-02-05	58	--	--	0
USGS	11108500	SANTA CLARA RIVER AT L.A.-VENTURA CO. LINE CA	ST	34.39971939	-118.7048126	F	NAD83	111	1952-11-15	1996-02-20	44	--	--	0
USGS	11109375	PIRU C BL BUCK C NR PYRAMID LK CA	ST	34.6660963	-118.8242608	F	NAD83	111	1977-01-03	2019-01-17	26	--	--	0
USGS	11109600	PIRU CREEK ABOVE LAKE PIRU CA	ST	34.5230473	-118.7570206	F	NAD83	111	1938-03-02	2024-02-05	70	--	--	0
USGS	11111500	SESPE CREEK NEAR WHEELER SPRINGS CA	ST	34.5777657	-119.2573347	S	NAD83	111	1949-03-10	2024-02-04	71	--	--	0
USGS	11113000	SESPE C NR FILLMORE	ST	34.4416592	-118.9273019	F	NAD83	111	1933-01-19	2024-02-04	86	--	--	0
USGS	11113500	SANTA PAULA C NR SANTA PAULA	ST	34.4133295	-119.0823272	F	NAD83	111	1933-01-19	2024-02-04	91	--	--	0
USGS	11113920	SANTA CLARA R A SATICOY CA	ST	34.27889168	-119.142051	S	NAD83	111	--	--	0	--	--	0
USGS	11114000	SANTA CLARA RIVER AT MONTALVO CA	ST	34.27889168	-119.142051	F	NAD83	111	1932-02-09	2004-02-26	52	--	--	0
USGS	11118500	VENTURA R NR VENTURA	ST	34.35221417	-119.3084218	F	NAD83	111	1933-01-19	2024-02-04	92	--	--	0
USGS	11119500	CARPINTERIA C NR CARPINTERIA CA	ST	34.40125046	-119.48823248	F	NAD83	083	1941-03-03	2024-02-19	83	--	--	0
USGS	11119750	MISSION C NR MISSION ST NR SANTA BARBARA CA	ST	34.42662778	-119.7236694	5	NAD83	083	1970-11-29	2024-02-04	52	--	--	0
USGS	11119780	ARROYO BURRO A SANTA BARBARA CA	ST	34.43694215	-119.7465269	F	NAD83	083	1970-12-21	1992-02-12	22	--	--	0
USGS	11119940	MARIA YGNACIO C A UNIVERSITY DRIVE NR GOLETA CA	ST	34.44498584	-119.8037132	F	NAD83	083	1970-11-29	2024-02-04	54	--	--	0
USGS	11120000	ATASCADERO C NR GOLETA CA	ST	34.4247085	-119.8117688	F	NAD83	083	1942-04-14	2024-02-04	83	--	--	0
USGS	11120500	SAN JOSE C NR GOLETA CA	ST	34.4591521	-119.8089913	F	NAD83	083	1941-04-04	2024-02-19	83	--	--	0
USGS	11120510	SAN JOSE C A GOLETA CA	ST	34.43027415	-119.822083	F	NAD83	083	1970-11-29	2000-04-17	25	--	--	0
USGS	11120530	TECOLOTITO C NR GOLETA CA	ST	34.43471754	-119.8687502	F	NAD83	083	1970-12-21	1991-03-18	9	--	--	0
USGS	11123000	SANTA YNEZ R BL GIBRALTAR DAM NR SANTA BARBARA CA	ST	34.52442917	-119.6873223	F	NAD83	083	1950-10-06	2024-02-04	73	--	--	0
USGS	11123500	SANTA YNEZ R BL LOS LAURLS CYN NR SNTA YNEZ CA	ST	34.54359399	-119.864827	F	NAD83	083	1948-03-24	2024-02-04	77	--	--	0
USGS	11124500	SANTA CRUZ C NR SANTA YNEZ CA	ST	34.5966563	-119.9087519	F	NAD83	083	1941-12-28	2024-02-04	82	--	--	0
USGS	11128500	SANTA YNEZ R A SOLVANG CA	ST	34.58497968	-120.1445568	F	NAD83	083	1929-03-10	2024-02-19	82	--	--	0
USGS	11132500	SALSIPUEDES C NR LOMPOC CA	ST	34.58858865	-120.4084524	F	NAD83	083	1941-03-03	2024-02-04	84	--	--	0
USGS	11133000	SANTA YNEZ R A NARROWS NR LOMPOC CA	ST	34.6360873	-120.4245645	F	NAD83	083	1907-01-09	2024-02-20	102	--	--	0
USGS	11134800	MIGUELITO C A LOMPOC CA	ST	34.6316501	-120.4648857	F	NAD83	083	1969-01-25	2009-02-16	38	--	--	0
USGS	11135800	SAN ANTONIO C A LOS ALAMOS CA	ST	34.74330807	-120.2709507	F	NAD83	083	1970-12-21	2024-02-19	45	--	--	0
USGS	11136100	SAN ANTONIO C NR CASMALIA CA	ST	34.78219396	-120.5301244	S	NAD83	083	1956-01-25	2024-02-19	57	--	--	0
USGS	11136650	ALISO CYN C NR NEW CUYAMA CA	ST	34.9833102	-119.7759677	F	NAD83	083	1960	1972-10-18	14	--	--	0
USGS	11136800	CUYAMA R BL BUCKHORN CYN NR SANTA MARIA CA	ST	35.02191265	-120.2284528	F	NAD83	079	1904-03-12	2024-02-06	67	--	--	0
USGS	11137900	HUASNA R NR ARROYO GRANDE CA	ST	35.0777435	-120.3717905	F	NAD83	079	1960-02-01	2024-02-19	48	--	--	0
USGS	11138500	SISQUOC R NR SISQUOC CA	ST	34.83995556	-120.1671694	5	NAD83	083	1930-03-17	2024-02-19	78	--	--	0
USGS	11140000	SISQUOC R NR GAREY	ST	34.8938596	-120.3065089	F	NAD83	083	1941-03-05	2024-02-05	82	--	--	0
USGS	11140600	BRADLEY DITCH NR DONOVAN RD A SANTA MARIA CA	ST-DCH	34.96664454	-120.4176628	F	NAD83	083	1970-12-21	1999-03-19	23	--	--	0
USGS	11141280	LOPEZ C NR ARROYO GRANDE CA	ST	35.23551667	-120.4723504	F	NAD83	079	1967-07-30	2024-02-19	58	--	--	0
USGS	11143000	BIG SUR R NR BIG SUR CA	ST	36.24576038	-121.7732293	F	NAD83	053	1950-03-24	2024-02-19	75	--	--	0
USGS	11143200	CARMEL R A ROBLES DEL RIO CA	ST	36.4748611	-121.7288889	5	NAD83	053	1955-12-23	2024-02-05	68	--	--	0
USGS	11143250	CARMEL R NR CARMEL CA	ST	36.5390863	-121.880458	F	NAD83	053	1963-01-31	2024-02-05	62	--	--	0
USGS	11147070	SANTA RITA C NR TEMPLETON CA	ST	35.5238408	-120.7659725	5	NAD83	079	1962-02-09	2024-02-19	35	--	--	0
USGS	11147500	SALINAS R A PASO ROBLES CA	ST	35.6285813	-120.6843373	F	NAD83	079	1938-02-10	2024-02-19	83	--	--	0
USGS	11148500	ESTRELLA R NR ESTRELLA CA	ST	35.71719096	-120.6401683	F	NAD83	079	1955-02-27	2019-03-07	65	--	--	0
USGS	11148900	NACIMIENTO R BL SAPAQUE C NR BRYSON CA	ST	35.78857918	-121.0938048	F	NAD83	079	1971-12-25	2024-02-19	53	--	--	0
USGS	11149400	NACIMIENTO R BL NACIMIENTO DAM NR BRADLEY CA	ST	35.76135678	-120.855458	F	NAD83	079	1958-04-07	2024-04-18	67	--	--	0
USGS	11149900	SAN ANTONIO R NR LOCKWOOD CA	ST	35.89663404	-121.0882491	F	NAD83	053	1965-12-31	2024-02-04	59	--	--	0
USGS	11151300	SAN LORENZO C BL BITTERWATER C NR KING CITY CA	ST	36.26802087	-121.066303	F	NAD83	053	1959-02-18	2024-02-19	66	--	--	0
USGS	11151870	ARROYO SECO NR GREENFIELD CA	ST	36.23746164	-121.4816027	F	NAD83	053	1962-02-09	2024-02-04	63	--	--	0
USGS	11152000	ARROYO SECO NR SOLEDAD CA	ST	36.28052076	-121.3227063	F	NAD83	053	1906-01-13	2024-02-04	119	--	--	0
USGS	11152500	SALINAS R NR SPRECKELS CA	ST	36.631071	-121.672446	F	NAD83	053	1862	2024-02-06	96	--	--	0
USGS	11152540	EL TORO C NR SPRECKELS CA	ST	36.5832937	-121.714947	F	NAD83	053	1962-03-06	2001-03-04	40	--	--	0
USGS	11152600	GABILAN C NR SALINAS CA	ST	36.75579196	-121.6105005	F	NAD83	053	1970-12-21	2014-02-28	44	--	--	0
USGS	11152650	RECLAMATION DITCH NR SALINAS CA	ST-DCH	36.7049586	-121.7049475	F	NAD83	053	--	--	0	--	--	0
USGS	11152900	CEDAR C NR BELL STATION CA	ST	37.04991347	-121.327395	F	NAD83	085	1962-02-15	2024-03-02	22	--	--	0
USGS	11153000	PACHECO C NR DUNNEVILLE CA	ST	36.98	-121.3802778	S	NAD83	085	1940-02-27	2024-02-05	61	--	--	0
USGS	11153470	LLAGAS C AB CHESBRO RES NR MORGAN HILL CA	ST	37.1483333	-121.7683333	S	NAD83	085	1971-12-27	2009-10-13	18	--	--	0
USGS	11154200	UVAS C NR GILROY CA	ST	36.99217114	-121.5735532	F	NAD83	085	1959-09-18	1997-01-02	35	--	--	0
USGS	11156500	SAN BENITO R NR WILLOW CREEK SCHOOL CA	ST	36.60936829	-121.2029416	F	NAD83	069	1938-02	2024-02-19	86	--	--	0
USGS	11157500	TRES PINOS C NR TRES PINOS CA	ST	36.765753	-121.2996128	S	NAD83	069	1938-02	2024-02-04	73	--	--	0
USGS	11159000	PAJARO R A CHITTENDEN CA	ST	36.90019209	-121.5976778	F	NAD83	087	1938-02	2024-02-08	86	--	--	0
USGS	11159200	CORRALITOS C A FREEDOM CA	ST	36.9393968	-121.7705065	F	NAD83	087	1955-12-22	2024-01-22	69	--	--	0
USGS	11159690	APTOS C NR APTOS CA	ST	37.00161665	-121.9060688	F	NAD83	087	1972-02-05	2024-01-22	13	--	--	0
USGS	11160000	SOQUEL C A SOQUEL CA	ST	36.9913389	-121.9557933	F	NAD83	087	1937-02-13	2024-01-22	75	--	--	0
USGS	11160020	SAN LORENZO R NR BOULDER C CA	ST	37.20661136	-122.1449644	F	NAD83	087	1969-06-26	1996-12-10	25	--	--	0
USGS	11160060	BEAR C A BOULDER C CA	ST	37.12772447	-122.1169089	F	NAD83	087	1978-01-14	1996-12-10	16	--	--	0
USGS	11160070	BOULDER C AT BOULDER CREEK CA	ST	37.12661339	-122.1227425	F	NAD83	087	1977-03-15	1996-12-10	17	--	--	0
USGS	11160300	ZAYANTE C A ZAYANTE CA	ST	37.08605874	-122.0469069	F	NAD83	087	1958-04-02	1996-12-10	36	--	--	0
USGS	11160500	SAN LORENZO R A BIG TREES CA	ST	37.0443931	-122.072464	F	NAD83	087	1937-02-14	2024-02-04	88	--	--	0
USGS	11161900	SCOTT C AB LITTLE C NR DAVENPORT CA	ST	37.06411519	-122.2294139	F	NAD83	087	1937-03-21	1982-01-04	20	--	--	0
USGS	11162500	PESCADERO C NR PESCADERO CA	ST	37.2607338	-122.3288125	F	NAD83	081	1952-03-14	2024-01-22	73	--	--	0
USGS	11162540	BUTANO C NR PESCADERO CA	ST	37.233825	-122.3673389	5	NAD83	081	1961	1974-04-01	14	--	--	0
USGS	11162570	SAN GREGORIO C A SAN GREGORIO CA	ST	37.32573199	-122.3865927	S	NAD83	081	1955-12-22	2024-01-22	49	--	--	0
USGS	11162800	REDWOOD C A REDWOOD CITY CA	ST	37.44938279	-122.2335772	F	NAD83	081	1960-02-08	1996-12-10	38	--	--	0
USGS	11164500	SAN FRANCISQUITO C A STANFORD UNIVERSITY CA	ST	37.42327257	-122.1894095	F	NAD83	085	1931	2024-01-22	85	--	--	0
USGS	11166000	MATADERO C A PALO ALTO CA	ST	37.4216062	-122.1355193	F	NAD83	085	1952-12-06	2016-03-07	63	--	--	0
USGS	11169000	GUADALUPE R A SAN JOSE CA	ST	37.3343859	-121.8994	F	NAD83	085	1930-03-05	2002-12-16	74	--	--	0
USGS	11169500	SARATOGA C A SARATOGA CA	ST	37.25438808	-122.039404	F	NAD83	085	1934-01-01	2024-02-04	91	--	--	0
USGS	11169800	COYOTE C NR GILROY CA	ST	37.07768925	-121.4943442	F	NAD83	085	1961-02-03	2024-02-05	42	--	--	0
USGS	11170000	COYOTE C NR MADRONE CA	ST	37.1682416	-121.6496271	S	NAD83	085	1903-03-31	2024-02-18	85	--	--	0
USGS	11173200	ARROYO HONDO NR SAN JOSE CA	ST	37.46160337	-121.769397	F	NAD83	085	1969-01-26	2024-02-04	43	--	--	0
USGS	11174000	SAN ANTONIO C NR SUNOL CA	ST	37.5773982	-121.8576936	S	NAD83	001	1913-01-19	2024-02-04	50	--	--	0
USGS	11174600	ALAMO CN NR PLEASANTON CA	ST-CA	37.69444444	-121.9194444	S	NAD83	001	1980-01-13	2024-01-22	14	--	--	0
USGS	11176000	ARROYO MOCHO NR LIVERMORE CA	ST	37.62632039	-121.7046734	S	NAD83	001	1913-01-17	2001-03-04	57	--	--	0
USGS	11176400	ARROYO VALLE BL LANG CYN NR LIVERMORE CA	ST	37.56132196	-121.6838389	F	NAD83	001	1964-01-21	2024-02-04	61	--	--	0
USGS	11176500	ARROYO VALLE NR LIVERMORE CA	ST	37.62323149	-121.7588028	F	NAD83	001	1913-01-19	2024-02-14	85	--	--	0
USGS	11177000	ARROYO DE LA LAGUNA NR PLEASANTON CA	ST	37.61521066	-121.8816236	F	NAD83	001	1913-01-17	2002-12-16	47	--	--	0
USGS	11179000	ALAMEDA C NR NILES CA	ST	37.5871193	-121.960752	F	NAD83	001	1892-03-30	2024-01-22	133	--	--	0
USGS	11180500	DRY C A UNION CITY CA	ST	37.6060452	-122.0238504	F	NAD83	001	1917-02-24	2024-02-07	69	--	--	0
USGS	11180700	ALAMEDA C FLOOD CHANNEL A UNION CITY CA	ST	37.58576818	-122.0482955	F	NAD83	001	1959-02-16	2024-01-22	66	--	--	0
USGS	11180960	CULL C AB CULL C RES NR CASTRO VALLEY CA	ST	37.7176715	-122.0543673	F	NAD83	001	1979-02-21	2024-02-18	46	--	--	0
USGS	11181000	SAN LORENZO C A HAYWARD CA	ST	37.68548644	-122.064407	S	NAD83	001	1940-02-27	2024-02-18	66	--	--	0
USGS	11181008	CASTRO VALLEY C A HAYWARD CA	ST	37.6799311	-122.0805186	F	NAD83	001	1971-12-22	2024-02-18	53	--	--	0
USGS	11181040	SAN LORENZO C A SAN LORENZO CA	ST	37.6840977	-122.1399649	F	NAD83	001	1968-01-30	2024-02-18	48	--	--	0
USGS	11181330	TEMESCAL C AB LK TEMESCAL A OAKLAND CA	ST	37.8438154	-122.2274681	F	NAD83	001	1980-02-19	1991-10-26	5	--	--	0
USGS	11181390	WILDCAT C A VALE RD AT RICHMOND CA	ST	37.9532571	-122.3383039	F	NAD83	013	1976-02-29	1997-01-02	22	--	--	0
USGS	11181400	WILDCAT C A RICHMOND CA	ST	37.96131246	-122.3602489	F	NAD83	013	1965-01-05	1975-03-21	11	--	--	0
USGS	11182030	RHEEM C A SAN PABLO CA	ST	37.9771453	-122.35386	F	NAD83	013	1960-12-01	1997-01-01	31	--	--	0
USGS	11182500	SAN RAMON C A SAN RAMON CA	ST	37.7729487	-121.9946443	F	NAD83	013	1952-12-07	2024-02-18	72	--	--	0
USGS	11183000	SAN RAMON C AT WALNUT CREEK CA	ST	37.8843691	-122.0510736	F	NAD83	013	1952-12-07	1973-02-27	21	--	--	0
USGS	11183600	WALNUT C A CONCORD CA	ST	37.9452008	-122.0496848	F	NAD83	013	1969-01-26	1997-01-22	25	--	--	0
USGS	11183700	LITTLE PINE C NR ALAMO CA	ST	37.88492448	-121.977738	F	NAD83	013	1975-03-21	1989-03-11	15	--	--	0
USGS	11187000	KERN R A KERNVILLE CA	ST	35.7543954	-118.4234182	F	NAD83	029	1950-11-19	1992-05-13	40	--	--	0
USGS	11189500	SF KERN R NR ONYX CA	ST	35.7374672	-118.1736856	F	NAD83	029	1912-05-19	2024-04-23	104	--	--	0
USGS	11191000	KERN R BL ISABELLA DAM CA	ST	35.6391193	-118.4848082	F	NAD83	029	1945-05-04	1990-07-19	46	--	--	0
USGS	11192500	KERN R NR DEMOCRAT SPRINGS(RIVER ONLY) CA	ST	35.52078857	-118.6770332	F	NAD83	029	1950-11-19	2023-10-16	73	--	--	0
USGS	11199500	WHITE R NR DUCOR CA	ST	35.81454304	-118.92924795	F	NAD83	107	1943-03-09	2005-01-11	44	--	--	0
USGS	11200800	DEER C NR FOUNTAIN SPRINGS CA	ST	35.9416243	-118.8228716	F	NAD83	107	1966-12-06	2024-03-23	58	--	--	0
USGS	11203200	TULE R NR SPRINGVILLE CA	ST	36.0946716	-118.836761	F	NAD83	107	1955-12	1983-11-24	28	--	--	0
USGS	11203220	TULE R A HWY 190 NR SPRINGVILLE CA	ST	36.10050536	-118.86954	F	NAD83	107	1989-03-02	1990-05-28	2	--	--	0
USGS	11204500	SF TULE R NR SUCCESS CA	ST	36.04245027	-118.8575946	F	NAD83	107	1931-01-02	1990-05-28	59	--	--	0
USGS	11204680	PIONEER DITCH BL SUCCESS DAM. CA	ST-DCH	36.0593955	-118.9237086	F	NAD83	107	--	--	0	--	--	0
