site_no,station_name,latitude,longitude,start_year,end_year,total_measurements
342628119480001,004N028W10K001S,34.44110776,-119.8009721,1938.0,1938.0,2
342628119480601,004N028W10L001S,34.4411077,-119.8026388,1926.0,1956.0,34
342628119495701,004N028W08K011S,34.44110706,-119.8334724,1984.0,2019.0,86
342628119502201,004N028W08M001S,34.4411069,-119.8404169,1922.0,1942.0,3
342629119450801,004N027W07L003S,34.44138656,-119.753194,1923.0,1943.0,34
342629119460501,004N028W12L001S,34.4413862,-119.7690275,1935.0,1956.0,5
342629119463301,004N028W11J001S,34.44138605,-119.7768053,1948.0,1948.0,1
342629119472001,004N028W11M001S,34.44138577,-119.789861,1974.0,1976.0,2
342629119472601,004N028W11M002S,34.44138574,-119.7915276,1974.0,1976.0,2
342629119535901,004N029W10K001S,34.44138339,-119.900695,1964.0,1964.0,2
342630119371301,004N026W08J001S,34.4416623,-119.6212415,1976.0,1976.0,1
342630119371302,004N026W08J002S,34.4416623,-119.6212415,1976.0,1976.0,1
342630119442301,004N027W08M005S,34.4419722,-119.7402806,1987.0,2021.0,421
342630119442302,004N027W08M006S,34.441975,-119.7402806,1987.0,2021.0,343
342630119451101,004N027W07L002S,34.4416643,-119.7540274,1940.0,1940.0,1
342630119452701,004N028W12J002S,34.4416642,-119.7584719,1946.0,1946.0,1
342630119483601,004N028W09K002S,34.4408296,-119.8181945,1971.0,2020.0,157
342630119493001,004N028W09M003S,34.44166277,-119.8259723,1976.0,1976.0,2
342630119495001,004N028W08K008S,34.44166265,-119.8315279,1970.0,2003.0,104
342630119495301,004N028W08K001S,34.4416626,-119.8323613,1946.0,1946.0,1
342630119495801,004N028W08K002S,34.4416626,-119.8337502,1932.0,1946.0,3
342631119442301,004N027W08M001S,34.44194199,-119.7406934,1932.0,1940.0,3
342631119460501,004N028W12L007S,34.44194177,-119.7690275,1986.0,1987.0,16
342631119465501,004N028W11K003S,34.44194147,-119.7829165,1945.0,1945.0,6
342631119465701,004N028W11K001S,34.44194146,-119.783472,1936.0,1944.0,20
342631119472801,004N028W10K003S,34.44194127,-119.7920832,1941.0,1941.0,1
342631119490901,004N028W09L001S,34.44194067,-119.820139,1941.0,1946.0,3
342631119495501,004N028W08K005S,34.44194039,-119.8329168,1934.0,1945.0,70
342632119362401,004N026W09K001S,34.4422176,-119.6076295,1977.0,1977.0,2
342632119451601,004N027W07M006S,34.44221984,-119.7554163,1971.0,1985.0,121
342632119460601,004N028W12L002S,34.44221954,-119.7693053,1937.0,1955.0,8
342632119460602,004N028W12L005S,34.44221954,-119.7693053,1955.0,1977.0,96
342632119460603,004N028W12L006S,34.44221954,-119.7693053,1984.0,1989.0,37
342632119464501,004N028W11G005S,34.4422193,-119.7801387,1983.0,1995.0,28
342632119483101,004N028W10E001S,34.44221867,-119.8095833,1931.0,1946.0,18
342632119491301,004N028W09L002S,34.4422184,-119.82125,1942.0,1968.0,35
342632119491302,004N028W09L003S,34.4422184,-119.82125,1941.0,1941.0,3
342632119493201,004N028W08J002S,34.4422183,-119.8265279,1941.0,1942.0,29
342633119444101,004N027W07K002S,34.4424976,-119.7456937,1920.0,1941.0,4
342633119450401,004N027W07L006S,34.44249768,-119.7520829,1941.0,1942.0,12
342633119465701,004N028W11K004S,34.442497,-119.783472,1947.0,1971.0,217
342633119481701,004N028W10F001S,34.4424965,-119.8056944,1941.0,1966.0,280
342633119493901,004N028W08J003S,34.44249604,-119.8284724,1973.0,1973.0,1
342633119493902,004N028W08J004S,34.44249604,-119.8284724,1976.0,1976.0,3
342633119500501,004N028W08K006S,34.44249588,-119.8356946,1941.0,1941.0,2
342633119500701,004N028W08L002S,34.44249587,-119.8362502,1955.0,1956.0,2
342633119500702,004N028W08L003S,34.44249587,-119.8362502,1955.0,1955.0,1
342633119501201,004N028W08F002S,34.44249584,-119.837639,1978.0,2005.0,94
342634119374501,004N026W08L002S,34.44277354,-119.6301309,1977.0,1977.0,1
342634119443901,004N027W07K003S,34.44277539,-119.7451381,1941.0,1941.0,2
342634119451601,004N027W07M001S,34.44277538,-119.7554163,1936.0,1946.0,4
342634119470201,004N028W11L001S,34.44277475,-119.784861,1941.0,1979.0,102
342634119472101,004N028W11E002S,34.44277464,-119.7901388,1978.0,2021.0,31
342635119355801,004N026W10M001S,34.4430508,-119.6004069,1975.0,1976.0,3
342635119442501,004N027W07J002S,34.4430531,-119.741249,1938.0,1960.0,45
342635119444201,004N027W07K001S,34.44305317,-119.7459715,1941.0,1949.0,3
342635119472701,004N028W11E001S,34.44305237,-119.7918055,1948.0,1948.0,1
342635119481701,004N028W10F002S,34.44305207,-119.8056944,1941.0,1944.0,44
342635119483401,004N028W09H002S,34.44305197,-119.8104167,1923.0,1941.0,8
342635119490201,004N028W09H003S,34.44305197,-119.8106945,1971.0,2021.0,144
342636119370001,004N026W09M001S,34.44332888,-119.6176302,1977.0,1977.0,1
342636119445801,004N027W07F005S,34.443331,-119.7504163,1919.0,1946.0,5
342636119453501,004N028W12H003S,34.4433308,-119.7606941,1977.0,1977.0,1
342636119464401,004N028W11G001S,34.4433304,-119.7798609,1926.0,1959.0,8
342636119464402,004N028W11G002S,34.4433304,-119.7798609,1936.0,1936.0,1
342636119473101,004N028W10H005S,34.4433301,-119.7929166,1948.0,1948.0,2
342636119485401,004N028W09G002S,34.4433296,-119.8159723,1946.0,1978.0,83
342636119490201,004N028W09G001S,34.44332958,-119.8181945,1938.0,1959.0,2
342636119492801,004N028W09E001S,34.4433294,-119.8254168,1941.0,1962.0,177
342637119375201,004N026W08F002S,34.44360689,-119.6320755,1977.0,1978.0,2
342637119381101,004N026W08E001S,34.44360697,-119.6373536,1951.0,1951.0,2
342637119440901,004N027W08E001S,34.4435833,-119.73675,1948.0,2021.0,409
342637119441301,004N027W08E004S,34.44369444,-119.7369444,2003.0,2021.0,159
342637119444101,004N027W07K007S,34.4436087,-119.7456938,1948.0,1948.0,1
342637119452001,004N027W07E005S,34.44360868,-119.7565275,1941.0,1941.0,2
342637119491701,004N028W09F001S,34.44360726,-119.8223612,1946.0,1946.0,1
342637119491702,004N028W09F005S,34.44360726,-119.8223612,1950.0,1950.0,1
342638119374901,004N026W08F001S,34.44388465,-119.6312421,1977.0,1977.0,1
342638119445201,004N027W07G003S,34.44388654,-119.7487495,1938.0,1946.0,4
342638119453201,004N028W12H001S,34.44388638,-119.7598608,1937.0,1942.0,2
342638119474601,004N028W10H001S,34.44388558,-119.7970833,1941.0,1941.0,1
342638119475201,004N028W10G004S,34.44388554,-119.79875,1940.0,1946.0,5
342638119493401,004N028W08H001S,34.4438849,-119.8270835,1938.0,1939.0,2
342638119545101,004N029W09H003S,34.443883,-119.9151397,1977.0,1977.0,1
342638119545901,004N029W09H009S,34.44388298,-119.9173619,1977.0,1978.0,2
342638119550101,004N029W09H006S,34.44388297,-119.9179175,1977.0,1977.0,1
342639119382701,004N026W07H001S,34.44416259,-119.6417984,1977.0,1977.0,1
342639119443801,004N027W07H005S,34.44416425,-119.7448604,1988.0,2000.0,97
342639119445601,004N027W07G008S,34.4441643,-119.7498607,1948.0,1948.0,1
342639119452801,004N028W12H004S,34.44394444,-119.7586667,1977.0,2021.0,1147
342639119474201,004N028W10H003S,34.44416338,-119.7959722,1941.0,1942.0,14
342639119494801,004N028W08G001S,34.4441626,-119.8309724,1979.0,2021.0,67
342640119373901,004N026W08G001S,34.44444015,-119.6284642,1951.0,1951.0,1
342640119391601,004N027W12H001S,34.44444058,-119.6554103,1975.0,1975.0,2
342640119445001,004N027W07G004S,34.44444208,-119.7481939,1938.0,1938.0,1
342640119450101,004N027W07F002S,34.4444421,-119.7512497,1941.0,1941.0,1
342640119450501,004N027W07F010S,34.4444421,-119.7523608,1949.0,1949.0,1
342640119475401,004N028W10G003S,34.44444108,-119.7993056,1941.0,1941.0,1
342640119475402,004N028W10G007S,34.4440833,-119.7995833,2011.0,2011.0,1
342640119492801,004N028W09E002S,34.4444405,-119.8254168,1932.0,1946.0,13
342640119540601,004N029W09R001S,34.44443884,-119.9026396,1964.0,1964.0,2
342640119545101,004N029W09H002S,34.44443857,-119.9151397,1977.0,1977.0,2
342640119545901,004N029W09H008S,34.4444385,-119.9173619,1977.0,1977.0,1
342641119370201,004N026W09E001S,34.44471775,-119.6181858,1962.0,1974.0,3
342641119443701,004N027W07H001S,34.4447198,-119.7445826,1938.0,1946.0,3
342641119475402,004N028W10G005S,34.44471885,-119.7993056,1924.0,1941.0,4
342641119545901,004N029W09H007S,34.4447163,-119.9173619,1977.0,1977.0,1
342642119375701,004N026W08E007S,34.44499577,-119.6334645,1977.0,1978.0,2
342642119380001,004N026W08E006S,34.44499579,-119.6342979,1977.0,1978.0,2
342642119441801,004N027W08E002S,34.44499749,-119.7393045,1961.0,1976.0,134
342642119444901,004N027W07G007S,34.4449976,-119.7479162,1971.0,1984.0,92
342642119450701,004N027W07F001S,34.4449976,-119.7529164,1941.0,1941.0,2
342642119451301,004N027W07E004S,34.4449976,-119.754583,1941.0,1941.0,2
342642119474301,004N028W10H002S,34.44499669,-119.79625,1938.0,1956.0,6
342642119550101,004N029W09H001S,34.44499405,-119.9179175,1964.0,1964.0,1
342643119365601,004N026W09E002S,34.44527327,-119.616519,1977.0,1977.0,2
342643119474501,004N028W10H004S,34.44527445,-119.7968056,1941.0,1941.0,1
342643119475701,004N028W10G001S,34.44527438,-119.8001389,1933.0,1946.0,24
342643119481401,004N028W10F003S,34.44527428,-119.8048612,1970.0,2021.0,214
342643119550001,004N029W09H005S,34.4452718,-119.9176397,1977.0,1977.0,1
342644119452101,004N027W07E001S,34.4455531,-119.7568053,1941.0,1941.0,1
342644119541101,004N029W10G001S,34.4455499,-119.9040285,1959.0,1959.0,1
342645119424701,004N027W09G001S,34.4458304,-119.7140252,1951.0,1984.0,98
342645119465901,004N028W11F001S,34.44583028,-119.7840277,1941.0,1977.0,108
342645119485301,004N028W09G003S,34.44582959,-119.8156946,1964.0,2021.0,203
342645119485302,004N028W09G004S,34.44582959,-119.8156946,1981.0,2021.0,71
342645119523001,004N029W12D005S,34.44582828,-119.8759728,1979.0,1994.0,23
342646119373201,004N026W08G002S,34.44610675,-119.6265197,1952.0,1952.0,1
342646119444701,004N027W07G006S,34.4461087,-119.7473606,1941.0,1941.0,3
342646119493401,004N028W08H002S,34.4461071,-119.8270836,1938.0,1941.0,14
342646119494701,004N028W08B010S,34.44610704,-119.8306947,1979.0,2021.0,100
342646119522801,004N029W12E002S,34.44610607,-119.8754172,1955.0,1955.0,2
342646119531501,004N029W10H002S,34.44610578,-119.8884729,1959.0,1959.0,1
342647119375501,004N026W08E003S,34.4463846,-119.632909,1977.0,1977.0,1
342647119375502,004N026W08E005S,34.4463846,-119.632909,1977.0,1978.0,2
342647119380101,004N026W08E002S,34.44638466,-119.6345757,1977.0,1977.0,1
342647119380102,004N026W08E004S,34.44638466,-119.6345757,1977.0,1978.0,2
342647119444901,004N027W07B002S,34.4463865,-119.7479162,1941.0,1941.0,1
342647119445701,004N027W07F007S,34.4463865,-119.7501386,1941.0,1941.0,2
342647119445702,004N027W07F008S,34.4463865,-119.7501386,1941.0,1941.0,1
342647119451701,004N027W07D001S,34.4461111,-119.755611,1978.0,2017.0,276
342647119474701,004N028W10B002S,34.44638554,-119.7973612,1941.0,1941.0,1
342647119484601,004N028W09H001S,34.44638518,-119.8137502,1938.0,1946.0,2
342647119500201,004N028W08B005S,34.4463847,-119.8348614,1941.0,1959.0,2
342647119523001,004N029W12E001S,34.4463838,-119.8759728,1954.0,1955.0,16
342647119531601,004N029W10H001S,34.44638355,-119.8887507,1953.0,1954.0,3
342648119325701,004N026W12H001S,34.44666106,-119.550126,1976.0,1977.0,2
342648119375001,004N026W08F003S,34.44666238,-119.63152,1977.0,1977.0,1
342648119445101,004N027W07G001S,34.44666428,-119.7484718,1922.0,1938.0,3
342648119464101,004N028W11A001S,34.4466637,-119.7790277,1983.0,1994.0,37
342648119474801,004N028W10B001S,34.4466633,-119.7976389,1946.0,1946.0,1
342648119490601,004N028W09C001S,34.4466628,-119.8193058,1941.0,1946.0,2
342648119492301,004N028W09D001S,34.4466627,-119.824028,1923.0,1941.0,3
342648119500901,004N028W08C002S,34.44666245,-119.8368059,1924.0,1950.0,145
342648119523002,004N029W12D003S,34.4466616,-119.875695,1954.0,1984.0,190
342648119545501,004N029W09A001S,34.4466607,-119.9162509,1977.0,1977.0,2
342649119325601,004N026W12A001S,34.4469388,-119.5498482,1976.0,1976.0,1
342649119444801,004N027W07B011S,34.44694204,-119.7476384,1949.0,1949.0,1
342649119481601,004N028W10C001S,34.4469409,-119.8054168,1934.0,1946.0,4
342649119481602,004N028W10C002S,34.4469409,-119.8054168,1941.0,1956.0,17
342649119483201,004N028W10D001S,34.4469408,-119.8098613,1924.0,1938.0,3
342650119361201,004N026W09A001S,34.44721748,-119.604296,1973.0,1973.0,1
342650119492001,004N028W09C003S,34.44721829,-119.8231947,1946.0,1946.0,1
342650119492002,004N028W09C004S,34.44721829,-119.8231947,1941.0,1941.0,12
342651119361101,004N026W09A002S,34.44749525,-119.6040183,1977.0,1977.0,2
342651119362801,004N026W09B001S,34.4474953,-119.6087408,1977.0,1977.0,2
342651119444701,004N027W07B003S,34.44749758,-119.7473606,1946.0,1946.0,1
342651119445701,004N027W07C006S,34.4474976,-119.7501386,1938.0,1938.0,1
342651119550201,004N029W09B001S,34.44749399,-119.9181953,1977.0,1977.0,2
342652119380501,004N026W08D001S,34.44777354,-119.635687,1977.0,1978.0,2
342652119444501,004N027W07B004S,34.44777535,-119.746805,1941.0,1941.0,2
342652119473101,004N028W10A001S,34.4477745,-119.7929167,1941.0,1959.0,170
342652119474301,004N028W10A002S,34.4477744,-119.79625,1946.0,1946.0,1
342652119494801,004N028W08B006S,34.44777367,-119.8309725,1954.0,1956.0,7
342652119550001,004N029W09A003S,34.44777178,-119.9176398,1976.0,1977.0,2
342653119325201,004N026W12A002S,34.4480499,-119.548737,1976.0,1977.0,2
342653119444101,004N027W07B010S,34.4480531,-119.7456939,1941.0,1941.0,2
342653119450801,004N027W07C001S,34.44805314,-119.7531942,1941.0,1941.0,1
342653119452301,004N028W12B002S,34.44805305,-119.7573609,1941.0,1941.0,1
342653119454501,004N028W12B001S,34.4480529,-119.763472,1941.0,1977.0,202
342653119472701,004N028W11D001S,34.4480523,-119.7918056,1946.0,1946.0,1
342653119494201,004N028W08A001S,34.44805148,-119.8293059,1941.0,1946.0,2
342653119494202,004N028W08A002S,34.44805148,-119.8293059,1954.0,1956.0,2
342653119550301,004N029W09B002S,34.4480495,-119.9184731,1977.0,1977.0,2
342654119343301,004N026W11C002S,34.4483281,-119.5767944,1977.0,1977.0,1
342654119344501,004N026W11D002S,34.44832818,-119.5801279,1977.0,1977.0,2
342654119385701,004N026W07C001S,34.4483293,-119.6501323,1978.0,1978.0,2
342654119443703,004N027W07A005S,34.44833086,-119.7445827,1930.0,1948.0,2
342654119445601,004N027W07C005S,34.44833095,-119.7498608,1941.0,1941.0,2
342654119445801,004N027W07C004S,34.44833096,-119.7504164,1941.0,1941.0,1
342654119484701,004N028W09A001S,34.44832959,-119.814028,1938.0,1956.0,6
342654119490601,004N028W09C008S,34.44832947,-119.8193058,1987.0,1994.0,25
342654119494801,004N028W08B003S,34.4483292,-119.8309725,1934.0,1956.0,44
342654119494802,004N028W08B004S,34.4483292,-119.8309725,1941.0,1956.0,13
342654119495201,004N028W08B009S,34.44832919,-119.8320837,1977.0,1977.0,2
342654119545601,004N029W09A002S,34.44832735,-119.9165287,1976.0,1977.0,2
342654119545901,004N029W09A004S,34.4483273,-119.917362,1978.0,1978.0,2
342655119371501,004N026W08A001S,34.4486066,-119.6217972,1977.0,1977.0,1
342655119382901,004N026W07A001S,34.44860697,-119.642354,1977.0,1978.0,2
342655119445001,004N027W07B005S,34.44860869,-119.748194,1941.0,1946.0,3
342655119460701,004N028W12C001S,34.4486083,-119.7695832,1941.0,1941.0,1
342655119491701,004N028W09C005S,34.44860718,-119.8223614,1986.0,2004.0,53
342655119552601,004N029W09C001S,34.44860494,-119.924862,1964.0,1964.0,2
342656119443702,004N027W07A004S,34.4488864,-119.7445827,1941.0,1941.0,1
342656119445801,004N027W07C003S,34.4488865,-119.7504164,1941.0,1941.0,2
342656119480601,004N028W10C003S,34.44888538,-119.802639,1940.0,1940.0,1
342656119484801,004N028W09A002S,34.4488851,-119.8143058,1938.0,1941.0,16
342656119491301,004N028W09C002S,34.44888497,-119.8212503,1941.0,1946.0,2
342656119500001,004N028W08B002S,34.44888469,-119.8343059,1955.0,1955.0,1
342656119500201,004N028W08B008S,34.44888468,-119.8348615,1955.0,1956.0,17
342656119501601,004N028W08C001S,34.44888459,-119.8387504,1938.0,1956.0,18
342656119502601,004N028W08D001S,34.4488845,-119.8415282,1954.0,1956.0,18
342656119522901,004N029W12D001S,34.44888378,-119.875695,1941.0,1941.0,1
342657119444701,004N027W07B006S,34.4491642,-119.7473607,1941.0,1951.0,3
342657119472701,004N028W11D002S,34.44916339,-119.7918056,1941.0,1941.0,2
342657119492601,004N028W09D002S,34.44916267,-119.8248614,1941.0,1941.0,2
342657119500001,004N028W08B001S,34.44916246,-119.8343059,1928.0,1955.0,19
342658119443801,004N027W07A002S,34.44944196,-119.7448605,1941.0,1941.0,2
342658119452701,004N028W12A002S,34.4494419,-119.758472,1941.0,1951.0,14
342658119460301,004N028W12C002S,34.44938889,-119.7687222,1959.0,2021.0,460
342658119484801,004N028W09A003S,34.44944067,-119.8143058,1941.0,2021.0,626
342658119494001,004N028W08A003S,34.44944036,-119.8287503,1983.0,1992.0,31
342659119325301,004N026W12A003S,34.4497165,-119.5490149,1976.0,1976.0,1
342659119444601,004N027W07B007S,34.44971977,-119.7470829,1941.0,1951.0,3
342659119444602,004N027W06Q006S,34.44971977,-119.7470829,1941.0,1941.0,1
342659119472901,004N028W11D003S,34.44980556,-119.7913889,2006.0,2021.0,31
342659119475301,004N028W10B003S,34.44971878,-119.7990279,1941.0,1941.0,2
342659119493301,004N028W05R003S,34.44971817,-119.8268059,1936.0,1936.0,1
342659119493701,004N028W05R004S,34.44971815,-119.827917,1937.0,1977.0,325
342659119493702,004N028W05R005S,34.44971815,-119.827917,1941.0,1943.0,46
342700119342801,004N026W11C004S,34.44999474,-119.5754054,1977.0,1977.0,1
342700119443801,004N027W07A001S,34.4499975,-119.7448606,1941.0,1949.0,4
342700119444901,004N027W06Q005S,34.44999756,-119.7479163,1941.0,1941.0,2
342700119473101,004N028W03R004S,34.44999669,-119.7929168,1946.0,1959.0,6
342700119482501,004N028W03N010S,34.44999636,-119.8079169,1982.0,2021.0,74
342700119502401,004N028W05N003S,34.44999564,-119.8409727,1938.0,1971.0,130
342701119453301,004N028W01R001S,34.45027518,-119.7601388,1977.0,1990.0,5
342701119474502,004N028W03R002S,34.45027438,-119.7968057,1955.0,1978.0,76
342701119485701,004N028W04Q001S,34.45027394,-119.8168058,1946.0,1951.0,2
342701119485702,004N028W04Q002S,34.45027394,-119.8168058,1941.0,1962.0,256
342701119485703,004N028W04Q003S,34.45027394,-119.8168058,1945.0,1945.0,2
342702119451001,004N027W06P001S,34.4505531,-119.7537499,1941.0,1946.0,3
342702119452301,004N027W06N001S,34.450553,-119.757361,1924.0,1956.0,121
342702119480401,004N028W03P003S,34.45055204,-119.8020835,1941.0,1941.0,2
342703119443901,004N027W06R003S,34.45083084,-119.7451384,1941.0,1959.0,5
342703119444701,004N027W06Q012S,34.45083087,-119.7473607,1983.0,1985.0,11
342703119450201,004N027W06P002S,34.4508309,-119.7515276,1946.0,1946.0,1
342703119453301,004N028W01R002S,34.4508307,-119.7601388,1983.0,1989.0,50
342703119472401,004N028W02N001S,34.45083005,-119.7909723,1941.0,1941.0,2
342703119482501,004N028W03N002S,34.45082968,-119.8079169,1954.0,1956.0,6
342703119493601,004N028W05R001S,34.45082925,-119.8276393,1938.0,2021.0,217
342703119502601,004N028W05N002S,34.45082894,-119.8415282,1956.0,1956.0,13
342704119445001,004N027W06Q004S,34.45110866,-119.7481941,1946.0,1946.0,1
342704119445601,004N027W06Q009S,34.45110869,-119.7498609,1954.0,1977.0,206
342704119473801,004N028W03R008S,34.45110774,-119.7948613,1949.0,1956.0,6
342704119481801,004N028W03P001S,34.4511075,-119.8059725,1941.0,1947.0,88
342704119483501,004N028W04R001S,34.45110739,-119.8106947,1941.0,1946.0,145
342704119491101,004N028W04P002S,34.45110717,-119.8206948,1948.0,1963.0,10
342704119501901,004N028W05N001S,34.45110676,-119.8395838,1941.0,1955.0,14
342704119522801,004N029W01N004S,34.45110597,-119.8754174,1941.0,1941.0,2
342705119435801,004N027W05P001S,34.4513862,-119.7337488,1984.0,2021.0,389
342705119443601,004N027W06R004S,34.45138637,-119.744305,1941.0,1941.0,2
342705119474101,004N028W03R007S,34.4513855,-119.7956946,1948.0,1984.0,188
342705119475601,004N028W03Q001S,34.4513854,-119.7998613,1934.0,1961.0,17
342705119475602,004N028W03Q002S,34.4513854,-119.7998613,1941.0,1961.0,207
342705119475603,004N028W03Q009S,34.4513854,-119.7998613,1956.0,1984.0,126
342705119480701,004N028W03P004S,34.45138534,-119.8029169,1944.0,1956.0,25
342705119482101,004N028W03N007S,34.45138525,-119.8068058,1978.0,1978.0,2
342705119484601,004N028W04R003S,34.4513851,-119.8137503,1927.0,1959.0,90
342705119484602,004N028W04R004S,34.4513851,-119.8137503,1942.0,1996.0,65
342705119491101,004N028W04P001S,34.45138495,-119.8206948,1928.0,1956.0,87
342705119491102,004N028W04P003S,34.45138495,-119.8206948,1951.0,1951.0,2
342705119493501,004N028W05R008S,34.4513848,-119.8273615,1977.0,2021.0,83
342705119494101,004N028W05R007S,34.45138476,-119.8290282,1951.0,1956.0,5
342706119344001,004N026W11F001S,34.4516614,-119.578739,1976.0,1977.0,2
342706119450101,004N027W06P008S,34.45166425,-119.7512499,1949.0,1949.0,2
342706119450601,004N027W06P003S,34.4516642,-119.7526388,1941.0,1941.0,1
342706119480001,004N028W03Q003S,34.45166315,-119.8009724,1940.0,1978.0,80
342706119480901,004N028W03P002S,34.4516631,-119.8034725,1941.0,1951.0,58
342706119482801,004N028W03N008S,34.45166298,-119.8087503,1978.0,2021.0,53
342706119501301,004N028W05P001S,34.45166234,-119.8379171,1938.0,1941.0,12
342706119503201,004N028W05N004S,34.4516622,-119.8431949,1986.0,2021.0,90
342707119390901,004N027W01R001S,34.4519404,-119.653466,1978.0,1978.0,2
342707119395501,004N027W01P001S,34.45194064,-119.6662445,1977.0,1978.0,2
342707119445401,004N027W06Q002S,34.451942,-119.7493053,1946.0,1946.0,1
342707119445601,004N027W06Q001S,34.451942,-119.7498609,1939.0,1939.0,1
342707119445801,004N027W06P009S,34.451942,-119.7504165,1948.0,1948.0,1
342707119452301,004N027W06N002S,34.45194189,-119.757361,1942.0,1942.0,1
342707119471501,004N028W02N002S,34.4519412,-119.7884724,1942.0,2021.0,513
342707119474101,004N028W03R005S,34.45194104,-119.7956946,1941.0,1941.0,2
342707119481101,004N028W03P007S,34.45194086,-119.804028,1975.0,1976.0,3
342707119493601,004N028W05R006S,34.45194034,-119.8276393,1954.0,1955.0,3
342707119533901,004N029W02N001S,34.45193885,-119.8951398,1964.0,1964.0,2
342708119444501,004N027W06Q003S,34.45221973,-119.7468052,1941.0,1946.0,2
342708119465401,004N028W02Q002S,34.45219444,-119.7815556,1984.0,2011.0,16
342708119480001,004N028W03Q004S,34.4522187,-119.8009725,1924.0,1955.0,6
342708119523101,004N029W01N002S,34.45221704,-119.8762507,1941.0,1955.0,18
342708119523102,004N029W01N003S,34.45221704,-119.8762507,1941.0,1941.0,2
342709119443101,004N027W06R002S,34.45249744,-119.742916,1926.0,1946.0,6
342709119445801,004N027W06P005S,34.45249757,-119.7504165,1941.0,1951.0,2
342709119470601,004N028W02P001S,34.4524968,-119.7859724,1941.0,1941.0,11
342709119471301,004N028W02P002S,34.45249676,-119.7879168,1941.0,1942.0,24
342709119471401,004N028W02P003S,34.45249676,-119.7881946,1946.0,2016.0,57
342710119470301,004N028W02Q001S,34.4527746,-119.785139,1941.0,1951.0,3
342710119481401,004N028W03P005S,34.45277416,-119.8048614,1948.0,1978.0,96
342710119482401,004N028W03N003S,34.4527741,-119.8076392,1948.0,1959.0,6
342710119485401,004N028W03Q005S,34.4527739,-119.8159726,1924.0,1955.0,7
342710119485402,004N028W03Q006S,34.4527739,-119.8159726,1955.0,1955.0,2
342710119493001,004N028W04N002S,34.4527737,-119.8259726,1978.0,1994.0,33
342711119443501,004N027W06R001S,34.453053,-119.7440273,1936.0,1946.0,2
342711119444401,004N027W06Q007S,34.45305305,-119.7465274,1940.0,1941.0,2
342711119482601,004N028W03N004S,34.45305186,-119.8081947,1948.0,1956.0,20
342711119482801,004N028W03N006S,34.45305185,-119.8087503,1978.0,1996.0,41
342711119523101,004N029W01N001S,34.45305036,-119.8762508,1941.0,1955.0,2
342712119445801,004N027W06P006S,34.45333089,-119.7504166,1941.0,1951.0,2
342712119470101,004N028W03Q010S,34.45333016,-119.7845835,1978.0,1978.0,1
342712119492901,004N028W04N001S,34.45332925,-119.8256949,1977.0,1978.0,2
342712119572001,004N029W06B001S,34.45332636,-119.956529,1964.0,1964.0,2
342713119461702,004N028W01N002S,34.4536082,-119.7723612,1935.0,1956.0,2
342713119474101,004N028W03J001S,34.45360768,-119.7956947,1936.0,1941.0,3
342713119475101,004N028W03K003S,34.4536076,-119.7984725,1976.0,1976.0,2
342713119482401,004N028W03N001S,34.4536074,-119.8076392,1956.0,1956.0,2
342713119494501,004N028W05J001S,34.4536069,-119.8301394,1941.0,1943.0,43
342713119494502,004N028W05J002S,34.4536069,-119.8301394,1938.0,1946.0,79
342713119494503,004N028W05J003S,34.4536069,-119.8301394,1941.0,1941.0,2
342713119513301,004N028W06M002S,34.45360626,-119.8601396,1977.0,1978.0,2
342714119400201,004N027W01N001S,34.45388508,-119.6681892,1977.0,1977.0,1
342714119474601,004N028W03K002S,34.4538854,-119.7970836,1925.0,1925.0,1
342714119475201,004N028W03K004S,34.45388539,-119.7987503,1977.0,1977.0,1
342714119482501,004N028W03M005S,34.45388519,-119.807917,1938.0,1959.0,12
342714119482502,004N028W03M006S,34.45388519,-119.807917,1941.0,1959.0,27
342714119490001,004N028W04K003S,34.45388497,-119.8176393,1941.0,1941.0,5
342714119490002,004N028W04K004S,34.45388497,-119.8176393,1922.0,1947.0,91
342714119522901,004N029W01M001S,34.45388369,-119.8756952,1941.0,1941.0,1
342714119545501,004N029W04J004S,34.45388279,-119.916251,1977.0,1977.0,1
342715119474501,004N028W03K001S,34.4541632,-119.7968058,1940.0,1940.0,1
342716119395701,004N027W01M001S,34.4544406,-119.6668002,1977.0,1978.0,2
342716119430601,004N027W06K001S,34.45444147,-119.7193035,1940.0,1941.0,2
342716119444401,004N027W06K002S,34.4544419,-119.7465275,1941.0,1941.0,1
342716119450101,004N027W06L001S,34.45444199,-119.75125,1977.0,1977.0,1
342716119474501,004N028W03J002S,34.45444098,-119.7968058,1952.0,1959.0,5
342716119482301,004N028W03M001S,34.45444075,-119.8073614,1936.0,1959.0,15
342716119482302,004N028W03M002S,34.45444075,-119.8073614,1941.0,1947.0,89
342716119482303,004N028W03M003S,34.45444075,-119.8073614,1947.0,1979.0,301
342716119482304,004N028W03M007S,34.45444075,-119.8073614,1942.0,1955.0,4
342716119485801,004N028W04K001S,34.4544405,-119.8170837,1945.0,1957.0,21
342716119485802,004N028W04K005S,34.4544405,-119.8170837,1941.0,1959.0,14
342717119490401,004N028W04K002S,34.45471827,-119.8187504,1934.0,1959.0,11
342718119473301,004N028W03J006S,34.4549966,-119.7934725,1977.0,1977.0,2
342718119481101,004N028W03M004S,34.45499637,-119.804028,1941.0,1956.0,20
