site_no,station_name,latitude,longitude,start_year,end_year,total_measurements
343858120313602,007N035W36E004S,34.6494274,-120.5276664,1952.0,1952.0,1
343858120322501,007N035W35E001S,34.6494274,-120.541278,1942.0,1942.0,1
343859120033301,007N030W32B001S,34.64970836,-120.0601452,1942.0,1959.0,18
343859120052501,007N031W36A001S,34.64970807,-120.0912577,1950.0,1950.0,1
343859120314001,007N035W35A002S,34.64970518,-120.5287775,1930.0,1930.0,1
343859120314002,007N035W35A004S,34.64970518,-120.5287775,1947.0,1947.0,1
343859120314003,007N035W35A003S,34.64970518,-120.5287775,1945.0,2018.0,240
343859120322201,007N035W35F001S,34.64970518,-120.5404447,1930.0,1930.0,1
343900119570201,007N029W29R001S,34.64998726,-119.9515305,1956.0,2018.0,58
343900119570301,007N029W29R002S,34.64998725,-119.9518082,1964.0,2018.0,64
343900120013401,007N030W27Q001S,34.6499864,-120.0270882,1942.0,2003.0,69
343900120040001,007N030W19L001S,34.66930556,-120.0795556,2018.0,2018.0,1
343900120051301,007N030W31D001S,34.64998587,-120.0879242,1942.0,1942.0,1
343900120051901,007N031W36A004S,34.64998586,-120.0895909,1968.0,1968.0,1
343900120051902,007N031W36A002S,34.64998586,-120.0895909,1952.0,1952.0,1
343900120064801,007N031W35B001S,34.6499856,-120.1143142,1942.0,1942.0,1
343900120064802,007N031W35B002S,34.6499856,-120.1143142,1942.0,1942.0,1
343900120183301,007N033W25N001S,34.64998404,-120.3101562,1955.0,1955.0,1
343901120051001,007N030W30N001S,34.65026365,-120.0870908,1954.0,1955.0,3
343901120051002,007N030W30N002S,34.65026365,-120.0870908,1976.0,1976.0,2
343901120065101,007N031W35B003S,34.65026339,-120.1151476,1952.0,1952.0,1
343901120260301,007N034W35D004S,34.6502611,-120.4351622,1943.0,1943.0,1
343901120260302,007N034W35D006S,34.6502611,-120.4351622,1944.0,1944.0,1
343901120261601,007N034W35D005S,34.65026108,-120.4387735,1943.0,1943.0,1
343901120262201,007N034W34A002S,34.65026107,-120.4404402,2007.0,2007.0,1
343901120262202,007N034W34A004S,34.65026107,-120.4404402,1988.0,2017.0,47
343901120262203,007N034W34A005S,34.65026107,-120.4404402,1960.0,1987.0,159
343901120284201,007N034W32H002S,34.65002778,-120.4796389,1985.0,2018.0,36
343901120300301,007N034W31C002S,34.6502607,-120.501832,1937.0,2002.0,210
343901120300302,007N034W31C003S,34.6502607,-120.501832,1947.0,1978.0,145
343901120300303,007N034W31C004S,34.6502607,-120.501832,1962.0,2001.0,81
343902120061501,007N031W25N001S,34.65054126,-120.1051472,1942.0,1942.0,1
343902120260601,007N034W35D003S,34.65053886,-120.4359956,1943.0,1943.0,1
343902120284201,007N034W32A005S,34.6505386,-120.4793309,1957.0,1957.0,1
343902120284401,007N034W32B001S,34.6505386,-120.4798865,1941.0,1941.0,1
343902120284402,007N034W32B002S,34.6505386,-120.4798865,1960.0,1960.0,1
343902120284403,007N034W32B003S,34.6505386,-120.4798865,1970.0,1970.0,1
343902120300101,007N034W31B001S,34.65053849,-120.5012764,1941.0,1941.0,1
343902120300102,007N034W31B002S,34.65053849,-120.5012764,1941.0,1941.0,1
343903120040701,007N030W29N002S,34.65081935,-120.06959,1954.0,2012.0,61
343903120300301,007N034W31C005S,34.65081626,-120.501832,1990.0,2000.0,11
343904120273801,007N034W33A005S,34.65109426,-120.4615523,1973.0,1973.0,1
343904120290001,007N034W32C003S,34.6510941,-120.4843312,1941.0,1941.0,1
343905120054801,007N031W25Q004S,34.65137464,-120.0976468,1968.0,1968.0,1
343905120260001,007N034W35C003S,34.65137219,-120.4343288,1943.0,1943.0,1
343905120322701,007N035W35D001S,34.65081628,-120.5432225,1966.0,1966.0,1
343906120255401,007N034W35C004S,34.65164997,-120.432662,1949.0,1949.0,1
343906120265401,007N034W34C002S,34.65164988,-120.4493295,1949.0,1949.0,1
343906120324101,007N035W35D002S,34.6513718,-120.5448893,1963.0,1978.0,55
343906120342801,007N035W33C002S,34.6517583,-120.5745,1992.0,1992.0,1
343907119593001,007N030W25Q002S,34.65216667,-119.9917778,2005.0,2018.0,15
343907120065701,007N031W26P001S,34.65193,-120.1168143,1952.0,1978.0,29
343907120171801,007N032W30P001S,34.65192856,-120.2893219,1941.0,1941.0,1
343907120255001,007N034W35C002S,34.65192775,-120.4315509,1943.0,1943.0,1
343907120290001,007N034W32C002S,34.65192745,-120.4843312,1941.0,1941.0,1
343907120361601,007N035W31B002S,34.65192739,-120.6046139,1994.0,1994.0,1
343908120275702,007N034W33C004S,34.6522053,-120.4668304,1949.0,1949.0,1
343908120294701,007N034W31B004S,34.65220515,-120.4973874,1953.0,1953.0,1
343909119545901,007N029W27J001S,34.65248758,-119.917363,1964.0,1964.0,2
343909120064801,007N031W26Q002S,34.65248557,-120.1143142,1955.0,1955.0,1
343909120293401,007N034W31A003S,34.65248295,-120.493776,1941.0,1941.0,1
343909120303402,007N035W36A002S,34.6524829,-120.5104435,1962.0,1962.0,1
343909120340201,007N035W33A001S,34.6524829,-120.5682235,1930.0,1930.0,1
343909120363701,007N035W31C002S,34.6524829,-120.6101697,1994.0,1994.0,1
343910120254101,007N034W35B001S,34.65276109,-120.4290508,1941.0,1941.0,1
343910120272801,007N034W33A001S,34.6527609,-120.4587744,1941.0,1941.0,1
343910120282501,007N034W33D001S,34.6527608,-120.4746085,1957.0,1957.0,1
343910120300101,007N034W31B003S,34.65276068,-120.5012764,1930.0,1930.0,1
343910120300801,007N034W31C001S,34.65276068,-120.503221,1941.0,1941.0,1
343910120322301,007N035W35C002S,34.65276069,-120.5407225,1947.0,1947.0,1
343910120322302,007N035W35C004S,34.65276069,-120.5407225,1947.0,1947.0,1
343911120041501,007N030W30R001S,34.65304149,-120.0718124,1958.0,1968.0,3
343911120070601,007N031W26P004S,34.65304106,-120.1193145,1971.0,1971.0,1
343911120263301,007N034W34A001S,34.65303878,-120.4434959,1941.0,1941.0,1
343911120264001,007N034W34B001S,34.65303877,-120.4454405,1965.0,2017.0,205
343911120292801,007N034W32D001S,34.6530385,-120.4921093,1941.0,1941.0,1
343911120314101,007N035W35A001S,34.65303846,-120.5290553,1930.0,1930.0,1
343911120342601,007N035W33C003S,34.6529472,-120.5737639,1992.0,1992.0,1
343912120253901,007N034W35B002S,34.65331664,-120.4284952,1943.0,1943.0,1
343912120260601,007N034W35D002S,34.65331659,-120.4359956,1942.0,1942.0,1
343912120260801,007N034W35D007S,34.65331659,-120.4365512,1942.0,1942.0,1
343912120293301,007N034W31A002S,34.65331627,-120.4934983,1941.0,1941.0,1
343912120293302,007N034W31A001S,34.65331627,-120.4934983,1941.0,1941.0,1
343912120364101,007N035W31C001S,34.65331625,-120.6112808,1987.0,1987.0,1
343913120040601,007N030W29N001S,34.65359706,-120.0693123,1937.0,1937.0,1
343913120065001,007N031W26Q004S,34.65359664,-120.1148698,1968.0,1968.0,1
343913120253301,007N034W26R003S,34.6535944,-120.4268285,1949.0,1949.0,1
343913120270501,007N034W27P004S,34.65359427,-120.4523852,1965.0,1965.0,1
343914120042201,007N030W30J001S,34.65387479,-120.0737569,1956.0,1957.0,4
343914120065002,007N031W26Q005S,34.6538744,-120.1148698,1978.0,1978.0,1
343914120270301,007N034W27P005S,34.65387205,-120.4518297,1965.0,2021.0,220
343914120322102,007N035W35C003S,34.65387178,-120.5401669,1930.0,1930.0,1
343914120322103,007N035W35C005S,34.65387178,-120.5401669,1955.0,1955.0,1
343915119563501,007N029W28L001S,34.65415388,-119.9440303,1968.0,1968.0,2
343915120065801,007N031W26L003S,34.65415216,-120.1170922,1958.0,1958.0,1
343915120282801,007N034W29R001S,34.65414969,-120.4754419,1941.0,1986.0,89
343915120310201,007N035W36B001S,34.65414955,-120.5182216,1941.0,1941.0,1
343916120055801,007N031W25L003S,34.65443008,-120.1004248,1942.0,1945.0,2
343916120260101,007N034W26P001S,34.65442769,-120.4346066,1942.0,1976.0,216
343916120293301,007N034W30R001S,34.65442736,-120.4934983,1941.0,1941.0,1
343916120293303,007N034W30R004S,34.65442736,-120.4934983,1973.0,1973.0,1
343916120302601,007N034W30N001S,34.6544273,-120.5082212,1941.0,1941.0,1
343916120321601,007N035W26P001S,34.653594,-120.5393335,1966.0,1966.0,1
343916120340801,007N035W28Q002S,34.6544472,-120.5688222,1987.0,1987.0,1
343917120051701,007N031W25J001S,34.65470796,-120.0890354,1950.0,1950.0,1
343917120220401,007N033W29J002S,34.6547058,-120.3687702,1955.0,1958.0,4
343918120030701,007N030W28M001S,34.65498606,-120.0529227,1937.0,1937.0,1
343918120055001,007N031W25L002S,34.65498564,-120.0982025,1942.0,1942.0,1
343918120105401,007N031W30K001S,34.65498488,-120.1826505,1971.0,1971.0,1
343918120105801,007N031W30K002S,34.65498487,-120.1837617,1971.0,1971.0,1
343918120203801,007N033W27M001S,34.65498374,-120.3448802,1941.0,1957.0,6
343918120245301,007N034W25P002S,34.65498334,-120.4157168,1949.0,1949.0,1
343918120261001,007N034W26N004S,34.6549832,-120.4371067,1955.0,1955.0,1
343918120261002,007N034W26N005S,34.6549832,-120.4371067,1955.0,1955.0,1
343918120261501,007N034W26N002S,34.6549832,-120.4384957,1944.0,1944.0,1
343918120293201,007N034W30R002S,34.6549829,-120.4932205,1941.0,1941.0,1
343919120053801,007N031W25K001S,34.65526345,-120.094869,1968.0,1968.0,1
343919120065801,007N031W26L001S,34.65526324,-120.1170922,1950.0,1950.0,1
343919120185201,007N033W26J001S,34.65526167,-120.3154343,1941.0,1945.0,3
343919120245701,007N034W25P003S,34.6552611,-120.416828,1973.0,1973.0,1
343919120270801,007N034W27P006S,34.6552609,-120.4532186,1987.0,2017.0,70
343919120321001,007N035W26P002S,34.65526065,-120.5371112,1973.0,1973.0,1
343919120335901,007N035W28R001S,34.65303847,-120.5665568,1966.0,1966.0,2
343920120245901,007N034W25P001S,34.65553888,-120.4173836,1930.0,1987.0,352
343920120254701,007N034W26Q004S,34.6555388,-120.4307176,1950.0,1978.0,265
343920120262001,007N034W26N006S,34.65553876,-120.4398847,1988.0,2014.0,258
343920120262002,007N034W26N007S,34.65553876,-120.4398847,1988.0,2021.0,303
343920120271401,007N034W27N006S,34.65553867,-120.4548854,1987.0,2017.0,77
343920120272701,007N034W28R001S,34.65553865,-120.4584967,1941.0,1941.0,1
343920120272702,007N034W28R002S,34.65553865,-120.4584967,1952.0,1952.0,1
343920120284201,007N034W29R004S,34.65553854,-120.479331,1968.0,1968.0,1
343920120284202,007N034W29R002S,34.65553854,-120.479331,1943.0,1943.0,1
343920120321001,007N035W26P003S,34.6555384,-120.5371112,1987.0,1987.0,1
343921120031201,007N030W29J001S,34.65581935,-120.0543117,1962.0,1962.0,1
343921120033201,007N030W29K001S,34.6558193,-120.0598675,1942.0,1942.0,2
343921120041401,007N030W30J002S,34.6558192,-120.0715346,1971.0,1971.0,3
343921120051601,007N030W30M001S,34.65581904,-120.0887576,1939.0,2018.0,60
343921120065401,007N031W26L002S,34.65581879,-120.115981,1950.0,1950.0,1
343921120202801,007N033W27L001S,34.65581707,-120.3421023,1953.0,1967.0,7
343921120252701,007N034W26R002S,34.6558166,-120.4251617,1941.0,1941.0,1
343921120265301,007N034W27P002S,34.65581648,-120.4490518,1944.0,1944.0,1
343921120341001,007N035W28Q001S,34.65575278,-120.5694306,1987.0,1987.0,1
343922120265501,007N034W27P001S,34.65609425,-120.4496073,1941.0,1941.0,1
343922120305001,007N035W25Q001S,34.65609397,-120.514888,1930.0,1930.0,1
343922120323001,007N035W26N001S,34.65609397,-120.542667,1966.0,1966.0,1
343923120193201,007N033W26L001S,34.6563727,-120.326546,1941.0,1945.0,3
343923120200101,007N033W27J001S,34.65637265,-120.3346019,1941.0,2011.0,57
343923120200102,007N033W27J002S,34.65637265,-120.3346019,1941.0,1941.0,1
343923120332501,007N035W27P001S,34.65609397,-120.5576676,1963.0,2018.0,127
343924120201701,007N033W27K001S,34.6566504,-120.3390466,1987.0,1987.0,1
343924120254501,007N034W26Q005S,34.6566499,-120.430162,1969.0,2014.0,219
343924120264401,007N034W27Q002S,34.6566498,-120.4465517,1990.0,2017.0,43
343924120271701,007N034W27N004S,34.65664976,-120.4557188,1953.0,1953.0,1
343924120274101,007N034W28Q001S,34.6566497,-120.4623857,1987.0,2017.0,49
343925120195101,007N033W27J004S,34.6569282,-120.331824,1941.0,1941.0,2
343925120195102,007N033W27J005S,34.6569282,-120.331824,1941.0,1941.0,2
343925120254102,007N034W26Q006S,34.65692768,-120.4290508,1973.0,1973.0,1
343925120271601,007N034W27N005S,34.65692754,-120.455441,1978.0,1988.0,2
343925120310602,007N035W25P005S,34.65692729,-120.5193327,1958.0,1958.0,1
343926120193401,007N033W26E002S,34.657206,-120.3271016,1973.0,1973.0,1
343926120201001,007N033W27G001S,34.65720596,-120.337102,1967.0,2018.0,66
343926120291201,007N034W29P001S,34.6572051,-120.4876647,1941.0,1941.0,1
343926120292401,007N034W29N003S,34.6572051,-120.4909982,1987.0,1992.0,60
343926120292402,007N034W29N004S,34.6572051,-120.4909982,1987.0,2003.0,82
343926120292403,007N034W29N005S,34.6572051,-120.4909982,1987.0,1999.0,76
343926120293001,007N034W29N006S,34.6572051,-120.4926649,1987.0,2021.0,120
343926120293002,007N034W29N007S,34.6572051,-120.4926649,1987.0,2018.0,70
343926120310301,007N035W25Q002S,34.65720506,-120.5184994,1930.0,1930.0,1
343926120311001,007N035W25P002S,34.65720506,-120.5204439,1941.0,1941.0,1
343927120060401,007N031W25L001S,34.65748554,-120.1020915,1942.0,1978.0,221
343927120265301,007N034W27L001S,34.6574831,-120.4490518,1932.0,1987.0,406
343927120292901,007N034W29N001S,34.65748288,-120.4923872,1942.0,1942.0,1
343928120272601,007N034W28J001S,34.65776084,-120.4582189,1942.0,1942.0,1
343928120282801,007N034W29J001S,34.65776075,-120.4754419,1941.0,1941.0,1
343928120300701,007N034W30L007S,34.6577606,-120.5029432,1961.0,1961.0,1
343928120310901,007N035W25P001S,34.6577606,-120.520166,1941.0,1941.0,1
343928120310902,007N035W25P003S,34.6577606,-120.520166,1930.0,1930.0,1
343929120300301,007N034W30L005S,34.65803838,-120.501832,1952.0,1952.0,1
343929120301401,007N034W30L006S,34.65803838,-120.5048877,1952.0,1952.0,1
343929120301601,007N034W30L001S,34.65803838,-120.5054433,1941.0,1941.0,1
343929120321001,007N035W26L001S,34.65803838,-120.5371112,1987.0,2018.0,62
343929120321002,007N035W26L002S,34.65803838,-120.5371112,1986.0,2019.0,62
343929120321004,007N035W26L004S,34.65803838,-120.5371112,1987.0,2018.0,62
343930120262702,007N034W27J005S,34.65831648,-120.4418292,1944.0,1944.0,1
343931119563501,007N029W28F001S,34.65859818,-119.9440303,1957.0,1958.0,3
343931120244901,007N034W25K002S,34.6585944,-120.4146057,1949.0,1949.0,1
343931120261501,007N034W26M002S,34.65859427,-120.4384957,1944.0,1944.0,1
343931120293101,007N034W30J001S,34.65859397,-120.4929427,1941.0,1941.0,1
343932120052801,007N031W25H002S,34.65887448,-120.092091,1942.0,1942.0,1
343932120184201,007N033W25E001S,34.6588727,-120.3126565,1941.0,1942.0,2
343932120194501,007N033W26E001S,34.6588726,-120.3301573,1941.0,1941.0,1
343932120244901,007N034W25K001S,34.65887217,-120.4146057,1941.0,1941.0,1
343932120285801,007N034W29K001S,34.65887179,-120.4837756,1941.0,1941.0,1
343932120310301,007N035W25K001S,34.6588717,-120.5184994,1941.0,1941.0,1
343932120310501,007N035W25K004S,34.6588717,-120.519055,1962.0,1962.0,1
343934120304001,007N035W25J003S,34.65942725,-120.5121102,1947.0,1947.0,1
343934120305101,007N035W25K002S,34.65942725,-120.5151659,1941.0,1941.0,1
343934120340601,007N035W28K001S,34.65942725,-120.5693347,1930.0,1930.0,1
343935120010801,007N030W27H001S,34.65970845,-120.0198658,1939.0,2017.0,64
343935120105301,007N031W30G001S,34.65970698,-120.1823728,1958.0,1958.0,1
343935120262901,007N034W27J003S,34.65970534,-120.4423848,1943.0,1943.0,1
343935120302401,007N034W30M001S,34.659705,-120.5076656,1930.0,1930.0,1
343935120304001,007N035W25J001S,34.659705,-120.5121102,1941.0,1941.0,1
343935120304002,007N035W25J002S,34.659705,-120.5121102,1952.0,1952.0,1
343935120310701,007N035W25L002S,34.659705,-120.5196105,1929.0,1929.0,1
343935120310702,007N035W25L003S,34.659705,-120.5196105,1951.0,1951.0,1
343935120313801,007N035W26J002S,34.659705,-120.528222,1941.0,1941.0,1
343935120341101,007N035W28K002S,34.659705,-120.5707237,1958.0,1958.0,1
343936120171001,007N032W30G001S,34.65998394,-120.2870997,1941.0,1957.0,6
343936120294201,007N034W30J002S,34.6599828,-120.4959985,1941.0,1941.0,1
343936120311701,007N035W25L001S,34.6599828,-120.5223884,1930.0,1930.0,1
343936120313801,007N035W26J006S,34.6599828,-120.528222,1968.0,1971.0,2
343937120270301,007N034W27F010S,34.6603333,-120.4508333,2000.0,2000.0,1
343938119563901,007N029W28E001S,34.66054255,-119.9451414,1956.0,1958.0,7
343938120044001,007N030W30G001S,34.6605412,-120.0787572,1941.0,1964.0,11
343938120193401,007N033W26D001S,34.66053927,-120.3271016,1971.0,1971.0,3
343938120261201,007N034W26M001S,34.66053868,-120.4376624,1943.0,1943.0,1
343938120263101,007N034W27J002S,34.66053865,-120.4429404,1943.0,1943.0,1
343938120264001,007N034W27K006S,34.66053864,-120.4454405,1987.0,2021.0,112
343938120264002,007N034W27K007S,34.66053864,-120.4454405,1988.0,2021.0,97
343938120264101,007N034W27K004S,34.66053864,-120.4457183,1987.0,2019.0,120
343938120264102,007N034W27K005S,34.66053864,-120.4457183,1987.0,2017.0,118
343938120282401,007N034W28M001S,34.66053849,-120.4743308,1987.0,2017.0,104
343938120282402,007N034W28M002S,34.66053849,-120.4743308,1987.0,2017.0,105
343938120325901,007N035W27K001S,34.66053834,-120.5507229,1941.0,1941.0,1
343939120065502,007N031W26F002S,34.66081866,-120.1162588,1955.0,1955.0,1
343939120070401,007N031W26E001S,34.66081864,-120.118759,1942.0,1942.0,1
343939120214501,007N033W28E001S,34.66081685,-120.3634922,1942.0,1967.0,6
343939120260301,007N034W26F002S,34.66081647,-120.4351623,1941.0,1941.0,1
343939120260303,007N034W26F005S,34.66081647,-120.4351623,1943.0,1943.0,1
343939120261801,007N034W26E001S,34.66081645,-120.439329,1943.0,1943.0,1
343939120262401,007N034W27H002S,34.66081644,-120.4409959,1943.0,1943.0,1
343939120264601,007N034W27G004S,34.6608164,-120.4471073,1957.0,1988.0,2
343939120265301,007N034W27F004S,34.66081639,-120.4490518,1950.0,1988.0,439
343939120265302,007N034W27F006S,34.66081639,-120.4490518,1972.0,2018.0,2
343939120270601,007N034W27F001S,34.66081637,-120.452663,1941.0,1941.0,1
343939120271801,007N034W27E004S,34.66081636,-120.4559966,1987.0,2017.0,107
343939120272301,007N034W27E003S,34.66081635,-120.4573855,1965.0,1965.0,1
343940120064601,007N031W26G004S,34.66109645,-120.1137587,1952.0,1952.0,1
343940120064602,007N031W26G007S,34.66109645,-120.1137587,1957.0,1957.0,1
343940120245501,007N034W25F002S,34.66109434,-120.4162725,1949.0,1949.0,1
343940120245701,007N034W25F001S,34.66109434,-120.416828,1932.0,1987.0,443
343940120262301,007N034W27H003S,34.6610942,-120.440718,1943.0,1943.0,1
343940120275502,007N034W28G002S,34.66109408,-120.4662748,1949.0,1949.0,1
343940120283001,007N034W29H001S,34.661094,-120.4759975,1965.0,1965.0,1
343940120301801,007N034W30M002S,34.66109389,-120.5059989,1952.0,1952.0,1
343940120330401,007N035W27K003S,34.66109389,-120.5512785,1998.0,1998.0,1
343941120113801,007N032W25A002S,34.66137349,-120.1948734,1956.0,1970.0,3
343941120281001,007N034W28F001S,34.6613718,-120.4704417,1941.0,1941.0,1
343941120285801,007N034W29G003S,34.66137176,-120.4837757,1972.0,1972.0,1
343941120295701,007N034W30G002S,34.66137167,-120.5001653,1957.0,1957.0,1
343941120300101,007N034W30L008S,34.66137167,-120.5012765,1962.0,1980.0,58
343941120300102,007N034W30L003S,34.66137167,-120.5012765,1945.0,1992.0,259
343941120300104,007N034W30L002S,34.66137167,-120.5012765,1941.0,1941.0,1
343941120300106,007N034W30L010S,34.66137167,-120.5012765,1991.0,2018.0,56
343941120305101,007N035W25K003S,34.66137166,-120.5151659,1968.0,1968.0,1
343941120313901,007N035W26J004S,34.66137166,-120.5284998,1947.0,1947.0,1
343941120325701,007N035W27H005S,34.6615333,-120.5492,2012.0,2018.0,12
343942120032301,007N030W29A001S,34.6616525,-120.0573674,1953.0,1953.0,1
343942120253202,007N034W26H002S,34.6616498,-120.4265507,1948.0,1987.0,424
343942120284801,007N034W29G002S,34.66164954,-120.4809978,1972.0,1972.0,1
343942120325701,007N035W27J001S,34.66164944,-120.5501673,1930.0,2018.0,16
343943120252201,007N034W26H003S,34.6619276,-120.4237728,1950.0,2018.0,582
343943120301801,007N034W30E001S,34.6619272,-120.5059989,1941.0,1941.0,1
343944120254901,007N034W26F007S,34.66220535,-120.4312732,1980.0,1987.0,52
343944120272501,007N034W28H002S,34.6622052,-120.457941,1942.0,1942.0,1
343944120283201,007N034W29H003S,34.6622051,-120.476553,1987.0,2019.0,373
343944120290101,007N034W29F001S,34.66220507,-120.484609,1987.0,2019.0,374
343944120290102,007N034W29F002S,34.66220507,-120.484609,1987.0,2019.0,374
343944120295301,007N034W30G001S,34.662205,-120.4990542,1941.0,1941.0,1
343944120330401,007N035W27G007S,34.66248276,-120.5510007,1998.0,1998.0,1
343944120361901,007N035W30G001S,34.6619272,-120.6062807,1958.0,2018.0,124
343945120050301,007N030W30D001S,34.66248556,-120.0851464,1970.0,1971.0,3
343945120193001,007N033W26C001S,34.66248368,-120.3259905,1968.0,1970.0,3
343945120311801,007N035W25F001S,34.66248276,-120.5226662,1941.0,1941.0,1
343945120311802,007N035W25F002S,34.66248276,-120.5226662,1930.0,1930.0,1
343945120311803,007N035W25F003S,34.66248276,-120.5226662,1954.0,1954.0,1
343945120311804,007N035W25F004S,34.66248276,-120.5226662,1939.0,1939.0,1
343946119563701,007N029W28D001S,34.6627647,-119.9445859,1941.0,1992.0,71
343946120035801,007N030W29D001S,34.66276349,-120.06709,1941.0,2018.0,58
343946120215301,007N033W28D003S,34.66276124,-120.3657145,1971.0,2018.0,61
343946120254901,007N034W26F001S,34.6627609,-120.4312732,1941.0,1941.0,1
343946120255301,007N034W26F004S,34.66276089,-120.4323844,1943.0,1943.0,1
343946120272501,007N034W28H001S,34.66276076,-120.457941,1942.0,1942.0,1
343946120330501,007N035W27G006S,34.6627605,-120.5512785,1998.0,1998.0,1
343947120205001,007N033W27D002S,34.6630391,-120.3482137,1987.0,1987.0,1
343947120300201,007N034W30F001S,34.6630383,-120.5015543,1941.0,1941.0,1
343947120310701,007N035W25F005S,34.6630383,-120.5196106,1939.0,2006.0,179
343947120310702,007N035W25F007S,34.6630383,-120.5196106,1962.0,2018.0,126
343947120310703,007N035W25F006S,34.6630383,-120.5196106,1945.0,2018.0,324
343947120330201,007N035W27G001S,34.66331608,-120.5507229,1998.0,1998.0,1
343948120063801,007N031W26B001S,34.66331864,-120.1115364,1942.0,1942.0,1
343948120123201,007N032W26A001S,34.66331775,-120.209874,1957.0,1967.0,3
343948120224601,007N033W29D001S,34.6633167,-120.3804375,1959.0,1959.0,1
343948120254901,007N034W26F006S,34.66331644,-120.4312732,1946.0,1980.0,240
343948120292002,007N034W29E004S,34.66331614,-120.489887,1945.0,2018.0,259
343948120292003,007N034W29E005S,34.66331614,-120.489887,1945.0,1945.0,1
343948120292004,007N034W29E006S,34.66331614,-120.489887,1962.0,1980.0,59
343948120300301,007N034W30F004S,34.66316667,-120.50175,1998.0,2004.0,6
343948120320901,007N035W26F004S,34.66331608,-120.5368335,1970.0,2021.0,92
343948120320902,007N035W26F005S,34.66331608,-120.5368335,1964.0,1964.0,1
343948120321001,007N035W26F001S,34.66331608,-120.5371113,1941.0,1941.0,1
343948120321002,007N035W26F002S,34.66331608,-120.5371113,1941.0,1941.0,1
343948120321003,007N035W26F003S,34.66331608,-120.5371113,1947.0,1947.0,1
343948120330101,007N035W27H001S,34.6619272,-120.5487784,1935.0,2007.0,195
343948120330301,007N035W27G002S,34.66331608,-120.5510007,1987.0,1998.0,2
343949120171601,007N032W30C001S,34.66359496,-120.2887665,1955.0,1955.0,2
343949120194901,007N033W27A001S,34.66359474,-120.3312685,1987.0,1987.0,1
343949120203201,007N033W27C003S,34.66359468,-120.3432135,1973.0,1973.0,3
343949120232901,007N033W30B002S,34.6635944,-120.3923825,1981.0,2009.0,21
343949120264901,007N034W27G006S,34.6635941,-120.4479406,1989.0,2018.0,57
343949120265201,007N034W27F008S,34.6635941,-120.448774,1991.0,2017.0,44
343949120265301,007N034W27F007S,34.6635941,-120.4490518,1991.0,2017.0,47
343949120294601,007N034W30H001S,34.66359387,-120.4971096,1957.0,1957.0,1
343949120330401,007N035W27G003S,34.66359385,-120.5512785,1998.0,1998.0,1
343950120202401,007N033W27C002S,34.66387246,-120.3409912,1905.0,1968.0,2
343950120214501,007N033W28D002S,34.66387234,-120.3634922,1904.0,1904.0,1
343950120214502,007N033W28D001S,34.66387234,-120.3634922,1942.0,1987.0,2
343950120232801,007N033W30B001S,34.66387219,-120.3921047,1941.0,1990.0,15
343950120262501,007N034W27H004S,34.66387194,-120.4412737,1955.0,1955.0,1
343950120265002,007N034W27G003S,34.6638719,-120.4482184,1949.0,1949.0,1
343950120303601,007N035W25H003S,34.6638716,-120.510999,1969.0,1969.0,1
343950120303602,007N035W25H002S,34.6638716,-120.510999,1930.0,1930.0,1
343950120303603,007N035W25H001S,34.6638716,-120.510999,1932.0,1932.0,1
343950120314101,007N035W26J001S,34.6638716,-120.5290554,1942.0,1942.0,1
343950120314102,007N035W26J003S,34.6638716,-120.5290554,1942.0,1942.0,1
343951120233001,007N033W30C001S,34.66414996,-120.3926603,1941.0,1978.0,279
343951120262301,007N034W27H005S,34.6641497,-120.440718,1955.0,1955.0,1
343951120313801,007N035W26H001S,34.6641494,-120.528222,1951.0,1951.0,1
343952120065601,007N031W26C002S,34.66442967,-120.1165367,1942.0,1942.0,1
343952120185501,007N033W23R001S,34.6644281,-120.3162678,1941.0,1959.0,9
343952120185502,007N033W23R002S,34.6644281,-120.3162678,1955.0,1958.0,6
343952120190101,007N033W23R003S,34.6644281,-120.3179345,1971.0,1971.0,3
343952120193601,007N033W23N001S,34.66442807,-120.3276572,1959.0,1959.0,1
343952120332001,007N035W27F001S,34.66470494,-120.5560009,1930.0,2021.0,220
343953120193001,007N033W23P001S,34.66470585,-120.3259905,1954.0,1958.0,5
343953120201401,007N033W22Q001S,34.66470579,-120.3382133,1966.0,1968.0,3
343953120250501,007N034W25D001S,34.66470537,-120.4190504,1940.0,1987.0,351
343953120282801,007N034W29A001S,34.66470508,-120.4754419,1941.0,1941.0,1
343954120252701,007N034W26A002S,34.6649831,-120.4251618,1941.0,1941.0,1
343954120283901,007N034W29A002S,34.66498284,-120.4784976,1930.0,1930.0,1
343954120293301,007N034W30A004S,34.66498276,-120.4934984,1953.0,1953.0,1
343954120294301,007N034W30A003S,34.66498275,-120.4962763,1941.0,1941.0,1
343954120305201,007N035W25G001S,34.6649827,-120.5154437,1941.0,1941.0,1
343954120305801,007N035W25B002S,34.6649827,-120.5171105,1929.0,1929.0,1
343954120305802,007N035W25B003S,34.6649827,-120.5171105,1970.0,1970.0,1
343954120335301,007N035W28H002S,34.6649827,-120.5657235,1930.0,1930.0,1
343955120024001,007N030W28C001S,34.6652636,-120.0454225,1950.0,1953.0,3
343955120062901,007N031W23R003S,34.66526305,-120.1090363,1978.0,1978.0,1
343955120064001,007N031W23Q005S,34.665263,-120.112092,1958.0,1958.0,1
