agency_cd,site_no,measurement_nu,measurement_dt,tz_cd,q_meas_used_fg,party_nm,site_visit_coll_agency_cd,gage_height_va,discharge_va,measured_rating_diff,gage_va_change,gage_va_time,control_type_cd,discharge_cd
USGS,11120500,506,1956-02-24,,Yes,GS,USGS,1.72,4.25,Good,0.0,0.3,,NONE
USGS,11120500,507,1956-03-06,,Yes,GS,USGS,1.57,1.1,Good,0.0,0.2,,NONE
USGS,11120500,508,1956-03-22,,Yes,WH,USGS,1.52,0.64,Good,0.0,0.2,,NONE
USGS,11120500,509,1956-04-10,,Yes,WH,USGS,1.54,0.64,Good,0.0,0.2,,NONE
USGS,11120500,510,1956-04-12,,Yes,GS,USGS,1.81,6.52,Good,-0.01,0.3,,NONE
USGS,11120500,511,1956-04-24,,Yes,GS,USGS,1.53,0.82,Good,0.0,0.2,,NONE
USGS,11120500,512,1956-05-01,,Yes,GS,USGS,1.58,1.61,Good,0.0,0.2,,NONE
USGS,11120500,513,1956-05-09,,Yes,WHE/TLY,USGS,2.07,24.0,Good,-0.02,0.2,,NONE
USGS,11120500,514,1956-05-15,,Yes,WH,USGS,1.7,1.6,Good,0.0,0.2,,NONE
USGS,11120500,515,1956-05-29,,Yes,WH,USGS,1.73,0.82,Good,0.0,0.2,,NONE
USGS,11120500,516,1956-06-12,,Yes,WH,USGS,1.65,0.43,Good,0.0,0.2,,NONE
USGS,11120500,517,1956-06-26,,Yes,WH,USGS,1.56,0.19,Good,0.0,0.2,,NONE
USGS,11120500,518,1956-07-10,,Yes,WH,USGS,1.59,0.18,Good,0.0,0.2,,NONE
USGS,11120500,519,1956-07-24,,Yes,WH,USGS,1.5,0.05,Good,0.0,0.1,,NONE
USGS,11120500,520,1956-08-07,,Yes,WH,USGS,1.53,0.13,Good,0.0,0.2,,NONE
USGS,11120500,521,1956-08-23,,Yes,WH,USGS,1.53,0.14,Unspecified,0.0,0.2,,NONE
USGS,11120500,522,1956-09-05,,Yes,GS,USGS,1.42,0.01,Unspecified,,,,NONE
USGS,11120500,523,1956-10-03,,Yes,GS,USGS,1.47,0.03,Unspecified,,,,NONE
USGS,11120500,524,1956-10-15,,Yes,GS,USGS,1.41,0.01,Unspecified,,,,NONE
USGS,11120500,525,1956-10-30,,Yes,WHE/TLY,USGS,1.5,0.04,Unspecified,,,,NONE
USGS,11120500,526,1956-11-09,,Yes,WHE/TLY,USGS,1.49,0.04,Unspecified,,,,NONE
USGS,11120500,527,1956-12-02,,Yes,GS,USGS,1.48,0.04,Unspecified,,,,NONE
USGS,11120500,528,1956-12-28,,Yes,WH,USGS,1.54,0.06,Good,0.0,0.2,,NONE
USGS,11120500,529,1957-01-02,,Yes,GS,USGS,1.57,0.11,Unspecified,,,,NONE
USGS,11120500,530,1957-01-13,,Yes,GS,USGS,2.02,18.3,Good,0.0,0.3,,NONE
USGS,11120500,531,1957-01-14,,Yes,GS,USGS,1.63,1.61,Good,0.0,0.3,,NONE
USGS,11120500,532,1957-01-17,,Yes,WH,USGS,1.52,0.53,Good,0.0,0.2,,NONE
USGS,11120500,533,1957-01-30,,Yes,GS,USGS,1.59,0.9,Good,0.0,0.3,,NONE
USGS,11120500,534,1957-02-14,,Yes,WH,USGS,1.55,0.47,Good,0.0,0.2,,NONE
USGS,11120500,535,1957-02-23,,Yes,GS,USGS,1.96,67.6,Good,-0.04,0.4,,NONE
USGS,11120500,536,1957-02-24,,Yes,GS,USGS,1.27,6.87,Good,0.0,0.4,,NONE
USGS,11120500,537,1957-02-25,,Yes,WHE/TLY,USGS,1.13,3.08,Good,0.0,0.2,,NONE
USGS,11120500,538,1957-02-28,,Yes,GS,USGS,1.52,15.7,Good,0.09,0.2,,NONE
USGS,11120500,539,1957-02-28,,Yes,GS,USGS,2.24,85.9,Good,0.26,0.3,,NONE
USGS,11120500,540,1957-03-01,,Yes,GS,USGS,1.56,21.6,Good,0.0,0.3,,NONE
USGS,11120500,541,1957-03-02,,Yes,GS,USGS,1.24,5.6,Good,-0.01,0.3,,NONE
USGS,11120500,542,1957-03-05,,Yes,GS,USGS,1.01,1.74,Good,0.0,0.3,,NONE
USGS,11120500,543,1957-03-12,,Yes,WH,USGS,0.9,0.7,Good,0.0,0.2,,NONE
USGS,11120500,544,1957-03-28,,Yes,WH,USGS,0.8,0.15,Good,0.0,0.1,,NONE
USGS,11120500,545,1957-04-11,,Yes,WH,USGS,0.88,0.49,Good,0.0,0.2,,NONE
USGS,11120500,546,1957-04-18,,Yes,GS,USGS,1.67,30.7,Unspecified,,,,NONE
USGS,11120500,547,1957-04-19,,Yes,GS,USGS,1.12,3.68,Good,0.0,0.2,,NONE
USGS,11120500,548,1957-04-22,,Yes,GS,USGS,1.03,2.1,Good,0.0,0.3,,NONE
USGS,11120500,549,1957-04-29,,Yes,WH,USGS,0.82,0.29,Unspecified,0.0,0.2,,NONE
USGS,11120500,550,1957-05-14,,Yes,WH,USGS,0.89,0.78,Good,0.0,0.2,,NONE
USGS,11120500,551,1957-05-29,,Yes,WHE/TLY,USGS,0.91,0.67,Good,0.0,0.2,,NONE
USGS,11120500,552,1957-06-12,,Yes,GS,USGS,0.83,0.2,Unspecified,,,,NONE
USGS,11120500,553,1957-07-05,,Yes,GS,USGS,1.18,0.04,Unspecified,,,,NONE
USGS,11120500,554,1957-07-19,,Yes,WHE/TLY,USGS,1.18,0.03,Unspecified,,,,NONE
USGS,11120500,555,1957-08-05,,Yes,GS,USGS,1.17,0.04,Unspecified,,,,NONE
USGS,11120500,556,1957-08-14,,Yes,GS,USGS,1.17,0.02,Unspecified,,,,NONE
USGS,11120500,557,1957-08-28,,Yes,WHE/TLY,USGS,1.15,0.01,Unspecified,,,,NONE
USGS,11120500,558,1957-09-16,,Yes,WHE/TLY,USGS,1.16,0.01,Good,,,,NONE
USGS,11120500,559,1957-10-16,,Yes,GS,USGS,1.15,0.02,Unspecified,,,,NONE
USGS,11120500,560,1957-10-28,,Yes,TRE/LOR,USGS,1.21,0.09,Unspecified,,,,NONE
USGS,11120500,561,1957-11-05,,Yes,GS,USGS,1.27,0.19,Good,,,,NONE
USGS,11120500,562,1957-11-12,,Yes,WW,USGS,1.25,0.22,Unspecified,,,,NONE
USGS,11120500,563,1957-12-04,,Yes,TRE/LOR,USGS,1.18,0.05,Unspecified,,,,NONE
USGS,11120500,564,1957-12-05,,Yes,TRE/LOR,USGS,1.44,1.58,Good,0.01,0.5,,NONE
USGS,11120500,565,1957-12-16,,Yes,TRE/LOR,USGS,1.96,28.8,Good,0.01,0.5,,NONE
USGS,11120500,566,1957-12-17,,Yes,TRE/LOR,USGS,1.86,19.7,Good,-0.02,1.0,,NONE
USGS,11120500,567,1957-12-18,,Yes,TRE/LOR,USGS,1.6,3.75,Good,0.0,0.5,,NONE
USGS,11120500,568,1957-12-23,,Yes,TRE/LOR,USGS,1.44,0.56,Good,0.0,0.2,,NONE
USGS,11120500,569,1958-01-03,,Yes,GS,USGS,1.42,0.39,Good,0.0,0.2,,NONE
USGS,11120500,570,1958-01-26,,Yes,TRE/LOR,USGS,2.15,44.1,Fair,-0.07,0.8,,NONE
USGS,11120500,571,1958-01-27,,Yes,WW,USGS,1.64,6.14,Good,0.0,0.2,,NONE
USGS,11120500,572,1958-02-03,,Yes,TRE/LOR,USGS,2.12,43.5,Fair,-0.02,0.5,,NONE
USGS,11120500,573,1958-02-06,,Yes,TRE/LOR,USGS,1.71,10.2,Good,0.0,0.4,,NONE
USGS,11120500,574,1958-02-08,,Yes,WW,USGS,1.6,5.49,Good,0.0,0.3,,NONE
USGS,11120500,575,1958-02-12,,Yes,WH,USGS,1.45,1.84,Good,0.0,0.2,,NONE
USGS,11120500,576,1958-02-19,,Yes,TRE/LOR,USGS,2.77,183.0,Unspecified,-0.08,5.0,,NONE
USGS,11120500,577,1958-02-21,,Yes,TRE/LOR,USGS,1.66,9.5,Good,0.0,0.4,,NONE
USGS,11120500,578,1958-02-25,,Yes,WW,USGS,2.4,80.2,Fair,-0.02,0.2,,NONE
USGS,11120500,579,1958-02-26,,Yes,WW,USGS,1.86,17.5,Good,0.0,0.2,,NONE
USGS,11120500,580,1958-02-28,,Yes,GS,USGS,1.67,6.96,Good,0.0,0.3,,NONE
USGS,11120500,581,1958-03-07,,Yes,WH,USGS,1.49,1.73,Good,0.0,0.2,,NONE
USGS,11120500,582,1958-03-16,,Yes,TRE/LOR,USGS,2.18,46.4,Good,0.0,0.4,,NONE
USGS,11120500,583,1958-03-27,,Yes,TRE/LOR,USGS,2.15,41.0,Good,-0.03,0.4,,NONE
USGS,11120500,584,1958-04-01,,Yes,WW,USGS,2.83,179.0,Good,-0.06,0.4,,NONE
USGS,11120500,585,1958-04-03,,Yes,TRE/LOR,USGS,2.5,103.0,Good,-0.01,0.3,,NONE
USGS,11120500,586,1958-04-05,,Yes,WW,USGS,1.85,22.2,Good,0.0,0.3,,NONE
USGS,11120500,587,1958-04-07,,Yes,TRE/LOR,USGS,2.06,41.0,Unspecified,0.0,0.3,,NONE
USGS,11120500,588,1958-04-10,,Yes,TRE/LOR,USGS,1.72,14.6,Good,-0.01,0.4,,NONE
USGS,11120500,589,1958-04-25,,Yes,WW,USGS,1.46,2.76,Good,0.0,0.2,,NONE
USGS,11120500,590,1958-05-05,,Yes,GS,USGS,1.43,2.36,Good,0.0,0.4,,NONE
USGS,11120500,591,1958-05-20,,Yes,GS,USGS,1.39,1.0,Good,0.0,0.3,,NONE
USGS,11120500,592,1958-05-29,,Yes,GS,USGS,1.43,0.92,Good,0.0,0.3,,NONE
USGS,11120500,593,1958-06-23,,Yes,GS,USGS,1.32,0.22,Fair,0.0,0.2,,NONE
USGS,11120500,594,1958-07-03,,Yes,GS,USGS,1.35,0.51,Good,0.0,,,NONE
USGS,11120500,595,1958-07-21,,Yes,GS,USGS,1.34,0.24,Good,0.0,0.2,,NONE
USGS,11120500,596,1958-07-31,,Yes,GS,USGS,1.3,0.18,Good,0.0,0.2,,NONE
USGS,11120500,597,1958-08-20,,Yes,GS,USGS,1.31,0.24,Good,0.0,0.2,,NONE
USGS,11120500,598,1958-09-10,,Yes,TRE/LOR,USGS,1.2,0.01,Good,,,,NONE
USGS,11120500,599,1958-10-06,,Yes,GS,USGS,1.26,0.16,Good,0.0,0.2,,NONE
USGS,11120500,600,1958-10-16,,Yes,GS,USGS,1.23,0.06,Fair,0.0,0.2,,NONE
USGS,11120500,601,1958-10-29,,Yes,TRE/LOR,USGS,1.27,0.1,Good,,,,NONE
USGS,11120500,602,1958-11-19,,Yes,TRE/LOR,USGS,1.38,0.27,Unspecified,,,,NONE
USGS,11120500,603,1958-12-03,,Yes,TRE/LOR,USGS,1.36,0.17,Unspecified,,,,NONE
USGS,11120500,604,1958-12-19,,Yes,TRE/LOR,USGS,1.35,0.12,Good,,,,NONE
USGS,11120500,605,1958-12-31,,Yes,TRE/LOR,USGS,1.39,0.35,Unspecified,,,,NONE
USGS,11120500,606,1959-01-06,,Yes,TRE/LOR,USGS,1.4,7.17,Good,-0.01,0.6,,NONE
USGS,11120500,607,1959-01-12,,Yes,GS,USGS,1.22,0.67,Good,0.0,,,NONE
USGS,11120500,608,1959-01-15,,Yes,WW,USGS,1.21,0.58,Good,0.0,0.2,,NONE
USGS,11120500,609,1959-01-31,,Yes,TRE/LOR,USGS,1.22,0.45,Unspecified,0.0,0.2,,NONE
USGS,11120500,610,1959-02-11,,Yes,TRE/LOR,USGS,1.6,11.9,Good,0.04,0.4,,NONE
USGS,11120500,611,1959-02-13,,Yes,TRE/LOR,USGS,1.26,0.73,Good,0.0,0.2,,NONE
USGS,11120500,612,1959-02-16,,Yes,TRE/LOR,USGS,2.47,143.0,Good,-0.1,0.6,,NONE
USGS,11120500,613,1959-02-17,,Yes,WW,USGS,1.37,3.63,Good,0.0,0.2,,NONE
USGS,11120500,614,1959-02-21,,Yes,TRE/LOR,USGS,1.76,30.6,Good,-0.02,0.2,,NONE
USGS,11120500,615,1959-02-24,,Yes,GS,USGS,1.27,1.84,Good,0.0,0.3,,NONE
USGS,11120500,616,1959-03-04,,Yes,TRE/LOR,USGS,1.13,0.18,Unspecified,0.0,0.2,,NONE
USGS,11120500,617,1959-03-19,,Yes,TRE/LOR,USGS,1.18,0.54,Good,0.0,0.2,,NONE
USGS,11120500,618,1959-04-01,,Yes,WW,USGS,1.17,0.47,Good,0.0,0.1,,NONE
USGS,11120500,619,1959-04-15,,Yes,TRE/LOR,USGS,1.06,0.18,Good,,,,NONE
USGS,11120500,620,1959-04-22,,Yes,GS,USGS,1.0,0.08,Unspecified,,,,NONE
USGS,11120500,621,1959-04-27,,Yes,TRE/LOR,USGS,1.21,1.13,Good,0.0,0.3,,NONE
USGS,11120500,622,1959-05-12,,Yes,TRE/LOR,USGS,1.04,0.47,Good,0.0,0.3,,NONE
USGS,11120500,623,1959-05-26,,Yes,TRE/LOR,USGS,0.92,0.01,Good,,,,NONE
USGS,11120500,624,1959-06-02,,Yes,GS,USGS,0.92,0.01,Unspecified,,,,NONE
USGS,11120500,625,1959-06-16,,Yes,TRE/LOR,USGS,1.08,0.02,Good,,,,NONE
USGS,11120500,626,1959-06-30,,Yes,TRE/LOR,USGS,1.12,0.04,Good,,,,NONE
USGS,11120500,627,1959-07-15,,Yes,TRE/LOR,USGS,1.04,0.06,Good,,,,NONE
USGS,11120500,628,1959-07-29,,Yes,TRE/LOR,USGS,0.97,0.04,Unspecified,,,,NONE
USGS,11120500,629,1959-08-18,,Yes,WH,USGS,0.98,0.07,Good,,,,NONE
USGS,11120500,630,1959-09-02,,Yes,TRE/LOR,USGS,0.93,0.06,Good,,,,NONE
USGS,11120500,631,1959-09-14,,Yes,TRE/LOR,USGS,0.95,0.04,Good,,,,NONE
USGS,11120500,632,1959-10-01,,Yes,GS,USGS,0.97,0.02,Good,,,,NONE
USGS,11120500,633,1959-10-19,,Yes,TRE/LOR,USGS,1.03,0.06,Unspecified,,,,NONE
USGS,11120500,634,1959-10-28,,Yes,TRE/LOR,USGS,1.27,0.05,Good,,,,NONE
USGS,11120500,635,1959-11-16,,Yes,TRE/LOR,USGS,1.3,0.1,Unspecified,,,,NONE
USGS,11120500,636,1959-12-02,,Yes,WW,USGS,1.28,0.07,Good,,,,NONE
USGS,11120500,637,1959-12-15,,Yes,TRE/LOR,USGS,1.26,0.05,Good,,,,NONE
USGS,11120500,638,1959-12-29,,Yes,GS,USGS,1.32,0.25,Good,,,,NONE
USGS,11120500,639,1960-01-10,,Yes,TRE/LOR,USGS,2.2,6.29,Good,0.0,0.4,,NONE
USGS,11120500,640,1960-01-11,,Yes,TRE/LOR,USGS,1.83,0.84,Unspecified,0.0,0.2,,NONE
USGS,11120500,641,1960-01-13,,Yes,GS,USGS,1.8,0.79,Unspecified,0.0,0.2,,NONE
USGS,11120500,642,1960-01-29,,Yes,TRE/LOR,USGS,1.79,0.48,Good,0.0,0.4,,NONE
USGS,11120500,643,1960-02-01,,Yes,TRE/LOR,USGS,2.15,4.49,Good,0.0,0.2,,NONE
USGS,11120500,644,1960-02-03,,Yes,TRE/LOR,USGS,1.93,1.77,Good,0.0,0.1,,NONE
USGS,11120500,645,1960-02-05,,Yes,GS,USGS,1.86,1.03,Good,0.0,0.2,,NONE
USGS,11120500,646,1960-02-17,,Yes,WW,USGS,1.8,0.6,Good,0.0,0.2,,NONE
USGS,11120500,647,1960-03-01,,Yes,TRE/LOR,USGS,1.91,1.35,Good,0.0,0.2,,NONE
USGS,11120500,648,1960-03-16,,Yes,TRE/LOR,USGS,1.77,0.42,Good,0.0,0.1,,NONE
USGS,11120500,649,1960-03-29,,Yes,TRE/LOR,USGS,1.78,0.46,Good,0.0,0.1,,NONE
USGS,11120500,650,1960-04-14,,Yes,WW,USGS,1.8,0.28,Good,0.0,0.1,,NONE
USGS,11120500,651,1960-04-29,,Yes,TRE/LOR,USGS,1.91,1.35,Good,0.0,0.1,,NONE
USGS,11120500,652,1960-05-16,,Yes,WW,USGS,1.76,0.26,Good,0.0,0.1,,NONE
USGS,11120500,653,1960-05-31,,Yes,TRE/LOR,USGS,1.74,0.2,Unspecified,0.0,0.2,,NONE
USGS,11120500,654,1960-06-13,,Yes,WW,USGS,1.53,0.0,Unspecified,,,,NONE
USGS,11120500,655,1960-06-29,,Yes,GS,USGS,1.64,0.04,Unspecified,,,,NONE
USGS,11120500,656,1960-07-13,,Yes,GS,USGS,1.55,0.01,Unspecified,,,,NONE
USGS,11120500,657,1960-07-27,,Yes,WW,USGS,1.62,0.03,Unspecified,,,,NONE
USGS,11120500,658,1960-08-11,,Yes,GS,USGS,1.63,0.03,Unspecified,,,,NONE
USGS,11120500,659,1960-09-02,,Yes,GS,USGS,1.61,0.02,Unspecified,,,,NONE
USGS,11120500,660,1960-09-14,,Yes,WW,USGS,1.62,0.04,Unspecified,,,,NONE
USGS,11120500,661,1960-09-29,,Yes,GS,USGS,1.65,0.03,Unspecified,,,,NONE
USGS,11120500,662,1960-10-20,,Yes,WW,USGS,1.64,0.01,Unspecified,,,,NONE
USGS,11120500,663,1960-11-01,,Yes,GS,USGS,1.67,0.02,Unspecified,,,,NONE
USGS,11120500,664,1960-11-06,,Yes,GS,USGS,2.56,6.13,Good,-0.01,0.2,,NONE
USGS,11120500,665,1960-11-17,,Yes,WH,USGS,2.1,0.49,Good,0.0,0.2,,NONE
USGS,11120500,666,1960-12-01,,Yes,WW,USGS,2.1,0.34,Fair,0.0,0.1,,NONE
USGS,11120500,667,1960-12-15,,Yes,WH,USGS,2.11,0.31,Good,,,,NONE
USGS,11120500,668,1960-12-30,,Yes,GS,USGS,2.12,0.33,Good,0.0,0.2,,NONE
USGS,11120500,669,1961-01-19,,Yes,WH,USGS,2.1,0.39,Good,0.0,0.2,,NONE
USGS,11120500,670,1961-01-27,,Yes,WH,USGS,2.27,2.01,Good,0.0,0.2,,NONE
USGS,11120500,671,1961-02-01,,Yes,WW,USGS,2.12,0.42,Good,0.0,0.2,,NONE
USGS,11120500,672,1961-02-16,,Yes,GS,USGS,2.09,0.26,Good,0.0,0.2,,NONE
USGS,11120500,673,1961-03-02,,Yes,WW,USGS,1.95,0.07,Good,,,,NONE
USGS,11120500,674,1961-03-17,,Yes,WH,USGS,2.08,0.2,Good,,,,NONE
USGS,11120500,675,1961-04-03,,Yes,GS,USGS,2.02,0.1,Good,,,,NONE
USGS,11120500,676,1961-04-18,,Yes,GS,USGS,1.93,0.04,Good,,,,NONE
USGS,11120500,677,1961-05-04,,Yes,GS,USGS,2.08,0.18,Good,,,,NONE
USGS,11120500,678,1961-05-16,,Yes,WW,USGS,2.05,0.09,Good,,,,NONE
USGS,11120500,679,1961-06-06,,Yes,GS,USGS,1.98,0.04,Good,,,,NONE
USGS,11120500,680,1961-07-05,,Yes,WW,USGS,2.13,0.16,Fair,0.0,0.1,,NONE
USGS,11120500,681,1961-08-09,,Yes,GS,USGS,2.09,0.08,Good,,,,NONE
USGS,11120500,682,1961-08-29,,Yes,GS,USGS,2.12,0.05,Good,,,,NONE
USGS,11120500,683,1961-09-19,,Yes,GS,USGS,2.02,0.04,Unspecified,,,,NONE
USGS,11120500,684,1961-10-02,,Yes,WW,USGS,2.01,0.0,Unspecified,,,,NONE
USGS,11120500,685,1961-10-24,,Yes,GS,USGS,1.94,0.01,Unspecified,,,,NONE
USGS,11120500,686,1961-11-07,,Yes,WW,USGS,2.07,0.04,Good,0.0,,,NONE
USGS,11120500,687,1961-11-20,,Yes,WW,USGS,2.87,10.4,Good,0.0,0.2,,NONE
USGS,11120500,688,1961-11-28,,Yes,WW,USGS,2.25,0.26,Good,0.0,0.1,,NONE
USGS,11120500,689,1961-12-03,,Yes,WW,USGS,1.63,2.84,Good,0.0,0.2,,NONE
USGS,11120500,690,1961-12-19,,Yes,WW,USGS,1.43,0.38,Good,0.0,0.2,,NONE
USGS,11120500,691,1962-01-08,,Yes,WW,USGS,1.46,0.25,Good,0.0,0.1,,NONE
USGS,11120500,692,1962-01-23,,Yes,WW,USGS,1.57,1.29,Good,0.0,0.2,,NONE
USGS,11120500,693,1962-02-09,,Yes,VJL,USGS,3.8,278.0,Fair,-0.42,0.7,,NONE
USGS,11120500,694,1962-02-11,,Yes,VJL,USGS,4.05,585.0,Unspecified,-0.27,0.8,,NONE
USGS,11120500,695,1962-02-14,,Yes,VJL,USGS,1.32,10.6,Fair,0.0,0.5,,NONE
USGS,11120500,696,1962-02-16,,Yes,VJL,USGS,1.63,32.1,Good,-0.01,0.6,,NONE
USGS,11120500,697,1962-02-20,,Yes,VJL,USGS,1.68,49.6,Unspecified,0.03,0.2,,NONE
USGS,11120500,698,1962-03-01,,Yes,VJL,USGS,0.9,5.2,Poor,0.0,0.1,,NONE
USGS,11120500,699,1962-03-06,,Yes,GS,USGS,1.12,11.3,Good,0.0,0.2,,NONE
USGS,11120500,700,1962-03-15,,Yes,WW,USGS,0.77,2.39,Good,0.0,0.2,,NONE
USGS,11120500,701,1962-03-30,,Yes,WW,USGS,0.7,1.43,Fair,0.0,0.2,,NONE
USGS,11120500,702,1962-04-09,,Yes,GS,USGS,1.26,0.92,Good,0.0,0.2,,NONE
USGS,11120500,703,1962-04-24,,Yes,WW,USGS,1.1,0.55,Good,0.0,0.2,DebrisLight,NONE
USGS,11120500,704,1962-05-10,,Yes,WW,USGS,0.94,0.35,Good,0.0,0.2,DebrisLight,NONE
USGS,11120500,705,1962-05-21,,Yes,GS,USGS,0.71,0.15,Good,0.0,0.2,DebrisLight,NONE
USGS,11120500,706,1962-06-05,,Yes,GS,USGS,0.89,0.36,Good,0.0,0.1,DebrisLight,NONE
USGS,11120500,707,1962-06-19,,Yes,WW,USGS,0.85,0.39,Good,0.0,0.2,,NONE
USGS,11120500,708,1962-07-02,,Yes,GS,USGS,0.73,0.14,Good,0.0,0.2,,NONE
USGS,11120500,709,1962-07-18,,Yes,GS,USGS,0.82,0.25,Good,0.0,0.2,,NONE
USGS,11120500,710,1962-07-31,,Yes,WW,USGS,0.67,0.06,Good,,,DebrisLight,NONE
USGS,11120500,711,1962-08-13,,Yes,WW,USGS,0.7,0.13,Good,,,DebrisLight,NONE
USGS,11120500,712,1962-08-27,,Yes,WW,USGS,0.7,0.13,Good,,,DebrisLight,NONE
USGS,11120500,713,1962-09-10,,Yes,WW,USGS,0.62,0.0,Good,,,,NONE
USGS,11120500,714,1962-10-08,,Yes,GS,USGS,1.65,0.25,Good,,,,NONE
USGS,11120500,715,1962-10-25,,Yes,WW,USGS,1.64,0.17,Good,,,,NONE
USGS,11120500,716,1962-11-21,,Yes,WW,USGS,1.67,0.26,Unspecified,,,,NONE
USGS,11120500,717,1962-12-07,,Yes,WH,USGS,1.7,0.14,Good,0.0,0.1,DebrisModerate,NONE
USGS,11120500,718,1962-12-20,,Yes,GS,USGS,1.67,0.13,Good,,,DebrisModerate,NONE
USGS,11120500,719,1963-01-09,,Yes,GS,USGS,1.66,0.34,Unspecified,,,Clear,NONE
USGS,11120500,720,1963-01-31,,Yes,WW,USGS,1.85,2.17,Fair,0.0,0.2,Clear,NONE
USGS,11120500,720A,1963-02-09,,Yes,WW,USGS,3.94,258.0,Unspecified,,,,NONE
USGS,11120500,721,1963-02-10,,Yes,WW,USGS,2.57,40.2,Fair,-0.02,0.2,Clear,NONE
USGS,11120500,722,1963-02-10,,Yes,WW,USGS,1.88,2.45,Good,0.0,0.2,Clear,NONE
USGS,11120500,723,1963-02-27,,Yes,WW,USGS,1.7,0.58,Fair,0.0,0.2,Clear,NONE
USGS,11120500,724,1963-03-13,,Yes,WW,USGS,1.7,0.47,Good,0.0,0.2,DebrisLight,NONE
USGS,11120500,725,1963-03-27,,Yes,GS,USGS,1.71,0.51,Good,0.0,0.2,Clear,NONE
USGS,11120500,726,1963-04-09,,Yes,WW,USGS,1.71,0.51,Good,0.0,0.2,,NONE
USGS,11120500,727,1963-04-23,,Yes,WW,USGS,1.72,0.54,Good,0.0,0.1,DebrisLight,NONE
USGS,11120500,728,1963-05-09,,Yes,WH,USGS,1.79,1.3,Good,0.0,0.2,DebrisLight,NONE
USGS,11120500,729,1963-05-22,,Yes,WW,USGS,1.7,0.5,Good,0.0,0.2,DebrisLight,NONE
USGS,11120500,730,1963-06-04,,Yes,WW,USGS,1.65,0.29,Good,0.0,0.1,,NONE
USGS,11120500,731,1963-06-18,,Yes,WH,USGS,1.68,0.53,Good,0.0,0.2,DebrisLight,NONE
USGS,11120500,732,1963-07-07,,Yes,GS,USGS,1.66,0.27,Unspecified,,,DebrisLight,NONE
USGS,11120500,733,1963-07-26,,Yes,WH,USGS,1.58,0.02,Unspecified,,,DebrisLight,NONE
USGS,11120500,734,1963-08-09,,Yes,WW,USGS,1.62,0.22,Unspecified,,,Clear,NONE
USGS,11120500,735,1963-08-23,,Yes,GS,USGS,1.62,0.16,Unspecified,,,DebrisLight,NONE
USGS,11120500,736,1963-09-12,,Yes,GS,USGS,1.6,0.05,Unspecified,,,DebrisLight,NONE
USGS,11120500,737,1963-10-02,,Yes,GS,USGS,1.64,0.19,Unspecified,,,DebrisLight,NONE
USGS,11120500,738,1963-10-15,,Yes,WH,USGS,1.61,0.06,Unspecified,,,DebrisLight,NONE
USGS,11120500,739,1963-10-30,,Yes,GS,USGS,1.6,0.09,Unspecified,,,DebrisLight,NONE
USGS,11120500,740,1963-11-14,,Yes,WH,USGS,1.66,0.25,Unspecified,,,DebrisLight,NONE
USGS,11120500,741,1963-11-20,,Yes,GS,USGS,2.11,8.73,Good,-0.02,0.3,Clear,NONE
USGS,11120500,742,1963-11-27,,Yes,GS,USGS,1.68,0.46,Good,0.2,0.2,DebrisLight,NONE
USGS,11120500,743,1963-12-16,,Yes,WW,USGS,1.66,0.36,Unspecified,,,Clear,NONE
USGS,11120500,744,1963-12-31,,Yes,GS,USGS,1.66,0.28,Good,0.0,0.2,DebrisLight,NONE
USGS,11120500,745,1964-01-17,,Yes,WH,USGS,1.67,0.41,Good,0.0,0.2,DebrisLight,NONE
USGS,11120500,746,1964-01-21,,Yes,WW,USGS,2.04,7.31,Fair,-0.01,0.2,Clear,NONE
USGS,11120500,747,1964-01-31,,Yes,WH,USGS,1.69,0.45,Good,0.0,0.2,DebrisLight,NONE
USGS,11120500,748,1964-02-11,,Yes,WW,USGS,1.67,0.38,Good,0.0,0.2,Clear,NONE
USGS,11120500,749,1964-02-27,,Yes,WW,USGS,1.67,0.26,Good,0.0,0.1,DebrisLight,NONE
USGS,11120500,750,1964-03-16,,Yes,GS,USGS,1.68,0.21,Good,0.0,0.2,DebrisModerate,NONE
USGS,11120500,751,1964-03-23,,Yes,GS,USGS,1.83,1.86,Good,0.0,0.3,Clear,NONE
USGS,11120500,752,1964-04-16,,Yes,WH,USGS,1.67,0.38,Good,0.0,0.2,DebrisLight,NONE
USGS,11120500,753,1964-04-30,,Yes,GS,USGS,1.68,0.33,Good,0.0,0.1,,NONE
USGS,11120500,754,1964-05-11,,Yes,GS,USGS,1.6,0.12,Good,,,DebrisLight,NONE
USGS,11120500,755,1964-05-28,,Yes,WW,USGS,1.65,0.25,Good,,,,NONE
USGS,11120500,756,1964-06-12,,Yes,GS,USGS,1.63,0.18,Good,,,DebrisLight,NONE
USGS,11120500,757,1964-06-30,,Yes,GS,USGS,1.6,0.06,Unspecified,,,DebrisLight,NONE
USGS,11120500,758,1964-07-13,,Yes,GS,USGS,1.6,0.03,Good,,,DebrisHeavy,NONE
USGS,11120500,759,1964-07-31,,Yes,GS,USGS,1.59,0.06,Good,,,DebrisLight,NONE
USGS,11120500,760,1964-08-18,,Yes,GS,USGS,1.57,0.04,Good,,,DebrisLight,NONE
USGS,11120500,761,1964-08-28,,Yes,GS,USGS,1.58,0.04,Unspecified,,,DebrisLight,NONE
