agency_cd,site_no,measurement_nu,measurement_dt,tz_cd,q_meas_used_fg,party_nm,site_visit_coll_agency_cd,gage_height_va,discharge_va,measured_rating_diff,gage_va_change,gage_va_time,control_type_cd,discharge_cd
USGS,11120500,258,1945-04-13 23:00:00,PST,Yes,THO/MAS,USGS,1.76,0.76,Fair,0.0,0.1,,NONE
USGS,11120500,259,1945-04-20 23:00:00,PST,Yes,THO/MAS,USGS,1.78,0.81,Fair,0.0,0.1,,NONE
USGS,11120500,260,1945-04-26 23:00:00,PST,Yes,THO/MAS,USGS,1.77,0.61,Fair,0.0,0.1,,NONE
USGS,11120500,261,1945-05-06 23:00:00,PST,Yes,THO/MAS,USGS,1.73,0.62,Fair,0.0,0.1,,NONE
USGS,11120500,262,1945-05-16 23:00:00,PST,Yes,WIC/KS,USGS,1.72,0.3,Unspecified,0.0,0.1,,NONE
USGS,11120500,263,1945-05-25 23:00:00,PST,Yes,WIC/KS,USGS,1.72,0.32,Fair,0.0,0.1,,NONE
USGS,11120500,264,1945-06-01 23:00:00,PST,Yes,WIC/KS,USGS,1.27,0.18,Fair,0.0,0.1,,NONE
USGS,11120500,265,1945-06-28 23:00:00,PST,Yes,WIC/KS,USGS,1.29,0.14,Fair,0.0,0.1,,NONE
USGS,11120500,266,1945-07-06 23:00:00,PST,Yes,WIC/KS,USGS,1.28,0.21,Good,0.0,0.1,,NONE
USGS,11120500,267,1945-07-11 23:00:00,PST,Yes,WIC/KS,USGS,1.2,0.05,Unspecified,,,,NONE
USGS,11120500,268,1945-07-19 23:00:00,PST,Yes,WIC/KS,USGS,1.23,0.07,Unspecified,,,,NONE
USGS,11120500,269,1945-08-02 23:00:00,PST,Yes,WIC/KS,USGS,1.21,0.02,Unspecified,,,,NONE
USGS,11120500,270,1945-10-18,,Yes,WIC/KS,USGS,1.19,0.03,Unspecified,,,,NONE
USGS,11120500,271,1945-11-02,,Yes,WIC/KS,USGS,1.25,0.07,Fair,0.0,0.1,,NONE
USGS,11120500,272,1945-11-19,,Yes,WIC/KS,USGS,1.3,0.17,Unspecified,0.0,0.1,,NONE
USGS,11120500,273,1945-12-03,,Yes,WIC/KS,USGS,1.36,0.3,Unspecified,0.0,0.1,,NONE
USGS,11120500,274,1945-12-22,,Yes,THO/MAS,USGS,2.62,28.0,Good,0.0,0.3,,NONE
USGS,11120500,275,1945-12-24,,Yes,THO/MAS,USGS,2.06,2.83,Fair,0.0,0.1,,NONE
USGS,11120500,276,1945-12-26,,Yes,THO/MAS,USGS,2.01,1.52,Fair,0.0,0.3,,NONE
USGS,11120500,277,1946-01-04,,Yes,THO/MAS,USGS,1.84,0.11,Poor,0.0,0.1,,NONE
USGS,11120500,278,1946-01-11,,Yes,THO/MAS,USGS,1.91,0.35,Poor,0.0,0.1,,NONE
USGS,11120500,279,1946-01-17,,Yes,THO/MAS,USGS,1.86,0.12,Poor,0.0,0.1,,NONE
USGS,11120500,280,1946-02-03,,Yes,THO/MAS,USGS,2.27,10.6,Good,-0.01,0.3,,NONE
USGS,11120500,281,1946-02-05,,Yes,THO/MAS,USGS,1.74,0.23,Fair,0.0,0.1,,NONE
USGS,11120500,282,1946-02-15,,Yes,THO/MAS,USGS,1.7,0.12,Poor,0.0,0.1,,NONE
USGS,11120500,283,1946-02-21,,Yes,THO/MAS,USGS,1.68,0.1,Poor,0.0,0.1,,NONE
USGS,11120500,284,1946-03-04,,Yes,THO/MAS,USGS,1.68,0.07,Poor,0.0,0.1,,NONE
USGS,11120500,285,1946-03-15,,Yes,THO/MAS,USGS,1.79,0.21,Poor,0.0,0.1,,NONE
USGS,11120500,286,1946-03-21,,Yes,THO/MAS,USGS,1.68,0.05,Unspecified,0.0,0.1,,NONE
USGS,11120500,287,1946-03-28,,Yes,THO/MAS,USGS,1.82,0.33,Fair,0.0,0.1,,NONE
USGS,11120500,288,1946-03-31,,Yes,THO/MAS,USGS,2.3,10.0,Good,0.0,0.3,,NONE
USGS,11120500,289,1946-04-02,,Yes,THO/MAS,USGS,2.13,2.5,Fair,0.0,0.2,,NONE
USGS,11120500,290,1946-04-12,,Yes,THO/MAS,USGS,1.77,0.06,Unspecified,,,,NONE
USGS,11120500,291,1946-04-18,,Yes,THO/MAS,USGS,1.76,0.05,Unspecified,,,,NONE
USGS,11120500,292,1946-04-25,,Yes,WIC/KS,USGS,1.88,0.18,Unspecified,0.0,0.1,,NONE
USGS,11120500,293,1946-05-06,,Yes,WIC/KS,USGS,1.95,0.48,Unspecified,0.0,0.1,,NONE
USGS,11120500,294,1946-05-15,,Yes,WIC/KS,USGS,1.89,0.33,Unspecified,0.0,0.1,,NONE
USGS,11120500,295,1946-05-21,,Yes,WIC/KS,USGS,1.85,0.32,Unspecified,0.0,0.1,,NONE
USGS,11120500,296,1946-11-13,,Yes,WIC/KS,USGS,1.64,19.4,Unspecified,0.01,0.5,,NONE
USGS,11120500,297,1946-11-14,,Yes,SOL/LID,USGS,1.16,1.09,Fair,-0.06,0.4,,NONE
USGS,11120500,298,1946-11-18,,Yes,SOL/LID,USGS,1.05,0.1,Good,0.0,0.2,,NONE
USGS,11120500,299,1946-11-22,,Yes,SOL/LID,USGS,0.97,0.43,Good,0.0,0.3,,NONE
USGS,11120500,300,1946-11-23,,Yes,SOL/LID,USGS,1.7,23.9,Good,-0.02,0.5,,NONE
USGS,11120500,301,1946-11-25,,Yes,SOL/LID,USGS,1.13,2.58,Good,-0.07,0.3,,NONE
USGS,11120500,302,1946-12-02,,Yes,SOL/LID,USGS,0.98,0.44,Good,0.0,0.2,,NONE
USGS,11120500,303,1946-12-09,,Yes,SOL/LID,USGS,1.01,0.62,Good,0.0,0.2,,NONE
USGS,11120500,304,1946-12-16,,Yes,WIC/KS,USGS,0.98,0.44,Unspecified,0.0,0.2,,NONE
USGS,11120500,305,1946-12-26,,Yes,SOL/LID,USGS,1.5,11.8,Good,0.0,0.3,,NONE
USGS,11120500,306,1947-01-16,,Yes,WIC/KS,USGS,0.87,0.05,Unspecified,,,,NONE
USGS,11120500,307,1947-01-30,,Yes,SOL/LID,USGS,0.96,0.36,Fair,-0.02,0.2,,NONE
USGS,11120500,308,1947-02-10,,Yes,BUT/LER,USGS,0.93,0.2,Fair,0.0,0.2,,NONE
USGS,11120500,309,1947-02-13,,Yes,SOL/LID,USGS,0.87,0.06,Good,0.0,0.1,,NONE
USGS,11120500,310,1947-02-27,,Yes,SOL/LID,USGS,0.83,0.01,Fair,0.0,0.1,,NONE
USGS,11120500,311,1947-03-12,,Yes,SOL/LID,USGS,1.0,0.35,Good,0.02,0.1,,NONE
USGS,11120500,312,1947-03-26,,Yes,SOL/LID,USGS,0.84,0.02,Fair,0.0,0.1,,NONE
USGS,11120500,313,1947-04-07,,Yes,WIC/KS,USGS,0.94,0.22,Unspecified,0.0,0.1,,NONE
USGS,11120500,314,1947-04-22,,Yes,WIC/KS,USGS,0.93,0.2,Unspecified,0.0,0.1,,NONE
USGS,11120500,315,1947-05-05,,Yes,WIC/KS,USGS,0.93,0.1,Unspecified,,,,NONE
USGS,11120500,316,1947-05-15,,Yes,WIC/KS,USGS,0.93,0.13,Unspecified,0.0,0.1,,NONE
USGS,11120500,317,1947-05-23,,Yes,WIC/KS,USGS,0.8,0.01,Unspecified,0.0,0.1,,NONE
USGS,11120500,318,1947-12-22,,Yes,BUR/GES,USGS,0.92,0.16,Good,0.0,0.1,,NONE
USGS,11120500,319,1947-12-22,,Yes,BUR/GES,USGS,0.92,0.21,Unspecified,,,,NONE
USGS,11120500,320,1948-03-14,,Yes,BUR/GES,USGS,0.92,0.17,Good,0.0,0.1,,NONE
USGS,11120500,321,1948-03-24,,Yes,BUR/GES,USGS,1.7,13.6,Poor,0.33,0.2,,NONE
USGS,11120500,322,1948-03-24,,Yes,BUR/GES,USGS,1.92,22.3,Good,-0.02,0.2,,NONE
USGS,11120500,323,1948-04-12,,Yes,BUR/GES,USGS,1.0,0.32,Good,0.0,0.1,,NONE
USGS,11120500,324,1948-04-29,,Yes,BUR/GES,USGS,1.07,0.77,Good,-0.01,0.2,,NONE
USGS,11120500,325,1948-12-17,,Yes,BUR/GES,USGS,1.27,2.16,Good,-0.01,0.2,,NONE
USGS,11120500,326,1948-12-29,,Yes,CEB/WH,USGS,0.96,0.2,Good,0.0,0.2,,NONE
USGS,11120500,327,1949-01-14,,Yes,WH,USGS,0.94,0.1,Good,0.0,0.2,,NONE
USGS,11120500,328,1949-01-19,,Yes,WH,USGS,0.95,0.1,Good,0.0,0.2,,NONE
USGS,11120500,329,1949-01-28,,Yes,WH,USGS,0.98,0.18,Good,0.0,0.1,,NONE
USGS,11120500,330,1949-02-14,,Yes,WH,USGS,0.9,0.12,Good,0.01,0.1,,NONE
USGS,11120500,331,1949-03-04,,Yes,CEB,USGS,2.13,34.9,Good,-0.01,0.2,,NONE
USGS,11120500,332,1949-03-11,,Yes,CEB,USGS,1.54,7.5,Good,0.0,0.2,,NONE
USGS,11120500,333,1949-03-16,,Yes,CEB,USGS,0.98,0.16,Good,0.0,0.1,,NONE
USGS,11120500,334,1949-04-01,,Yes,CEB,USGS,0.88,0.09,Good,-0.01,0.1,,NONE
USGS,11120500,335,1949-04-13,,Yes,WH,USGS,1.0,0.13,Good,-0.01,0.1,,NONE
USGS,11120500,336,1949-04-27,,Yes,WH,USGS,1.06,0.36,Good,0.0,0.2,,NONE
USGS,11120500,337,1949-06-03,,Yes,WH,USGS,1.03,0.2,Good,0.0,0.2,,NONE
USGS,11120500,338,1949-12-15,,Yes,WH,USGS,1.04,0.17,Good,,,,NONE
USGS,11120500,339,1949-12-21,,Yes,MAS/TER,USGS,1.14,0.33,Good,0.0,0.2,,NONE
USGS,11120500,340,1949-12-23,,Yes,WH,USGS,1.13,0.25,Good,0.0,0.2,,NONE
USGS,11120500,341,1950-01-03,,Yes,CAR/IGN,USGS,1.12,0.2,Unspecified,0.0,0.2,,NONE
USGS,11120500,342,1950-01-09,,Yes,GEB,USGS,1.38,1.85,Good,0.0,0.2,,NONE
USGS,11120500,343,1950-01-10,,Yes,CAR/IGN,USGS,1.08,0.16,Good,0.0,0.2,,NONE
USGS,11120500,344,1950-01-11,,Yes,GEB,USGS,2.58,50.1,Good,-0.01,0.3,,NONE
USGS,11120500,345,1950-01-13,,Yes,CAR/IGN,USGS,1.16,0.71,Good,-0.01,0.2,,NONE
USGS,11120500,346,1950-01-27,,Yes,CAR/IGN,USGS,1.14,0.38,Unspecified,0.0,0.2,,NONE
USGS,11120500,347,1950-02-06,,Yes,CAR/IGN,USGS,2.04,23.4,Good,-0.03,0.5,,NONE
USGS,11120500,348,1950-02-08,,Yes,CAR/IGN,USGS,1.28,1.72,Good,0.0,0.2,,NONE
USGS,11120500,349,1950-02-25,,Yes,CAR/IGN,USGS,1.04,0.07,Unspecified,0.0,0.1,,NONE
USGS,11120500,350,1950-03-07,,Yes,CAR/IGN,USGS,1.18,0.32,Good,0.0,0.2,,NONE
USGS,11120500,351,1950-03-21,,Yes,CAR/IGN,USGS,1.12,0.1,Fair,-0.04,0.3,,NONE
USGS,11120500,352,1950-04-04,,Yes,CAR/IGN,USGS,1.15,0.26,Fair,0.0,0.5,,NONE
USGS,11120500,353,1950-04-18,,Yes,CAR/IGN,USGS,1.19,0.22,Unspecified,0.0,0.4,,NONE
USGS,11120500,354,1950-05-03,,Yes,LEV/INE,USGS,1.12,0.14,Good,0.0,0.3,,NONE
USGS,11120500,355,1950-06-30,,Yes,WH,USGS,1.04,0.02,Good,0.0,0.2,,NONE
USGS,11120500,356,1950-11-20,,Yes,GEB,USGS,1.22,0.3,Unspecified,,,,NONE
USGS,11120500,357,1950-11-29,,Yes,GEB,USGS,1.17,0.12,Unspecified,,,,NONE
USGS,11120500,358,1950-12-14,,Yes,GEB,USGS,0.87,0.16,Unspecified,,,,NONE
USGS,11120500,359,1951-01-09,,Yes,WH,USGS,0.82,0.05,Good,0.0,0.2,,NONE
USGS,11120500,360,1951-01-11,,Yes,BEC/TOL,USGS,0.9,0.29,Fair,-0.03,0.5,,NONE
USGS,11120500,361,1951-01-18,,Yes,CEB,USGS,0.93,0.42,Good,0.0,0.2,,NONE
USGS,11120500,362,1951-01-25,,Yes,WH,USGS,0.88,0.28,Good,0.0,0.2,,NONE
USGS,11120500,363,1951-01-29,,Yes,CEB,USGS,0.92,0.44,Good,-0.01,0.2,,NONE
USGS,11120500,364,1951-01-29,,Yes,BEC/TOL,USGS,0.86,0.22,Good,0.0,0.2,,NONE
USGS,11120500,365,1951-02-09,,Yes,WH,USGS,0.85,0.17,Good,0.0,0.2,,NONE
USGS,11120500,366,1951-03-06,,Yes,WH,USGS,0.89,0.21,Good,0.0,0.2,,NONE
USGS,11120500,367,1951-03-30,,Yes,WH,USGS,0.85,0.12,Good,0.0,0.2,,NONE
USGS,11120500,368,1951-04-06,,Yes,WH,USGS,0.8,0.05,Good,0.0,0.2,,NONE
USGS,11120500,369,1951-04-27,,Yes,WH,USGS,0.84,0.15,Good,0.0,0.2,,NONE
USGS,11120500,370,1951-05-10,,Yes,WH,USGS,0.87,0.14,Good,0.0,0.2,,NONE
USGS,11120500,371,1951-05-25,,Yes,WH,USGS,0.81,0.07,Good,0.0,0.2,,NONE
USGS,11120500,372,1951-12-29,,Yes,BEC/TOL,USGS,1.11,1.4,Fair,0.0,0.4,,NONE
USGS,11120500,373,1952-01-14,,Yes,BEC/TOL,USGS,-0.38,6.97,Fair,,,,NONE
USGS,11120500,373A,1952-01-15,,Yes,BEC/TOL,USGS,6.6,1340.0,Unspecified,,,,NONE
USGS,11120500,374,1952-01-16,,Yes,BEC/TOL,USGS,1.39,84.8,Fair,-0.02,0.7,,NONE
USGS,11120500,375,1952-01-16,,Yes,BEC/TOL,USGS,1.19,59.6,Fair,,,,NONE
USGS,11120500,376,1952-01-20,,Yes,BEC/TOL,USGS,0.58,12.2,Good,-0.02,0.5,,NONE
USGS,11120500,377,1952-01-22,,Yes,CEB,USGS,0.39,6.65,Good,0.0,0.2,,NONE
USGS,11120500,378,1952-02-12,,Yes,WH,USGS,0.15,1.56,Good,0.0,0.2,,NONE
USGS,11120500,379,1952-02-29,,Yes,WH,USGS,0.16,1.47,Good,0.0,0.2,,NONE
USGS,11120500,380,1952-03-10,,Yes,WH,USGS,0.29,3.13,Good,0.0,0.3,,NONE
USGS,11120500,381,1952-03-17,,Yes,CEB,USGS,0.72,24.4,Unspecified,0.0,0.3,,NONE
USGS,11120500,382,1952-03-27,,Yes,WH,USGS,0.38,3.69,Good,0.01,0.2,,NONE
USGS,11120500,383,1952-04-04,,Yes,WH,USGS,0.33,1.79,Good,0.0,0.2,,NONE
USGS,11120500,384,1952-04-10,,Yes,WH,USGS,0.46,4.07,Good,0.0,0.3,,NONE
USGS,11120500,385,1952-05-01,,Yes,WH,USGS,0.29,1.41,Good,0.0,0.2,,NONE
USGS,11120500,386,1952-05-16,,Yes,WH,USGS,0.17,0.67,Good,0.0,0.2,,NONE
USGS,11120500,387,1952-06-06,,Yes,WH,USGS,0.37,0.68,Good,0.0,0.3,,NONE
USGS,11120500,388,1952-06-13,,Yes,WH,USGS,0.38,0.45,Good,0.0,0.2,,NONE
USGS,11120500,389,1952-06-27,,Yes,WH,USGS,0.16,0.08,Good,0.0,0.2,,NONE
USGS,11120500,390,1952-07-25,,Yes,WH,USGS,0.36,0.63,Good,,,,NONE
USGS,11120500,391,1952-08-11,,Yes,CEB,USGS,0.25,0.38,Good,0.0,0.2,,NONE
USGS,11120500,392,1952-08-29,,Yes,WH,USGS,0.06,0.1,Good,0.0,0.2,,NONE
USGS,11120500,393,1952-09-12,,Yes,WH,USGS,0.27,0.46,Good,0.0,0.2,,NONE
USGS,11120500,394,1952-10-06,,Yes,WH,USGS,0.54,0.21,Good,0.0,0.2,,NONE
USGS,11120500,395,1952-10-20,,Yes,WH,USGS,0.55,0.45,Good,0.0,0.2,,NONE
USGS,11120500,396,1952-10-31,,Yes,WH,USGS,0.55,0.51,Good,0.0,0.2,,NONE
USGS,11120500,397,1952-11-17,,Yes,WH,USGS,0.47,1.26,Good,-0.01,0.3,,NONE
USGS,11120500,398,1952-12-01,,Yes,WH,USGS,0.53,1.43,Good,-0.01,0.2,,NONE
USGS,11120500,399,1952-12-05,,Yes,WH,USGS,0.62,1.28,Good,0.0,0.2,,NONE
USGS,11120500,400,1952-12-12,,Yes,WH,USGS,0.57,0.7,Good,0.0,0.3,,NONE
USGS,11120500,401,1952-12-23,,Yes,CEB,USGS,0.43,0.6,Good,0.0,0.2,,NONE
USGS,11120500,402,1952-12-30,,Yes,CEB,USGS,0.82,14.9,Fair,0.05,0.2,,NONE
USGS,11120500,403,1953-01-02,,Yes,CEB,USGS,0.53,2.82,Good,0.0,0.2,,NONE
USGS,11120500,404,1953-01-08,,Yes,WH,USGS,0.8,14.3,Good,-0.01,0.4,,NONE
USGS,11120500,405,1953-01-23,,Yes,WH,USGS,0.47,1.52,Good,0.0,0.3,,NONE
USGS,11120500,406,1953-02-06,,Yes,CEB,USGS,0.28,0.12,Good,0.0,0.2,,NONE
USGS,11120500,407,1953-02-20,,Yes,STA/TN,USGS,0.28,0.11,Fair,,,,NONE
USGS,11120500,408,1953-03-06,,Yes,WH,USGS,0.37,0.5,Good,0.0,0.2,,NONE
USGS,11120500,409,1953-03-20,,Yes,WH,USGS,0.42,0.93,Good,0.0,0.2,,NONE
USGS,11120500,410,1953-04-03,,Yes,WH,USGS,0.35,0.38,Good,0.0,0.2,,NONE
USGS,11120500,411,1953-04-15,,Yes,WH,USGS,0.38,0.46,Good,0.0,0.2,,NONE
USGS,11120500,412,1953-05-01,,Yes,WH,USGS,0.44,0.71,Good,0.0,0.2,,NONE
USGS,11120500,413,1953-05-15,,Yes,WH,USGS,0.44,0.39,Good,0.0,0.2,,NONE
USGS,11120500,414,1953-05-29,,Yes,WH,USGS,0.5,0.53,Good,0.0,0.2,,NONE
USGS,11120500,415,1953-06-12,,Yes,WH,USGS,0.43,0.23,Good,0.0,0.2,,NONE
USGS,11120500,416,1953-06-25,,Yes,WH,USGS,0.41,0.22,Good,0.0,0.2,,NONE
USGS,11120500,417,1953-07-07,,Yes,GS,USGS,0.3,0.05,Good,0.0,0.1,,NONE
USGS,11120500,418,1953-07-21,,Yes,GS,USGS,0.26,0.02,Unspecified,,,,NONE
USGS,11120500,419,1953-08-06,,Yes,WH,USGS,0.27,0.04,Good,0.0,0.2,,NONE
USGS,11120500,420,1953-09-03,,Yes,WH,USGS,0.32,0.15,Good,0.0,0.2,,NONE
USGS,11120500,421,1953-09-18,,Yes,WH,USGS,0.3,0.11,Good,0.0,0.2,,NONE
USGS,11120500,422,1953-10-02,,Yes,WH,USGS,0.3,0.13,Unspecified,0.0,0.2,,NONE
USGS,11120500,423,1953-10-15,,Yes,WH,USGS,0.23,0.02,Good,0.0,0.1,,NONE
USGS,11120500,424,1953-10-30,,Yes,WH,USGS,0.28,0.05,Good,0.0,0.1,,NONE
USGS,11120500,425,1953-11-13,,Yes,WH,USGS,0.35,0.17,Good,0.0,0.2,,NONE
USGS,11120500,426,1953-11-27,,Yes,WH,USGS,0.42,0.4,Good,0.0,0.2,,NONE
USGS,11120500,427,1953-12-11,,Yes,WH,USGS,0.41,0.29,Good,0.0,0.2,,NONE
USGS,11120500,428,1953-12-24,,Yes,WH,USGS,0.38,0.17,Good,0.0,0.2,,NONE
USGS,11120500,429,1954-01-08,,Yes,WH,USGS,0.41,0.21,Good,0.0,0.2,,NONE
USGS,11120500,430,1954-01-12,,Yes,CEB,USGS,0.61,1.55,Good,0.01,0.2,,NONE
USGS,11120500,431,1954-01-19,,Yes,CEB,USGS,0.93,9.32,Good,-0.03,0.2,,NONE
USGS,11120500,432,1954-01-22,,Yes,WH,USGS,0.42,0.19,Good,0.0,0.2,,NONE
USGS,11120500,433,1954-01-26,,Yes,CEB,USGS,0.59,2.05,Good,0.0,0.2,,NONE
USGS,11120500,434,1954-02-05,,Yes,WH,USGS,0.39,0.13,Good,0.0,0.2,,NONE
USGS,11120500,435,1954-02-14,,Yes,CEB,USGS,0.79,8.62,Good,0.0,0.2,,NONE
USGS,11120500,436,1954-02-19,,Yes,WH,USGS,0.47,0.67,Good,0.0,0.2,,NONE
USGS,11120500,437,1954-03-05,,Yes,WH,USGS,0.4,0.11,Good,0.0,0.2,,NONE
USGS,11120500,438,1954-03-19,,Yes,WH,USGS,0.39,0.02,Good,0.0,0.1,,NONE
USGS,11120500,439,1954-03-20,,Yes,CEB,USGS,0.92,9.43,Good,0.0,0.2,,NONE
USGS,11120500,440,1954-04-02,,Yes,WH,USGS,0.59,1.13,Good,0.0,0.2,,NONE
USGS,11120500,441,1954-04-09,,Yes,CEB,USGS,0.58,0.79,Good,0.0,0.1,,NONE
USGS,11120500,442,1954-04-23,,Yes,WH,USGS,0.61,0.83,Good,0.0,0.2,,NONE
USGS,11120500,443,1954-05-07,,Yes,WH,USGS,0.64,0.68,Unspecified,0.0,0.2,,NONE
USGS,11120500,444,1954-05-21,,Yes,WH,USGS,0.64,0.56,Good,0.0,0.2,,NONE
USGS,11120500,445,1954-06-03,,Yes,WH,USGS,0.57,0.25,Good,0.0,0.2,,NONE
USGS,11120500,446,1954-06-17,,Yes,WH,USGS,0.46,0.06,Good,0.0,0.1,,NONE
USGS,11120500,447,1954-07-15,,Yes,WH,USGS,0.45,0.05,Good,0.0,0.1,,NONE
USGS,11120500,448,1954-07-30,,Yes,WH,USGS,0.39,0.03,Good,0.0,0.1,,NONE
USGS,11120500,449,1954-08-13,,Yes,WH,USGS,0.47,0.1,Good,0.0,0.1,,NONE
USGS,11120500,450,1954-08-26,,Yes,WH,USGS,0.63,1.48,Good,0.0,0.2,,NONE
USGS,11120500,451,1954-09-10,,Yes,WH,USGS,0.62,1.45,Unspecified,0.0,0.2,,NONE
USGS,11120500,452,1954-09-23,,Yes,WH,USGS,0.58,1.18,Good,0.0,0.2,,NONE
USGS,11120500,453,1954-10-01,,Yes,GS,USGS,0.57,1.22,Good,0.0,0.2,,NONE
USGS,11120500,454,1954-10-06,,Yes,WH,USGS,0.55,1.0,Good,0.0,0.2,,NONE
USGS,11120500,455,1954-10-21,,Yes,WH,USGS,0.56,0.9,Unspecified,0.0,0.2,,NONE
USGS,11120500,456,1954-11-04,,Yes,WH,USGS,0.43,0.07,Good,0.0,0.1,,NONE
USGS,11120500,457,1954-11-18,,Yes,WH,USGS,0.51,0.37,Unspecified,0.0,0.2,,NONE
USGS,11120500,458,1954-12-02,,Yes,WH,USGS,0.5,0.34,Good,0.0,0.2,,NONE
USGS,11120500,459,1954-12-15,,Yes,WH,USGS,0.41,0.1,Unspecified,0.0,0.1,,NONE
USGS,11120500,460,1954-12-29,,Yes,CEB,USGS,0.47,0.22,Good,-0.01,0.2,,NONE
USGS,11120500,461,1955-01-10,,Yes,GS,USGS,0.84,9.9,Good,0.0,0.3,,NONE
USGS,11120500,462,1955-01-13,,Yes,WH,USGS,0.55,1.07,Good,0.0,0.2,,NONE
USGS,11120500,463,1955-01-18,,Yes,GS,USGS,0.86,10.6,Good,-0.02,0.2,,NONE
USGS,11120500,464,1955-01-19,,Yes,GS,USGS,0.62,5.54,Good,0.0,0.3,,NONE
USGS,11120500,465,1955-01-28,,Yes,WH,USGS,0.31,0.1,Good,0.0,0.1,,NONE
USGS,11120500,466,1955-02-10,,Yes,WH,USGS,0.43,0.37,Good,0.0,0.1,,NONE
USGS,11120500,467,1955-02-25,,Yes,WH,USGS,0.33,0.14,Good,0.0,0.1,,NONE
USGS,11120500,468,1955-03-10,,Yes,WH,USGS,0.47,0.77,Good,0.0,0.2,,NONE
USGS,11120500,469,1955-03-24,,Yes,WH,USGS,0.48,0.75,Good,-0.02,0.2,,NONE
USGS,11120500,470,1955-04-07,,Yes,WH,USGS,0.41,0.34,Good,0.0,0.2,,NONE
USGS,11120500,471,1955-04-21,,Yes,WH,USGS,0.42,0.37,Good,0.0,0.2,,NONE
USGS,11120500,472,1955-04-22,,Yes,GS,USGS,0.67,6.25,Fair,-0.01,0.2,,NONE
USGS,11120500,473,1955-05-05,,Yes,WH,USGS,0.52,1.53,Good,0.0,0.2,,NONE
USGS,11120500,474,1955-05-18,,Yes,GS,USGS,0.43,0.68,Good,0.0,0.2,,NONE
USGS,11120500,475,1955-06-03,,Yes,WH,USGS,0.4,34.0,Good,0.0,0.2,,NONE
USGS,11120500,476,1955-06-17,,Yes,WH,USGS,0.4,0.33,Good,0.0,0.2,,NONE
USGS,11120500,477,1955-07-07,,Yes,CEB,USGS,0.26,0.02,Fair,0.0,0.1,,NONE
USGS,11120500,478,1955-07-19,,Yes,CEB,USGS,0.26,0.03,Fair,0.0,0.1,,NONE
USGS,11120500,479,1955-08-05,,Yes,WH,USGS,0.3,0.06,Good,0.0,0.1,,NONE
USGS,11120500,480,1955-09-02,,Yes,WH,USGS,0.25,0.02,Unspecified,,,,NONE
USGS,11120500,481,1955-10-20,,Yes,WH,USGS,0.18,0.04,Good,0.0,0.1,,NONE
USGS,11120500,482,1955-11-03,,Yes,WH,USGS,0.2,0.06,Good,0.0,0.1,,NONE
USGS,11120500,483,1955-11-09,,Yes,GS,USGS,0.28,0.08,Unspecified,,,,NONE
USGS,11120500,484,1955-11-18,,Yes,WH,USGS,0.33,0.19,Good,0.0,0.2,,NONE
USGS,11120500,485,1955-12-02,,Yes,WH,USGS,0.56,0.36,Good,0.0,0.2,,NONE
USGS,11120500,486,1955-12-15,,Yes,WH,USGS,0.63,0.24,Good,0.0,0.2,,NONE
USGS,11120500,487,1955-12-22,,Yes,WHE/TLY,USGS,0.64,0.3,Good,0.0,0.2,,NONE
USGS,11120500,488,1955-12-24,,Yes,GS,USGS,1.0,28.7,Good,-0.02,0.3,,NONE
USGS,11120500,488A,1955-12-24,,Yes,JAN/SON,USGS,8.02,978.0,Unspecified,,,,NONE
USGS,11120500,489,1955-12-25,,Yes,WHE/TLY,USGS,2.73,78.6,Good,-0.04,0.2,,NONE
USGS,11120500,490,1955-12-27,,Yes,USB/R,USGS,2.2,12.2,Unspecified,,,,NONE
USGS,11120500,491,1955-12-28,,Yes,USB/R,USGS,1.96,5.59,Unspecified,,,,NONE
USGS,11120500,492,1956-01-02,,Yes,STA/TON,USGS,,0.92,Good,,,,NONE
USGS,11120500,493,1956-01-05,,Yes,WH,USGS,,0.25,Unspecified,,,,NONE
USGS,11120500,494,1956-01-07,,Yes,STA/NTN,USGS,1.9,0.93,Unspecified,0.0,0.2,,NONE
USGS,11120500,495,1956-01-12,,Yes,WHT/LY,USGS,1.81,0.72,Good,0.0,0.2,,NONE
USGS,11120500,496,1956-01-19,,Yes,WH,USGS,1.9,0.65,Good,0.0,0.2,,NONE
USGS,11120500,497,1956-01-25,,Yes,GS,USGS,2.83,140.0,Good,-0.04,0.2,,NONE
USGS,11120500,498,1956-01-25,,Yes,GS,USGS,2.44,78.8,Good,-0.01,0.3,,NONE
USGS,11120500,499,1956-01-26,,Yes,GS,USGS,2.97,260.0,Unspecified,-0.1,0.5,,NONE
USGS,11120500,500,1956-01-27,,Yes,GS,USGS,2.13,35.8,Unspecified,0.0,0.3,,NONE
USGS,11120500,501,1956-01-28,,Yes,GS,USGS,1.91,14.4,Unspecified,0.0,0.3,,NONE
USGS,11120500,502,1956-02-02,,Yes,GS,USGS,1.68,3.53,Fair,0.0,0.2,,NONE
USGS,11120500,503,1956-02-09,,Yes,GS,USGS,1.6,1.72,Good,0.0,0.2,,NONE
USGS,11120500,504,1956-02-14,,Yes,GEB,USGS,1.58,1.41,Unspecified,0.0,0.2,,NONE
USGS,11120500,505,1956-02-23,,Yes,WHT/LEY,USGS,1.97,16.4,Good,0.0,0.3,,NONE
