site_index,site_id,station_name,data_type,start_year,end_year,year_start,year_end,decade_start,decade_end,decade,closest_stream_order,distance_to_stream_km,longitude,latitude
344,,Unknown,Historical,1954,1955,1954,1955,1950,1950,1950,5,0.1226246772621595,-120.425,34.636111
346,,Unknown,Historical,1907,1940,1907,1940,1900,1940,1900,5,1.8867499938522223,-120.456,34.651
347,,Unknown,Historical,1948,1948,1948,1948,1940,1940,1940,1,0.3250039488683714,-120.1223,34.6612
348,,Unknown,Historical,1947,1948,1947,1948,1940,1940,1940,1,0.3250039488683714,-120.1223,34.6612
349,,Unknown,Historical,1947,1947,1947,1947,1940,1940,1940,5,1.6563348327679974,-120.4488,34.6435
350,,Unknown,Historical,1947,1948,1947,1948,1940,1940,1940,5,1.6563348327679974,-120.4488,34.6435
351,,Unknown,Historical,1969,1970,1969,1970,1960,1970,1960,5,0.036921717,-120.356389,34.613333
352,,Unknown,Historical,1948,1948,1948,1948,1940,1940,1940,4,0.43719953429488556,-120.1097,34.6483
353,,Unknown,Historical,1955,1956,1955,1956,1950,1950,1950,5,0.014239677854794568,-120.4738889,34.66805556
354,,Unknown,Historical,1947,1948,1947,1948,1940,1940,1940,5,1.6563348327679974,-120.4488,34.6435
355,,Unknown,Historical,1945,1951,1945,1951,1940,1950,1940,1,0.4930184354097745,-120.3692,34.6781
357,,Unknown,Historical,1957,1967,1957,1967,1950,1960,1950,2,0.048431956652384936,-120.1858,34.6591
358,,Unknown,Historical,1971,1972,1971,1972,1970,1970,1970,5,0.025351787038589296,-120.248056,34.610556
359,,Unknown,Historical,1976,1977,1976,1977,1970,1970,1970,5,0.049652367007928876,-120.4255556,34.6377778
360,,Unknown,Historical,1930,1947,1930,1947,1930,1940,1930,3,0.13263605574871645,-119.506944,34.492222
361,,Unknown,Historical,,,,,,,,1,0.081006275,-120.0852,34.6814
363,,Unknown,Historical,1954,1960,1954,1960,1950,1960,1950,5,0.049593810264031764,-120.304167,34.609722
364,,Unknown,Historical,1947,1948,1947,1948,1940,1940,1940,5,0.021433631286644998,-119.8625,34.54305556
365,,Unknown,Historical,1928,1948,1928,1948,1920,1940,1920,2,0.000973705,-119.8569444,34.58888889
367,,Unknown,Historical,1951,1952,1951,1952,1950,1950,1950,1,0.2189290120017681,-120.1667,34.6795
368,,Unknown,Historical,1951,1952,1951,1952,1950,1950,1950,1,0.056809667862848946,-119.6084,34.6378
369,,Unknown,Historical,,,,,,,,2,1.5900616556749352,-120.4605,34.6512
370,,Unknown,Historical,1951,1952,1951,1952,1950,1950,1950,2,1.006775822778315,-120.4644,34.6431
371,,Unknown,Historical,1951,1952,1951,1952,1950,1950,1950,2,1.006775822778315,-120.4644,34.6431
372,,Unknown,Historical,1951,1952,1951,1952,1950,1950,1950,2,1.0425303495294926,-120.4925,34.6361
373,,Unknown,Historical,1930,1968,1930,1968,1930,1960,1930,3,0.12363835138964448,-119.507028,34.492222
374,,Unknown,Historical,1959,1960,1959,1960,1950,1960,1950,5,0.063919241,-120.143056,34.584722
375,,Unknown,Historical,1906,1940,1906,1940,1900,1940,1900,5,0.034984722310018077,-120.43056,34.64167
376,,Unknown,Historical,1954,1964,1954,1964,1950,1960,1950,5,0.041721636,-120.1,34.584333
382,,Unknown,Historical,1951,1952,1951,1952,1950,1950,1950,1,0.7087192075470007,-120.0588,34.642
384,,Unknown,Historical,1911,1912,1911,1912,1910,1910,1910,5,0.15665625106587183,-120.4372,34.6508
385,,Unknown,Historical,1951,1952,1951,1952,1950,1950,1950,2,0.067627464,-120.0236111,34.58888888888889
386,,Unknown,Historical,1920,1967,1920,1967,1920,1960,1920,5,0.11303192063903253,-119.686389,34.524444
387,,Unknown,Historical,1947,1959,1947,1959,1940,1950,1940,5,0.5493479851305804,-120.5847222,34.6888889
388,,Unknown,Historical,1915,1916,1915,1916,1910,1910,1910,2,1.0692424511980692,-120.4583,34.6392
389,,Unknown,Historical,,,,,,,,1,0.30550411585585113,-120.416667,34.683333
390,,Unknown,Historical,1954,1958,1954,1958,1950,1950,1950,5,0.049356287,-120.30417,34.60972
394,,Unknown,Historical,1920,1944,1920,1944,1920,1940,1920,1,0.2969620769850011,-120.0478,34.6645
395,,Unknown,Historical,1928,1965,1928,1965,1920,1960,1920,5,0.1777011765415308,-119.99583,34.59167
396,,Unknown,Historical,1971,1972,1971,1972,1970,1970,1970,5,0.036921717,-120.356389,34.613333
397,,Unknown,Historical,1970,1971,1970,1971,1970,1970,1970,5,0.011121109,-120.143056,34.584167
398,,Unknown,Historical,1961,1962,1961,1962,1960,1960,1960,5,0.1909772942550889,-120.2416667,34.6138889
399,,Unknown,Historical,1966,1967,1966,1967,1960,1960,1960,5,0.1909772942550889,-120.2416667,34.6138889
401,,Unknown,Historical,1906,1960,1906,1960,1900,1960,1900,5,0.5379060619660969,-120.4325,34.6364
402,,Unknown,Historical,1946,1962,1946,1962,1940,1960,1940,5,0.5379060619660969,-120.4325,34.6364
403,,Unknown,Historical,1954,1954,1954,1954,1950,1950,1950,5,0.5379060619660969,-120.4325,34.6364
404,,Unknown,Historical,1941,1941,1941,1941,1940,1940,1940,5,0.5379060619660969,-120.4325,34.6364
405,,Unknown,Historical,1963,1964,1963,1964,1960,1960,1960,5,0.1909772942550889,-120.2416667,34.6138889
406,,Unknown,Historical,1930,1941,1930,1941,1930,1940,1930,3,0.1612887135347845,-119.5144444,34.4916667
407,,Unknown,Historical,1903,1941,1903,1941,1900,1940,1900,5,0.4085550021649641,-119.6833333,34.5277778
408,,Unknown,Historical,1967,1968,1967,1968,1960,1960,1960,5,0.1909772942550889,-120.2416667,34.6138889
410,,Unknown,Historical,,,,,,,,1,0.4982692263779158,-119.6951,34.6528
411,,Unknown,Historical,,,,,,,,1,0.044800182,-119.6873,34.6262
412,,Unknown,Historical,1948,1956,1948,1956,1940,1950,1940,2,0.4259690103368334,-119.9333,34.5667
413,,Unknown,Historical,,,,,,,,1,0.5178854124600896,-119.6485,34.6026
414,,Unknown,Historical,1974,1975,1974,1975,1970,1970,1970,3,0.05543738,-120.183333,34.648611
415,,Unknown,Historical,,,,,,,,3,0.42739171078380267,-119.6688,34.6136
416,,Unknown,Historical,,,,,,,,1,0.19009030572009505,-119.6334,34.6185
417,,Unknown,Historical,,,,,,,,1,0.8028176843416037,-119.6033,34.6234
418,,Unknown,Historical,,,,,,,,1,0.16853192222442234,-119.5925,34.6252
421,,Unknown,Historical,1947,1954,1947,1954,1940,1950,1940,2,0.8690580318140795,-120.4586,34.6373
422,,Unknown,Historical,1964,1965,1964,1965,1960,1960,1960,5,0.006119526,-120.1,34.584722
423,,Unknown,Historical,1969,1970,1969,1970,1960,1970,1960,5,0.061615912,-120.1436,34.5849
424,,Unknown,Historical,1953,1954,1953,1954,1950,1950,1950,5,0.11208663856853265,-119.686,34.527
425,,Unknown,Historical,1906,1936,1906,1936,1900,1930,1900,5,0.034656038,-120.4305556,34.6416667
426,,Unknown,Historical,,,,,,,,1,0.084600012,-120.1547,34.6788
427,,Unknown,Historical,1957,1958,1957,1958,1950,1950,1950,5,0.006119526,-120.1,34.584722
428,,Unknown,Historical,1920,1960,1920,1960,1920,1960,1920,5,0.11303192063903253,-119.686389,34.524444
429,,Unknown,Historical,1970,1971,1970,1971,1970,1970,1970,5,0.049652327,-120.4255556,34.63777778
430,,Unknown,Historical,,,,,,,,1,0.21022568354649168,-120.2085,34.6928
433,,Unknown,Historical,,,,,,,,1,0.3004035249185647,-119.7326,34.6687
434,,Unknown,Historical,,,,,,,,1,0.31717566875373726,-119.7201,34.6717
435,,Unknown,Historical,,,,,,,,1,0.3208586413053932,-119.646,34.6269
436,,Unknown,Historical,,,,,,,,3,0.005327663,-119.6518,34.6391
437,,Unknown,Historical,,,,,,,,2,0.1443387605981995,-119.7211,34.6644
438,,Unknown,Historical,,,,,,,,2,0.4174114018022624,-119.7145,34.6641
439,,Unknown,Historical,,,,,,,,2,0.072665918,-119.6412,34.6568
440,,Unknown,Historical,1951,1952,1951,1952,1950,1950,1950,1,0.7023710349025625,-120.0618,34.6379
441,,Unknown,Historical,1947,,1947,,1940,,1940,5,0.009285504,-119.863889,34.543611
442,,Unknown,Historical,1928,1951,1928,1951,1920,1950,1920,2,0.067643195,-120.023611,34.588889
443,,Unknown,Historical,1913,1914,1913,1914,1910,1910,1910,5,0.5969418385590919,-120.4397,34.6463
444,,Unknown,Historical,1913,1914,1913,1914,1910,1910,1910,2,1.6834170532095467,-120.4597,34.6493
445,,Unknown,Historical,1947,1953,1947,1953,1940,1950,1940,5,0.1226246772621595,-120.425,34.636111
446,,Unknown,Historical,1941,1945,1941,1945,1940,1940,1940,5,0.043207651242742895,-120.494444,34.670833
447,,Unknown,Historical,1942,1943,1942,1943,1940,1940,1940,5,0.4085946395271208,-119.683333,34.527778
449,,Unknown,Historical,1958,1959,1958,1959,1950,1950,1950,5,0.19095179691546166,-120.241667,34.613889
450,,Unknown,Historical,1948,1951,1948,1951,1940,1950,1940,2,0.093660792,-119.947222,34.544444
451,,Unknown,Historical,1947,1966,1947,1966,1940,1960,1940,5,0.072739571,-120.4269444,34.6391667
452,,Unknown,Historical,1956,1957,1956,1957,1950,1950,1950,5,0.11303192063903253,-119.686389,34.524444
456,,Unknown,Historical,1903,1942,1903,1942,1900,1940,1900,5,0.4085946395271208,-119.683333,34.527778
457,,Unknown,Historical,1926,1927,1926,1927,1920,1920,1920,2,1.3083632249276047,-120.46,34.644
458,,Unknown,Historical,,,,,,,,5,0.000324347,-120.061111,34.583333
459,,Unknown,Historical,,,,,,,,5,0.029436291770297822,-120.172222,34.596389
460,,Unknown,Historical,,,,,,,,5,0.023693185769116075,-120.219444,34.616667
461,,Unknown,Historical,,,,,,,,5,0.093071333,-120.269444,34.6
462,,Unknown,Historical,1943,1945,1943,1945,1940,1940,1940,5,0.11208663856853265,-119.686,34.527
465,,Unknown,Historical,1957,1958,1957,1958,1950,1950,1950,1,0.10032764873583516,-120.0374,34.6453
468,,Unknown,Historical,1957,1958,1957,1958,1950,1950,1950,1,0.3474763219758724,-120.0385,34.641
469,,Unknown,Historical,1974,1975,1974,1975,1970,1970,1970,5,0.034248069114797684,-120.474722,34.668333
470,,Unknown,Historical,1957,1958,1957,1958,1950,1950,1950,2,0.19152472844433624,-120.0475,34.646
471,,Unknown,Historical,1957,1958,1957,1958,1950,1950,1950,4,0.8046635554991014,-120.106,34.6443
472,,Unknown,Historical,1957,1958,1957,1958,1950,1950,1950,1,0.5772061102297453,-120.1662,34.6539
473,,Unknown,Historical,1957,1958,1957,1958,1950,1950,1950,1,0.17295123877099372,-120.17,34.654
474,,Unknown,Historical,1957,1958,1957,1958,1950,1950,1950,2,1.8698944817055614,-120.458,34.6505
475,,Unknown,Historical,1957,1958,1957,1958,1950,1950,1950,2,1.2089315108082472,-120.464,34.6475
476,,Unknown,Historical,1906,1918,1906,1918,1900,1910,1900,5,0.10501769330678506,-119.6861,34.527
477,,Unknown,Historical,1906,1949,1906,1949,1900,1940,1900,5,0.034656038,-120.4305556,34.6416667
478,,Unknown,Historical,1941,1942,1941,1942,1940,1940,1940,5,0.043207651242742895,-120.494444,34.670833
479,,Unknown,Historical,1906,1918,1906,1918,1900,1910,1900,5,1.4001063505198088,-120.4575,34.6553
480,,Unknown,Historical,1920,1950,1920,1950,1920,1950,1920,5,0.09934663,-119.686111,34.526944
481,,Unknown,Historical,1947,1954,1947,1954,1940,1950,1940,5,0.021433631286644998,-119.8625,34.54305556
482,,Unknown,Historical,1954,1956,1954,1956,1950,1950,1950,2,0.4259690103368334,-119.9333,34.5667
483,,Unknown,Historical,1963,,1963,,1960,,1960,3,0.05543738,-120.183333,34.648611
484,,Unknown,Historical,1968,1969,1968,1969,1960,1960,1960,3,0.13263605574871645,-119.506944,34.492222
486,,Unknown,Historical,1954,1956,1954,1956,1950,1950,1950,5,0.006119526,-120.1,34.584722
487,,Unknown,Historical,1963,1964,1963,1964,1960,1960,1960,5,0.5492561550694538,-120.58472,34.68889
488,,Unknown,Historical,1928,1957,1928,1957,1920,1950,1920,5,0.17731596710353056,-119.995833,34.591667
489,,Unknown,Historical,1947,1965,1947,1965,1940,1960,1940,5,0.009285504,-119.863889,34.543611
490,,Unknown,Historical,1945,1946,1945,1946,1940,1940,1940,5,0.11208663856853265,-119.686,34.527
491,,Unknown,Historical,1956,1957,1956,1957,1950,1950,1950,5,0.093677816,-120.196,34.607
493,,Unknown,Historical,,,,,,,,5,1.0668738844638022,-120.4572,34.6583
494,,Unknown,Historical,1954,1960,1954,1960,1950,1960,1950,5,0.034248069114797684,-120.474722,34.668333
495,,Unknown,Historical,1959,1960,1959,1960,1950,1960,1950,5,0.19167317137301937,-120.391667,34.633333
496,,Unknown,Historical,1941,1965,1941,1965,1940,1960,1940,5,0.001247773,-120.491667,34.672222
497,,Unknown,Historical,1961,1962,1961,1962,1960,1960,1960,5,0.007558696,-119.8639,34.5436
498,,Unknown,Historical,,,,,,,,5,0.071281148,-120.4572,34.6673
499,,Unknown,Historical,1954,1955,1954,1955,1950,1950,1950,5,0.19167317137301937,-120.391667,34.633333
500,,Unknown,Historical,,,,,,,,5,1.6625317490696583,-120.4507,34.6488
501,,Unknown,Historical,,,,,,,,1,0.009501163,-120.1861,34.6556
503,,Unknown,Historical,,,,,,,,1,0.1444484302626824,-120.1382,34.6961
504,,Unknown,Historical,,,,,,,,5,0.6335136403625431,-120.4421,34.6523
505,,Unknown,Historical,,,,,,,,3,0.092218603,-120.1812,34.6566
506,,Unknown,Historical,,,,,,,,1,0.25530389247056057,-120.1709,34.6504
507,,Unknown,Historical,,,,,,,,5,1.6625317490696583,-120.4507,34.6488
508,,Unknown,Historical,1963,1965,1963,1965,1960,1960,1960,1,0.1452217885450525,-120.0677,34.6278
509,,Unknown,Historical,1941,1950,1941,1950,1940,1950,1940,5,0.5493479851305804,-120.5847222,34.6888889
510,,Unknown,Historical,1947,1950,1947,1950,1940,1950,1940,5,0.5493479851305804,-120.5847222,34.6888889
511,,Unknown,Historical,1963,1964,1963,1964,1960,1960,1960,5,0.09934663,-119.686111,34.526944
512,,Unknown,Historical,1957,1958,1957,1958,1950,1950,1950,5,0.093677816,-120.196,34.607
513,,Unknown,Historical,1947,1977,1947,1977,1940,1970,1940,5,0.007558696,-119.8639,34.5436
514,,Unknown,Historical,1947,1952,1947,1952,1940,1950,1940,5,1.2860067009266427,-120.591667,34.690278
516,,Unknown,Historical,,,,,,,,1,0.6208435223965552,-120.367,34.678
517,,Unknown,Historical,1967,1968,1967,1968,1960,1960,1960,5,0.1909798439889992,-120.2416667,34.61388889
518,,Unknown,Historical,1959,1960,1959,1960,1950,1960,1950,5,0.1783159413079416,-120.2417,34.614
519,,Unknown,Historical,1947,1947,1947,1947,1940,1940,1940,5,0.081994727,-120.455556,34.669444
521,,Unknown,Historical,1941,1942,1941,1942,1940,1940,1940,3,0.10994236785642188,-119.5138889,34.4916667
522,,Unknown,Historical,1954,1956,1954,1956,1950,1950,1950,2,0.099610202,-119.9694,34.5667
523,,Unknown,Historical,1954,1956,1954,1956,1950,1950,1950,2,0.15096228628362499,-119.8806,34.5444
524,,Unknown,Historical,1969,1970,1969,1970,1960,1970,1960,5,0.049652367007928876,-120.4255556,34.6377778
525,,Unknown,Historical,1920,,1920,,1920,,1920,5,0.11303192063903253,-119.686389,34.524444
526,,Unknown,Historical,1966,1967,1966,1967,1960,1960,1960,2,1.3835737044302254,-120.4528,34.6389
527,,Unknown,Historical,1954,1955,1954,1955,1950,1950,1950,2,0.22355048150159354,-119.8805556,34.5416667
528,,Unknown,Historical,1947,1955,1947,1955,1940,1950,1940,5,0.051546417,-119.8625,34.542778
529,,Unknown,Historical,1906,1912,1906,1912,1900,1910,1900,5,1.353515181129798,-120.4451,34.6419
530,,Unknown,Historical,,,,,,,,2,0.22471577795160796,-120.0584,34.6502
532,,Unknown,Historical,1966,1968,1966,1968,1960,1960,1960,4,0.00438436,-120.0244,34.6381
533,,Unknown,Historical,1928,1947,1928,1947,1920,1940,1920,5,0.14508604051534096,-120.144444,34.586111
534,,Unknown,Historical,1941,1969,1941,1969,1940,1960,1940,5,0.001247773,-120.491667,34.672222
535,,Unknown,Historical,1935,1936,1935,1936,1930,1930,1930,2,0.067629037,-120.0236111,34.5888889
536,,Unknown,Historical,1965,1966,1965,1966,1960,1960,1960,5,0.11303192063903253,-119.686389,34.524444
537,,Unknown,Historical,1948,1956,1948,1956,1940,1950,1940,5,0.1909772942550889,-120.2416667,34.6138889
538,,Unknown,Historical,1936,1937,1936,1937,1930,1930,1930,2,0.067627466,-120.0236111,34.58888889
539,,Unknown,Historical,1928,1944,1928,1944,1920,1940,1920,3,0.083216009,-119.8016,34.5825
540,,Unknown,Historical,1928,1944,1928,1944,1920,1940,1920,3,0.47437286194957146,-119.7755,34.5608
541,,Unknown,Historical,1928,1944,1928,1944,1920,1940,1920,1,0.3724188703844235,-119.7483,34.5284
542,,Unknown,Historical,1906,1955,1906,1955,1900,1950,1900,5,0.034685918653240264,-120.430556,34.641667
543,,Unknown,Historical,1920,1968,1920,1968,1920,1960,1920,5,0.10501769330678506,-119.6861,34.527
544,,Unknown,Historical,1954,1956,1954,1956,1950,1950,1950,2,0.093660792,-119.947222,34.544444
545,,Unknown,Historical,1906,1912,1906,1912,1900,1910,1900,2,1.5553093597193184,-120.4574,34.6448
546,,Unknown,Historical,1928,1959,1928,1959,1920,1950,1920,5,0.17727744615959798,-119.9958333,34.5916667
547,,Unknown,Historical,1952,1953,1952,1953,1950,1950,1950,1,0.29997535530837444,-120.205,34.6672
548,,Unknown,Historical,1946,1947,1946,1947,1940,1940,1940,5,0.034656038,-120.4305556,34.6416667
549,,Unknown,Historical,1950,1951,1950,1951,1950,1950,1950,5,0.14508604051534096,-120.144444,34.586111
550,,Unknown,Historical,1968,1969,1968,1969,1960,1960,1960,5,0.009852879,-120.355556,34.613333
551,,Unknown,Historical,1949,1950,1949,1950,1940,1950,1940,5,0.081994727,-120.455556,34.669444
552,,Unknown,Historical,1966,1967,1966,1967,1960,1960,1960,5,0.1783159413079416,-120.2417,34.614
553,,Unknown,Historical,1971,1972,1971,1972,1970,1970,1970,5,0.001247773,-120.491667,34.672222
555,,Unknown,Historical,1954,1964,1954,1964,1950,1960,1950,5,0.022499224788749998,-120.305556,34.609722
556,,Unknown,Historical,1969,1970,1969,1970,1960,1970,1960,5,0.09870913,-120.24722,34.61056
557,,Unknown,Historical,1932,1950,1932,1950,1930,1950,1930,5,0.063919241,-120.143056,34.584722
558,,Unknown,Historical,1965,1966,1965,1966,1960,1960,1960,5,0.17727744615959798,-119.9958333,34.5916667
559,,Unknown,Historical,1964,1965,1964,1965,1960,1960,1960,1,0.28294087702723125,-120.2057,34.6689
560,,Unknown,Historical,1957,1959,1957,1959,1950,1950,1950,1,0.8845701639309014,-120.2,34.7
561,,Unknown,Historical,1939,1940,1939,1940,1930,1940,1930,2,0.067643195,-120.023611,34.588889
562,,Unknown,Historical,1969,1969,1969,1969,1960,1960,1960,2,0.23451797269538405,-120.477,34.646
563,,Unknown,Historical,1906,1925,1906,1925,1900,1920,1900,2,1.0331970459244841,-120.4591,34.6398
564,,Unknown,Historical,1969,1970,1969,1970,1960,1970,1960,2,0.23451797269538405,-120.477,34.646
565,,Unknown,Historical,1904,1905,1904,1905,1900,1900,1900,2,0.015895292516631958,-120.0459,34.6404
566,,Unknown,Historical,1971,1972,1971,1972,1970,1970,1970,5,0.069351775,-120.143611,34.584999
567,,Unknown,Historical,1906,1957,1906,1957,1900,1950,1900,5,0.151881181,-120.429999,34.644167
568,,Unknown,Historical,1946,1965,1946,1965,1940,1960,1940,5,0.5493479851305804,-120.5847222,34.6888889
569,,Unknown,Historical,1906,1931,1906,1931,1900,1930,1900,2,0.20125955703500129,-120.4636,34.6333
570,,Unknown,Historical,1963,1965,1963,1965,1960,1960,1960,4,0.016600258509719946,-120.0219,34.6204
571,,Unknown,Historical,1956,1957,1956,1957,1950,1950,1950,5,0.006119526,-120.1,34.584722
572,,Unknown,Historical,1946,1947,1946,1947,1940,1940,1940,2,0.06778477,-120.02361,34.58889
574,,Unknown,Historical,1906,1942,1906,1942,1900,1940,1900,5,0.034656038,-120.4305556,34.6416667
575,,Unknown,Historical,1906,1952,1906,1952,1900,1950,1900,5,0.034656038,-120.4305556,34.6416667
576,,Unknown,Historical,1974,1975,1974,1975,1970,1970,1970,5,0.049652367007928876,-120.4255556,34.6377778
579,,Unknown,Historical,1933,1933,1933,1933,1930,1930,1930,2,0.5164526600815422,-119.7139,34.6662
580,,Unknown,Historical,1933,1933,1933,1933,1930,1930,1930,2,0.5164526600815422,-119.7139,34.6662
