site_index,site_id,station_name,data_type,start_year,end_year,year_start,year_end,decade_start,decade_end,decade,closest_stream_order,distance_to_stream_km,longitude,latitude
28,,Unknown,Historical,1964,1965,1964,1965,1960,1960,1960,5,0.5492561550694538,-120.58472,34.68889
29,,Unknown,Historical,1965,1966,1965,1966,1960,1960,1960,5,0.049652327,-120.4255556,34.63777778
30,,Unknown,Historical,1966,1967,1966,1967,1960,1960,1960,5,0.034248069114797684,-120.474722,34.668333
31,,Unknown,Historical,1964,1965,1964,1965,1960,1960,1960,5,0.17727359406595958,-119.9958333,34.59166667
32,,Unknown,Historical,1920,1938,1920,1938,1920,1930,1920,5,0.4085550021649641,-119.6833333,34.5277778
33,,Unknown,Historical,1913,1914,1913,1914,1910,1910,1910,5,0.8482495807355838,-120.4422,34.6467
34,,Unknown,Historical,1943,1944,1943,1944,1940,1940,1940,5,0.4085550021649641,-119.6833333,34.5277778
37,,Unknown,Historical,1929,1931,1929,1931,1920,1930,1920,1,0.6386795073297099,-120.0856,34.6374
38,,Unknown,Historical,1906,1918,1906,1918,1900,1910,1900,5,1.7182191450096087,-120.4484,34.6411
39,,Unknown,Historical,1954,,1954,,1950,,1950,5,0.034248069114797684,-120.474722,34.668333
40,,Unknown,Historical,1949,1950,1949,1950,1940,1950,1940,1,0.2093156609435418,-119.72,34.67
41,,Unknown,Historical,1950,1950,1950,1950,1950,1950,1950,1,0.2093156609435418,-119.72,34.67
42,,Unknown,Historical,1949,1950,1949,1950,1940,1950,1940,1,0.4351103936667811,-119.63,34.62
43,,Unknown,Historical,,,,,,,,1,0.083164416,-120,34.75
44,,Unknown,Historical,1906,1938,1906,1938,1900,1930,1900,5,0.034652718244678915,-120.4305556,34.64166666666667
48,,Unknown,Historical,1970,1971,1970,1971,1970,1970,1970,5,0.11303192063903253,-119.686389,34.524444
49,,Unknown,Historical,1947,1952,1947,1952,1940,1950,1940,5,0.020951446,-119.8625,34.54306
50,,Unknown,Historical,1928,1933,1928,1933,1920,1930,1920,4,0.34889594931294216,-120.0214,34.6475
51,,Unknown,Historical,1965,1966,1965,1966,1960,1960,1960,5,0.063919241,-120.143056,34.584722
54,,Unknown,Historical,1945,1946,1945,1946,1940,1940,1940,5,0.034656038,-120.4305556,34.6416667
55,,Unknown,Historical,1920,1920,1920,1920,1920,1920,1920,5,0.11303192063903253,-119.686389,34.524444
56,,Unknown,Historical,1947,1961,1947,1961,1940,1960,1940,5,0.030936888552751153,-120.425,34.6375
57,,Unknown,Historical,1946,1961,1946,1961,1940,1960,1940,5,0.034942317,-120.456944,34.668333
60,,Unknown,Historical,1957,1962,1957,1962,1950,1960,1950,2,1.2132583017374943,-120.4563,34.6396
66,,Unknown,Historical,1949,1950,1949,1950,1940,1950,1940,5,0.034656038,-120.4305556,34.6416667
67,,Unknown,Historical,1948,1951,1948,1951,1940,1950,1940,2,0.15096228628362499,-119.8806,34.5444
68,,Unknown,Historical,1934,1935,1934,1935,1930,1930,1930,5,0.4085946395271208,-119.683333,34.527778
69,,Unknown,Historical,1930,1935,1930,1935,1930,1930,1930,3,0.16126433343959004,-119.514444,34.491667
70,,Unknown,Historical,1942,1943,1942,1943,1940,1940,1940,3,0.11027938395579753,-119.51389,34.49167
71,,Unknown,Historical,,,,,,,,1,0.08425429,-120.158,34.695
72,,Unknown,Historical,,,,,,,,1,0.030639378,-120.1167,34.6544
73,,Unknown,Historical,1953,1954,1953,1954,1950,1950,1950,5,0.1226246772621595,-120.425,34.636111
75,,Unknown,Historical,1918,1918,1918,1918,1910,1910,1910,2,0.4812748608158572,-120.35,34.65
77,,Unknown,Historical,1903,1904,1903,1904,1900,1900,1900,1,0.43121367882985456,-120.3,34.65
78,,Unknown,Historical,1918,1918,1918,1918,1910,1910,1910,2,0.34352130084457916,-120.35,34.6
79,,Unknown,Historical,1903,1904,1903,1904,1900,1900,1900,1,0.023678720570070998,-120.3,34.7
80,,Unknown,Historical,1918,1918,1918,1918,1910,1910,1910,1,0.43121367882985456,-120.3,34.65
82,,Unknown,Historical,1914,1917,1914,1917,1910,1910,1910,2,0.34352130084457916,-120.35,34.6
84,,Unknown,Historical,1948,1950,1948,1950,1940,1950,1940,2,0.063254386,-119.9111111,34.5527778
85,,Unknown,Historical,1920,1947,1920,1947,1920,1940,1920,5,0.09934663,-119.686111,34.526944
86,,Unknown,Historical,1971,1972,1971,1972,1970,1970,1970,1,0.16331075021454625,-119.987778,34.589167
87,,Unknown,Historical,1964,1965,1964,1965,1960,1960,1960,5,0.009852879,-120.355556,34.613333
88,,Unknown,Historical,1951,1952,1951,1952,1950,1950,1950,2,0.011924373084548969,-120.475,34.646
89,,Unknown,Historical,1960,1961,1960,1961,1960,1960,1960,5,0.063919241,-120.143056,34.584722
90,,Unknown,Historical,1965,1966,1965,1966,1960,1960,1960,5,0.00986585,-120.3555556,34.6133333
91,,Unknown,Historical,1947,1948,1947,1948,1940,1940,1940,5,0.1226246772621595,-120.425,34.636111
92,,Unknown,Historical,1965,1966,1965,1966,1960,1960,1960,5,0.1909772942550889,-120.2416667,34.6138889
93,,Unknown,Historical,1920,1967,1920,1967,1920,1960,1920,5,0.10501769330678506,-119.6861,34.527
94,,Unknown,Historical,1948,1950,1948,1950,1940,1950,1940,5,0.17453377910453968,-120.241667,34.614056
95,,Unknown,Historical,1956,1957,1956,1957,1950,1950,1950,5,0.030936888552751153,-120.425,34.6375
96,,Unknown,Historical,1928,1945,1928,1945,1920,1940,1920,2,0.067629037,-120.0236111,34.5888889
97,,Unknown,Historical,1965,1966,1965,1966,1960,1960,1960,5,0.001247773,-120.491667,34.672222
98,,Unknown,Historical,1957,1962,1957,1962,1950,1960,1950,5,0.3337747698717493,-120.459,34.671
99,,Unknown,Historical,1957,1958,1957,1958,1950,1950,1950,5,0.009852879,-120.355556,34.613333
100,,Unknown,Historical,1967,1968,1967,1968,1960,1960,1960,5,0.026479808,-120.4275,34.639166
101,,Unknown,Historical,1958,1959,1958,1959,1950,1950,1950,5,0.081994727,-120.455556,34.669444
102,,Unknown,Historical,1945,1946,1945,1946,1940,1940,1940,3,0.096879663,-119.550556,34.491667
103,,Unknown,Historical,1957,1957,1957,1957,1950,1950,1950,1,0.14666147955822298,-120.059,34.678
105,,Unknown,Historical,1920,1951,1920,1951,1920,1950,1920,5,0.11303192063903253,-119.686389,34.524444
106,,Unknown,Historical,1947,1948,1947,1948,1940,1940,1940,5,0.14508604051534096,-120.144444,34.586111
107,,Unknown,Historical,1947,1951,1947,1951,1940,1950,1940,5,0.081994727,-120.455556,34.669444
108,,Unknown,Historical,1947,1951,1947,1951,1940,1950,1940,5,1.2860067009266427,-120.591667,34.690278
109,,Unknown,Historical,1928,1940,1928,1940,1920,1940,1920,5,0.14508604051534096,-120.144444,34.586111
110,,Unknown,Historical,1954,1965,1954,1965,1950,1960,1950,5,0.056495167,-120.1,34.584166
111,,Unknown,Historical,1941,1967,1941,1967,1940,1960,1940,5,0.001247773,-120.491667,34.672222
112,,Unknown,Historical,1966,1967,1966,1967,1960,1960,1960,5,0.009852879,-120.355556,34.613333
113,,Unknown,Historical,1920,1953,1920,1953,1920,1950,1920,5,0.11208663856853265,-119.686,34.527
115,,Unknown,Historical,1947,1960,1947,1960,1940,1960,1940,5,0.03657441,-119.8625,34.542916
116,,Unknown,Historical,,,,,,,,4,0.395333364,-120.0206,34.64
118,,Unknown,Historical,1906,1914,1906,1914,1900,1910,1900,5,0.6888692596134592,-120.4621,34.6622
119,,Unknown,Historical,1920,1958,1920,1958,1920,1950,1920,5,0.11303192063903253,-119.686389,34.524444
121,,Unknown,Historical,1948,1949,1948,1949,1940,1940,1940,5,0.10930504085414455,-119.6861111,34.527055555555556
122,,Unknown,Historical,1906,1917,1906,1917,1900,1910,1900,5,0.3789090250283887,-120.444,34.662
124,,Unknown,Historical,1947,1955,1947,1955,1940,1950,1940,5,1.2859627009313364,-120.5916667,34.69027778
125,,Unknown,Historical,1928,1929,1928,1929,1920,1920,1920,5,1.919987680480185,-120.4516,34.6442
126,,Unknown,Historical,1920,1970,1920,1970,1920,1970,1920,5,0.11303192063903253,-119.686389,34.524444
127,,Unknown,Historical,1961,1963,1961,1963,1960,1960,1960,1,0.2389710623135026,-120.237,34.666
128,,Unknown,Historical,1947,1948,1947,1948,1940,1940,1940,5,0.10501769330678506,-119.6861,34.527
129,,Unknown,Historical,1906,1943,1906,1943,1900,1940,1900,2,0.5082563539601934,-120.458,34.633
130,,Unknown,Historical,1928,1960,1928,1960,1920,1960,1920,5,0.1777011765415308,-119.99583,34.59167
131,,Unknown,Historical,1954,1956,1954,1956,1950,1950,1950,5,0.9549845286386662,-119.972222,34.580556
132,,Unknown,Historical,1920,1975,1920,1975,1920,1970,1920,5,0.12015603752953756,-119.6856,34.5261
133,,Unknown,Historical,1948,1949,1948,1949,1940,1940,1940,5,1.2859627009313364,-120.5916667,34.69027778
134,,Unknown,Historical,1971,1972,1971,1972,1970,1970,1970,5,0.049672191,-120.4256,34.6378
135,,Unknown,Historical,,,,,,,,5,0.026479808,-120.4275,34.639166
136,,Unknown,Historical,1920,1939,1920,1939,1920,1930,1920,5,0.4085550021649641,-119.6833333,34.5277778
137,,Unknown,Historical,1930,1936,1930,1936,1930,1930,1930,3,0.10997299201987586,-119.513889,34.491667
138,,Unknown,Historical,1955,1969,1955,1969,1950,1960,1950,1,0.16331075021454625,-119.987778,34.589167
139,,Unknown,Historical,1903,1936,1903,1936,1900,1930,1900,5,0.4085946395271208,-119.683333,34.527778
140,,Unknown,Historical,1954,,1954,,1950,,1950,5,0.036921717,-120.356389,34.613333
141,,Unknown,Historical,1930,1944,1930,1944,1930,1940,1930,3,0.13456740406275777,-119.514167,34.491667
142,,Unknown,Historical,1920,1969,1920,1969,1920,1960,1920,5,0.12485469343663248,-119.685556,34.526111
143,,Unknown,Historical,1954,1963,1954,1963,1950,1960,1950,5,0.009852879,-120.355556,34.613333
144,,Unknown,Historical,1906,1918,1906,1918,1900,1910,1900,5,1.0161952048441034,-120.4447,34.6489
145,,Unknown,Historical,,,,,,,,1,0.12664975811675735,-120.2167,34.6833
146,,Unknown,Historical,1965,1966,1965,1966,1960,1960,1960,5,0.034248069114797684,-120.474722,34.668333
147,,Unknown,Historical,1930,1938,1930,1938,1930,1930,1930,3,0.10997299201987586,-119.513889,34.491667
148,,Unknown,Historical,1969,1970,1969,1970,1960,1970,1960,3,0.13800979814344697,-119.5069,34.4922
149,,Unknown,Historical,1903,1938,1903,1938,1900,1930,1900,5,0.4085946395271208,-119.683333,34.527778
150,,Unknown,Historical,,,,,,,,2,0.24349969782085537,-120.0077,34.6298
151,,Unknown,Historical,1960,1961,1960,1961,1960,1960,1960,5,0.023996547186090324,-120.1,34.585
152,,Unknown,Historical,,,,,,,,2,0.24349969782085537,-120.0077,34.6298
153,,Unknown,Historical,,,,,,,,2,0.21821966158362494,-120.0261,34.6698
154,,Unknown,Historical,,,,,,,,1,0.8537549070216247,-120.0349,34.6376
155,,Unknown,Historical,1940,1941,1940,1941,1940,1940,1940,5,0.034656038,-120.4305556,34.6416667
157,,Unknown,Historical,1973,1974,1973,1974,1970,1970,1970,5,0.025414467605028322,-120.2480556,34.6105556
160,,Unknown,Historical,1941,1976,1941,1976,1940,1970,1940,5,0.001247773,-120.491667,34.672222
161,,Unknown,Historical,,,,,,,,2,0.157134864,-120.1811,34.6817
162,,Unknown,Historical,1954,1960,1954,1960,1950,1960,1950,5,0.049593810264031764,-120.304167,34.609722
163,,Unknown,Historical,1957,1958,1957,1958,1950,1950,1950,5,0.038310295,-119.8625,34.5429
164,,Unknown,Historical,,,,,,,,1,0.8525073715155137,-120.47,34.69
167,,Unknown,Historical,1906,1926,1906,1926,1900,1920,1900,2,1.3772341704562607,-120.4624,34.6518
168,,Unknown,Historical,1947,1950,1947,1950,1940,1950,1940,2,0.28381742578340535,-120.4333333,34.69027778
169,,Unknown,Historical,1954,1955,1954,1955,1950,1950,1950,5,0.049593810264031764,-120.304167,34.609722
170,,Unknown,Historical,1948,1949,1948,1949,1940,1940,1940,5,0.1909772942550889,-120.2416667,34.6138889
171,,Unknown,Historical,1947,1947,1947,1947,1940,1940,1940,5,0.9610146088628221,-120.5883333,34.6902778
174,,Unknown,Historical,1920,1941,1920,1941,1920,1940,1920,5,0.4085550021649641,-119.6833333,34.5277778
176,,Unknown,Historical,1904,1944,1904,1944,1900,1940,1900,1,0.015993379861948452,-120.0259,34.6162
177,,Unknown,Historical,1929,1944,1929,1944,1920,1940,1920,4,0.6443219318808824,-120.1086,34.6378
178,,Unknown,Historical,1931,1950,1931,1950,1930,1950,1930,3,0.27028900358160457,-119.504167,34.492222
179,,Unknown,Historical,1963,1964,1963,1964,1960,1960,1960,2,0.3449192073903545,-120.0505,34.6417
180,,Unknown,Historical,1948,1954,1948,1954,1940,1950,1940,5,0.1909772942550889,-120.2416667,34.6138889
181,,Unknown,Historical,1928,1944,1928,1944,1920,1940,1920,2,0.069200517,-120.0236,34.5889
182,,Unknown,Historical,1952,1952,1952,1952,1950,1950,1950,1,0.42177751946182157,-119.7247,34.6956
183,,Unknown,Historical,1952,1952,1952,1952,1950,1950,1950,1,0.047582206,-119.7206,34.6983
184,,Unknown,Historical,1959,1960,1959,1960,1950,1960,1950,5,0.030936888552751153,-120.425,34.6375
185,,Unknown,Historical,1935,1944,1935,1944,1930,1940,1930,3,0.5068285045577676,-120.183,34.616
186,,Unknown,Historical,1928,1931,1928,1931,1920,1930,1920,1,0.6190062538168342,-120.0852,34.6373
187,,Unknown,Historical,1951,1951,1951,1951,1950,1950,1950,3,0.013734829021447442,-120.0364,34.6875
188,,Unknown,Historical,1909,1912,1909,1912,1900,1910,1900,2,1.0690419362117902,-120.4587,34.6398
192,,Unknown,Historical,1967,1968,1967,1968,1960,1960,1960,5,0.009852879,-120.355556,34.613333
193,,Unknown,Historical,1928,1953,1928,1953,1920,1950,1920,5,0.1462015381810231,-120.1444,34.5861
194,,Unknown,Historical,1963,1964,1963,1964,1960,1960,1960,2,1.379058363551716,-120.4625,34.6461
195,,Unknown,Historical,1941,,1941,,1940,,1940,5,0.001247773,-120.491667,34.672222
197,,Unknown,Historical,,,,,,,,1,0.14879424458044724,-120.1894,34.6973
198,,Unknown,Historical,1947,1947,1947,1947,1940,1940,1940,5,0.1226246772621595,-120.425,34.636111
200,,Unknown,Historical,,,,,,,,2,0.57186216,-120.4577,34.6335
201,,Unknown,Historical,,,,,,,,2,0.57186216,-120.4577,34.6335
203,,Unknown,Historical,1954,1955,1954,1955,1950,1950,1950,5,0.009852879,-120.355556,34.613333
204,,Unknown,Historical,1903,1904,1903,1904,1900,1900,1900,4,0.089642143,-119.625,34.5125
205,,Unknown,Historical,1928,1935,1928,1935,1920,1930,1920,2,0.069200517,-120.0236,34.5889
206,,Unknown,Historical,1914,1914,1914,1914,1910,1910,1910,5,1.3925763481648998,-120.4439,34.6397
207,,Unknown,Historical,1928,1956,1928,1956,1920,1950,1920,5,0.17727744615959798,-119.9958333,34.5916667
210,,Unknown,Historical,1961,1962,1961,1962,1960,1960,1960,5,0.071180234,-120.1,34.584
211,,Unknown,Historical,1954,1957,1954,1957,1950,1950,1950,5,0.19167317137301937,-120.391667,34.633333
212,,Unknown,Historical,1920,1956,1920,1956,1920,1950,1920,5,0.11208663856853265,-119.686,34.527
213,,Unknown,Historical,1957,1958,1957,1958,1950,1950,1950,5,0.3275986789170194,-120.4326,34.6397
214,,Unknown,Historical,1957,1958,1957,1958,1950,1950,1950,5,0.3275986789170194,-120.4326,34.6397
215,,Unknown,Historical,1957,1958,1957,1958,1950,1950,1950,5,0.3275986789170194,-120.4326,34.6397
216,,Unknown,Historical,1970,1971,1970,1971,1970,1970,1970,1,0.16331157131939386,-119.9877778,34.58916666666667
217,,Unknown,Historical,1935,1936,1935,1936,1930,1930,1930,5,0.1462015381810231,-120.1444,34.5861
218,,Unknown,Historical,1957,1958,1957,1958,1950,1950,1950,5,0.3275986789170194,-120.4326,34.6397
219,,Unknown,Historical,1957,1958,1957,1958,1950,1950,1950,5,0.3275986789170194,-120.4326,34.6397
221,,Unknown,Historical,1954,1955,1954,1955,1950,1950,1950,2,1.0591026648631165,-120.0662,34.6466
222,,Unknown,Historical,1947,1950,1947,1950,1940,1950,1940,5,0.021433636108095778,-119.8625,34.543055555555554
224,,Unknown,Historical,1961,1961,1961,1961,1960,1960,1960,2,0.17210578368324894,-120.0583,34.6625
225,,Unknown,Historical,1954,1955,1954,1955,1950,1950,1950,2,1.0591026648631165,-120.0662,34.6466
226,,Unknown,Historical,1928,,1928,,1920,,1920,5,0.011121109,-120.143056,34.584167
227,,Unknown,Historical,1954,1955,1954,1955,1950,1950,1950,2,1.1177652971096264,-120.0658,34.6453
228,,Unknown,Historical,1954,1955,1954,1955,1950,1950,1950,4,0.085105518,-120.1156,34.6533
230,,Unknown,Historical,1954,1955,1954,1955,1950,1950,1950,4,0.2383888242291529,-120.1233,34.6742
231,,Unknown,Historical,1954,1955,1954,1955,1950,1950,1950,4,0.2383888242291529,-120.1233,34.6742
232,,Unknown,Historical,1954,1955,1954,1955,1950,1950,1950,2,1.6823293071799832,-120.45,34.6399
233,,Unknown,Historical,1961,1963,1961,1963,1960,1960,1960,3,0.31994884418004127,-119.6462,34.6369
234,,Unknown,Historical,1941,,1941,,1940,,1940,5,0.001219119,-120.4916667,34.6722222
235,,Unknown,Historical,1951,1952,1951,1952,1950,1950,1950,1,0.27035279506430687,-120.1536,34.6167
236,,Unknown,Historical,1954,1960,1954,1960,1950,1960,1950,5,0.19167317137301937,-120.391667,34.633333
237,,Unknown,Historical,1948,1957,1948,1957,1940,1950,1940,2,0.063272657,-119.911111,34.552778
238,,Unknown,Historical,1948,1965,1948,1965,1940,1960,1940,5,0.1909772942550889,-120.2416667,34.6138889
239,,Unknown,Historical,1951,1952,1951,1952,1950,1950,1950,5,0.1909772942550889,-120.2416667,34.6138889
240,,Unknown,Historical,1954,1965,1954,1965,1950,1960,1950,5,0.009852879,-120.355556,34.613333
241,,Unknown,Historical,1906,1953,1906,1953,1900,1950,1900,5,0.034656038,-120.4305556,34.6416667
243,,Unknown,Historical,1948,1957,1948,1957,1940,1950,1940,2,0.093972679,-119.94722,34.54444
244,,Unknown,Historical,1911,1912,1911,1912,1910,1910,1910,2,0.46869110881341974,-120.4706,34.65
245,,Unknown,Historical,1954,1965,1954,1965,1950,1960,1950,5,0.034248069114797684,-120.474722,34.668333
246,,Unknown,Historical,1928,1976,1928,1976,1920,1970,1920,1,0.16331075021454625,-119.987778,34.589167
247,,Unknown,Historical,1940,1970,1940,1970,1940,1970,1940,5,0.001247773,-120.491667,34.672222
248,,Unknown,Historical,1966,1967,1966,1967,1960,1960,1960,5,0.063919241,-120.143056,34.584722
249,,Unknown,Historical,1911,1912,1911,1912,1910,1910,1910,2,1.3006777550499928,-120.457,34.641
250,,Unknown,Historical,1920,1964,1920,1964,1920,1960,1920,5,0.11303192063903253,-119.686389,34.524444
251,,Unknown,Historical,1957,1958,1957,1958,1950,1950,1950,5,0.19167317137301937,-120.391667,34.633333
252,,Unknown,Historical,1970,1971,1970,1971,1970,1970,1970,5,0.036921717,-120.356389,34.613333
253,,Unknown,Historical,1941,1941,1941,1941,1940,1940,1940,5,0.043155013,-120.4944444,34.6708333
254,,Unknown,Historical,1954,1960,1954,1960,1950,1960,1950,5,0.009852879,-120.355556,34.613333
255,,Unknown,Historical,1941,,1941,,1940,,1940,5,0.001247773,-120.491667,34.672222
256,,Unknown,Historical,1958,1959,1958,1959,1950,1950,1950,5,0.006119526,-120.1,34.584722
257,,Unknown,Historical,1947,1959,1947,1959,1940,1950,1940,5,0.030498812795448964,-119.8625,34.542972
258,,Unknown,Historical,1964,1965,1964,1965,1960,1960,1960,2,0.28175696898847163,-120.1964,34.6463
259,,Unknown,Historical,1966,1967,1966,1967,1960,1960,1960,5,0.1783159413079416,-120.2417,34.614
260,,Unknown,Historical,1974,1975,1974,1975,1970,1970,1970,1,0.16331075021454625,-119.987778,34.589167
261,,Unknown,Historical,1953,1954,1953,1954,1950,1950,1950,2,0.15176633253449098,-119.880556,34.544444
262,,Unknown,Historical,1958,1959,1958,1959,1950,1950,1950,5,0.19167317137301937,-120.391667,34.633333
263,,Unknown,Historical,1968,1969,1968,1969,1960,1960,1960,5,0.034248069114797684,-120.474722,34.668333
264,,Unknown,Historical,1967,1968,1967,1968,1960,1960,1960,5,0.063572911,-120.14306,34.58472
265,,Unknown,Historical,1947,1974,1947,1974,1940,1970,1940,5,0.049672191,-120.4256,34.6378
266,,Unknown,Historical,1948,1949,1948,1949,1940,1940,1940,5,0.17300884222516638,-120.14444,34.58639
267,,Unknown,Historical,1945,1946,1945,1946,1940,1940,1940,5,0.085839093,-119.6865,34.527
269,,Unknown,Historical,1948,1948,1948,1948,1940,1940,1940,5,0.1783159413079416,-120.2417,34.614
270,,Unknown,Historical,1914,1931,1914,1931,1910,1930,1910,5,0.2279170746168683,-120.0833,34.5833
271,,Unknown,Historical,1973,1974,1973,1974,1970,1970,1970,5,0.009285504,-119.863889,34.543611
272,,Unknown,Historical,1907,1909,1907,1909,1900,1900,1900,5,1.173645786887296,-120.448,34.6528
273,,Unknown,Historical,1952,1953,1952,1953,1950,1950,1950,3,0.13263605574871645,-119.506944,34.492222
274,,Unknown,Historical,1967,1968,1967,1968,1960,1960,1960,5,0.19095179691546166,-120.241667,34.613889
275,,Unknown,Historical,1954,1965,1954,1965,1950,1960,1950,5,0.034248069114797684,-120.474722,34.668333
277,,Unknown,Historical,1954,1955,1954,1955,1950,1950,1950,5,0.19069682353250525,-120.24167,34.61389
279,,Unknown,Historical,1930,1931,1930,1931,1930,1930,1930,5,0.8853823890761849,-120.4422,34.6456
280,,Unknown,Historical,1929,1935,1929,1935,1920,1930,1920,5,0.063919241,-120.143056,34.584722
281,,Unknown,Historical,1947,1952,1947,1952,1940,1950,1940,5,0.1226246772621595,-120.425,34.636111
282,,Unknown,Historical,1947,1953,1947,1953,1940,1950,1940,5,0.081994727,-120.455556,34.669444
284,,Unknown,Historical,,,,,,,,3,0.4180553751003114,-120.1731,34.6602
285,,Unknown,Historical,,,,,,,,3,0.9445836820202461,-120.1754,34.6318
286,,Unknown,Historical,,,,,,,,2,1.109920582875244,-120.4517,34.6333
287,,Unknown,Historical,1954,1956,1954,1956,1950,1950,1950,5,0.087947837,-120.195833,34.606944
289,,Unknown,Historical,1947,1950,1947,1950,1940,1950,1940,5,0.16316960804122943,-120.24167,34.61417
290,,Unknown,Historical,,,,,,,,5,0.4380961609735879,-120.4597,34.6641
291,,Unknown,Historical,1961,1962,1961,1962,1960,1960,1960,1,0.5477440138310148,-120.1773,34.6538
292,,Unknown,Historical,1934,1935,1934,1935,1930,1930,1930,4,0.5998063440806646,-120.1092,34.6375
293,,Unknown,Historical,1967,1968,1967,1968,1960,1960,1960,5,0.11303192063903253,-119.686389,34.524444
294,,Unknown,Historical,1962,1963,1962,1963,1960,1960,1960,1,0.5477440138310148,-120.1773,34.6538
295,,Unknown,Historical,1966,1968,1966,1968,1960,1960,1960,2,0.574872544,-120.4656,34.6394
296,,Unknown,Historical,1953,1953,1953,1953,1950,1950,1950,1,0.2891835881489155,-120.0514,34.6925
297,,Unknown,Historical,1953,1953,1953,1953,1950,1950,1950,1,0.3155668080280761,-120.0583,34.6908
298,,Unknown,Historical,1953,1953,1953,1953,1950,1950,1950,2,0.2329106030490355,-120.0678,34.6811
299,,Unknown,Historical,1953,1953,1953,1953,1950,1950,1950,2,0.086738257,-120.0679,34.6845
300,,Unknown,Historical,1928,1953,1928,1953,1920,1950,1920,2,0.067643195,-120.023611,34.588889
303,,Unknown,Historical,1952,1953,1952,1953,1950,1950,1950,2,0.1529176421905723,-120.0681,34.6822
304,,Unknown,Historical,1952,1953,1952,1953,1950,1950,1950,2,0.20638335492732182,-120.0682,34.6805
305,,Unknown,Historical,1953,1953,1953,1953,1950,1950,1950,2,0.2360334285920732,-120.0679,34.6798
306,,Unknown,Historical,1920,,1920,,1920,,1920,5,0.11303192063903253,-119.686389,34.524444
307,,Unknown,Historical,1949,1950,1949,1950,1940,1950,1940,5,0.14508604051534096,-120.144444,34.586111
308,,Unknown,Historical,1928,,1928,,1920,,1920,5,0.016239131686164022,-120.143611,34.584444
309,,Unknown,Historical,1906,1958,1906,1958,1900,1950,1900,5,0.15177596491765646,-120.4299999,34.6441667
310,,Unknown,Historical,1948,1951,1948,1951,1940,1950,1940,2,0.31272565607697184,-119.6936111,34.55277778
311,,Unknown,Historical,1930,1940,1930,1940,1930,1940,1930,3,0.10994236785642188,-119.5138889,34.4916667
312,,Unknown,Historical,1920,1940,1920,1940,1920,1940,1920,5,0.4085946395271208,-119.683333,34.527778
313,,Unknown,Historical,1954,1962,1954,1962,1950,1960,1950,5,0.19167317137301937,-120.391667,34.633333
314,,Unknown,Historical,1971,1972,1971,1972,1970,1970,1970,5,0.11303192063903253,-119.686389,34.524444
315,,Unknown,Historical,1952,1953,1952,1953,1950,1950,1950,5,0.021433631286644998,-119.8625,34.54305556
316,,Unknown,Historical,1959,1960,1959,1960,1950,1960,1950,5,0.009852879,-120.355556,34.613333
317,,Unknown,Historical,1946,1960,1946,1960,1940,1960,1940,5,0.5493479851305804,-120.5847222,34.6888889
318,,Unknown,Historical,1952,1952,1952,1952,1950,1950,1950,2,0.002887846,-120.4313,34.6924
319,,Unknown,Historical,1952,1952,1952,1952,1950,1950,1950,5,1.712228236,-120.4428,34.6325
320,,Unknown,Historical,1952,1952,1952,1952,1950,1950,1950,5,1.712228236,-120.4428,34.6325
321,,Unknown,Historical,1952,1952,1952,1952,1950,1950,1950,5,1.712228236,-120.4428,34.6325
322,,Unknown,Historical,1906,1934,1906,1934,1900,1930,1900,5,0.7363442868101334,-120.4437,34.6533
323,,Unknown,Historical,1911,1912,1911,1912,1910,1910,1910,5,0.8834059736343667,-120.4425,34.6466
324,,Unknown,Historical,1917,1918,1917,1918,1910,1910,1910,2,1.3632682699601149,-120.4543,34.6399
325,,Unknown,Historical,1973,1974,1973,1974,1970,1970,1970,5,0.069408257,-120.1436111,34.5849997
326,,Unknown,Historical,1961,1962,1961,1962,1960,1960,1960,1,1.533030416169379,-120.55,34.65
327,,Unknown,Historical,1928,1962,1928,1962,1920,1960,1920,5,0.17727744615959798,-119.9958333,34.5916667
328,,Unknown,Historical,1943,1945,1943,1945,1940,1940,1940,1,0.6903581454817341,-119.8286,34.5608
329,,Unknown,Historical,1948,1957,1948,1957,1940,1950,1940,2,0.8664132290302453,-119.9666667,34.5805556
331,,Unknown,Historical,1929,1931,1929,1931,1920,1930,1920,2,1.5870947400912654,-120.4497,34.6382
333,,Unknown,Historical,1930,1931,1930,1931,1930,1930,1930,5,0.9978499025214616,-120.4407,34.6413
334,,Unknown,Historical,1930,1955,1930,1955,1930,1950,1930,3,0.13263605574871645,-119.506944,34.492222
336,,Unknown,Historical,,,,,,,,1,0.018424373,-120.0503,34.6598
337,,Unknown,Historical,1947,1956,1947,1956,1940,1950,1940,5,0.021433631286644998,-119.8625,34.54305556
338,,Unknown,Historical,1961,1963,1961,1963,1960,1960,1960,2,0.1371978951839645,-120.0574,34.6517
339,,Unknown,Historical,1959,1960,1959,1960,1950,1960,1950,5,0.151881181,-120.429999,34.644167
340,,Unknown,Historical,1946,,1946,,1940,,1940,5,0.092072857,-120.1431,34.585
341,,Unknown,Historical,1906,1912,1906,1912,1900,1910,1900,2,1.7443818500791128,-120.4576,34.6471
342,,Unknown,Historical,1920,,1920,,1920,,1920,5,0.11303192063903253,-119.686389,34.524444
343,,Unknown,Historical,1947,1949,1947,1949,1940,1940,1940,5,0.1226246772621595,-120.425,34.636111
